"participant","age","sex","native_language","trials_practice.thisTrialN","trials_experiment.thisTrialN","item","item_type","polarity","prime_noun","sentence","prime_target_relation","delay","source_word","target","target_type","sentence_audio_file","lgSUBTLEX","word_length","balancing_list","show_repetition_task","correct_key_response","key_resp.keys","key_resp.corr","key_resp.rt","repetition_task_replacement_cur_sentence","repetition_task_replacement_mouse.clicked_name","repetition_task_replacement_correct","materials_known"
566,63,"männlich","deutsch",NA,75,29,"experimental","negative","Afrika","Dort ist kein Afrika.","Worse Alternative",0,"Tiger","Tiger","word","Afrika_negative.mp3",2.642,5,5,"no","j","j",1,1.013,"mute","",NA,9
566,63,"männlich","deutsch",NA,76,159,"filler","affirmative","Schraube","Dort ist eine Schraube.","Worse Alternative",0.75,"Metall","Mitur","non-word","Schraube_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.764,"kein","text_kein_e",1,9
566,63,"männlich","deutsch",NA,77,158,"filler","affirmative","Buchladen","Dort ist ein Buchladen.","Good Alternative",0.75,"Bibliothek","Blibitheko","non-word","Buchladen_affirmative.mp3",NA,NA,NA,"no","f","f",1,2.06,"mute","",NA,9
566,63,"männlich","deutsch",NA,78,132,"filler","affirmative","Hammer","Dort ist ein Hammer.","Unrelated",0.75,"Nikolaus","Nikolaus","word","Hammer_affirmative.mp3",NA,NA,NA,"no","j","j",1,1.18,"mute","",NA,9
566,63,"männlich","deutsch",NA,79,87,"filler","negative","Körper","Dort ist kein Körper.","Worse Alternative",0.75,"Brust","Grust","non-word","Koerper_negative.mp3",NA,NA,NA,"no","f","f",1,0.965,"mute","",NA,9
566,63,"männlich","deutsch",NA,80,83,"filler","negative","Tankstelle","Dort ist keine Tankstelle.","Worse Alternative",0,"Gas","Gus","non-word","Tankstelle_negative.mp3",NA,NA,NA,"no","f","f",1,0.826,"mute","",NA,9
566,63,"männlich","deutsch",NA,81,116,"filler","negative","Auge","Dort ist kein Auge.","Unrelated",0.75,"Veranstaltung","Valbrentung","non-word","Auge_negative.mp3",NA,NA,NA,"no","f","f",1,0.841,"mute","",NA,9
566,63,"männlich","deutsch",NA,82,34,"experimental","negative","Zwiebel","Dort ist keine Zwiebel.","Negated Entity",0.75,"Zwiebel","Zwiebel","word","Zwiebel_negative.mp3",1.602,7,5,"no","j","j",1,0.748,"mute","",NA,9
566,63,"männlich","deutsch",NA,83,133,"filler","affirmative","Licht","Dort ist ein Licht.","Negated Entity",0,"Licht","Licht","word","Licht_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.562,"mute","",NA,9
566,63,"männlich","deutsch",NA,84,115,"filler","negative","Saite","Dort ist keine Saite.","Worse Alternative",0.75,"Gitarre","Gatmar","non-word","Saite_negative.mp3",NA,NA,NA,"no","f","f",1,0.769,"mute","",NA,9
566,63,"männlich","deutsch",NA,85,62,"experimental","negative","Angel","Dort ist keine Angel.","Worse Alternative",0.75,"Thunfisch","Thunfisch","word","Angel_negative.mp3",1.716,9,5,"no","j","j",1,1.287,"mute","",NA,9
566,63,"männlich","deutsch",NA,86,10,"experimental","negative","Sanduhr","Dort ist keine Sanduhr.","Unrelated",0,"Halskette","Halskette","word","Sanduhr_negative.mp3",1.857,9,5,"no","j","j",1,1.043,"mute","",NA,9
566,63,"männlich","deutsch",NA,87,6,"experimental","negative","Burg","Dort ist keine Burg.","Negated Entity",0,"Burg","Burg","word","Burg_negative.mp3",2.403,4,5,"yes","j","j",1,0.549,"eine","text_ein_e",1,9
566,63,"männlich","deutsch",NA,88,91,"filler","negative","Steak","Dort ist kein Steak.","Worse Alternative",0.75,"Rind","Renf","non-word","Steak_negative.mp3",NA,NA,NA,"no","f","f",1,0.751,"mute","",NA,9
566,63,"männlich","deutsch",NA,89,140,"filler","affirmative","Kreisel","Dort ist ein Kreisel.","Unrelated",0.75,"Taste","Taste","word","Kreisel_affirmative.mp3",NA,NA,NA,"yes","j","j",1,1.051,"keine","text_kein_e",1,9
566,63,"männlich","deutsch",NA,90,104,"filler","negative","Platz","Dort ist kein Platz.","Unrelated",0,"Familie","Friebel","non-word","Platz_negative.mp3",NA,NA,NA,"no","f","f",1,1.249,"mute","",NA,9
566,63,"männlich","deutsch",NA,91,53,"experimental","negative","Thermoskanne","Dort ist keine Thermoskanne.","Unrelated",0.75,"Computer","Computer","word","Thermoskanne_negative.mp3",3.268,8,5,"no","j","j",1,0.674,"mute","",NA,9
566,63,"männlich","deutsch",NA,92,64,"experimental","negative","Diktatur","Dort ist keine Diktatur.","Good Alternative",0.75,"Demokratie","Demokratie","word","Diktatur_negative.mp3",2.314,10,5,"no","j","j",1,0.895,"mute","",NA,9
566,63,"männlich","deutsch",NA,93,119,"filler","negative","Kiosk","Dort ist kein Kiosk.","Worse Alternative",0,"Zeitung","Zaffung","non-word","Kiosk_negative.mp3",NA,NA,NA,"no","f","f",1,0.798,"mute","",NA,9
566,63,"männlich","deutsch",NA,94,98,"filler","negative","Foto","Dort ist kein Foto.","Good Alternative",0,"Gemälde","Gefälme","non-word","Foto_negative.mp3",NA,NA,NA,"no","f","f",1,0.863,"mute","",NA,9
566,63,"männlich","deutsch",NA,95,16,"experimental","negative","Rinde","Dort ist keine Rinde.","Worse Alternative",0,"Kiefer","Kiefer","word","Rinde_negative.mp3",2.17,6,5,"yes","j","j",1,0.743,"eine","text_ein_e",1,9
566,63,"männlich","deutsch",NA,96,9,"experimental","negative","Frosch","Dort ist kein Frosch.","Negated Entity",0.75,"Frosch","Frosch","word","Frosch_negative.mp3",2.386,6,5,"no","j","j",1,0.583,"mute","",NA,9
566,63,"männlich","deutsch",NA,97,134,"filler","affirmative","Wecker","Dort ist ein Wecker.","Good Alternative",0,"Uhr","Uhr","word","Wecker_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.56,"mute","",NA,9
566,63,"männlich","deutsch",NA,98,51,"experimental","negative","Telefon","Dort ist kein Telefon.","Unrelated",0.75,"Wein","Wein","word","Telefon_negative.mp3",3.09,4,5,"yes","j","j",1,0.618,"kein","text_kein_e",1,9
566,63,"männlich","deutsch",NA,99,81,"filler","negative","Herz","Dort ist kein Herz.","Negated Entity",0,"Herz","Horz","non-word","Herz_negative.mp3",NA,NA,NA,"no","f","f",1,0.932,"mute","",NA,9
566,63,"männlich","deutsch",NA,100,143,"filler","affirmative","Glocke","Dort ist eine Glocke.","Worse Alternative",0.75,"Turm","Turm","word","Glocke_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.701,"mute","",NA,9
566,63,"männlich","deutsch",NA,101,160,"filler","affirmative","Lupe","Dort ist eine Lupe.","Unrelated",0,"Holz","Brolz","non-word","Lupe_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.936,"eine","text_ein_e",1,9
566,63,"männlich","deutsch",NA,102,130,"filler","affirmative","Restaurant","Dort ist ein Restaurant.","Good Alternative",0.75,"Cafe","Cafe","word","Restaurant_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.713,"mute","",NA,9
566,63,"männlich","deutsch",NA,103,1,"experimental","negative","Leder","Dort ist kein Leder.","Worse Alternative",0,"Alligator","Alligator","word","Leder_negative.mp3",1.763,9,5,"no","j","j",1,1.395,"mute","",NA,9
566,63,"männlich","deutsch",NA,104,11,"experimental","negative","Erkältung","Dort ist keine Erkältung.","Worse Alternative",0,"Halstuch","Halstuch","word","Erkaeltung_negative.mp3",1.462,8,5,"yes","j","j",1,0.676,"keine","text_kein_e",1,9
566,63,"männlich","deutsch",NA,105,56,"experimental","negative","Silber","Dort ist kein Silber.","Negated Entity",0,"Silber","Silber","word","Silber_negative.mp3",2.297,6,5,"no","j","j",1,0.45,"mute","",NA,9
566,63,"männlich","deutsch",NA,106,152,"filler","affirmative","Wald","Dort ist ein Wald.","Unrelated",0,"Diktator","Kidato","non-word","Wald_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.852,"mute","",NA,9
566,63,"männlich","deutsch",NA,107,125,"filler","negative","Polizei","Dort ist keine Polizei.","Negated Entity",0,"Polizei","Pilozer","non-word","Polizei_negative.mp3",NA,NA,NA,"no","f","f",1,0.813,"mute","",NA,9
566,63,"männlich","deutsch",NA,108,148,"filler","affirmative","Kunde","Dort ist ein Kunde.","Unrelated",0.75,"Rahmen","Menahr","non-word","Kunde_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.799,"mute","",NA,9
566,63,"männlich","deutsch",NA,109,77,"filler","negative","Sohn","Dort ist kein Sohn.","Negated Entity",0.75,"Sohn","Suhr","non-word","Sohn_negative.mp3",NA,NA,NA,"no","f","f",1,0.804,"mute","",NA,9
566,63,"männlich","deutsch",NA,110,35,"experimental","negative","Ofen","Dort ist kein Ofen.","Good Alternative",0,"Heizung","Heizung","word","Ofen_negative.mp3",2.013,7,5,"no","j","j",1,0.699,"mute","",NA,9
566,63,"männlich","deutsch",NA,111,117,"filler","negative","Biber","Dort ist kein Biber.","Negated Entity",0,"Biber","Bubsar","non-word","Biber_negative.mp3",NA,NA,NA,"yes","f","f",1,1.46,"kein","text_kein_e",1,9
566,63,"männlich","deutsch",NA,112,18,"experimental","negative","Kleid","Dort ist kein Kleid.","Negated Entity",0,"Kleid","Kleid","word","Kleid_negative.mp3",3.038,5,5,"no","j","j",1,0.646,"mute","",NA,9
566,63,"männlich","deutsch",NA,113,75,"filler","negative","Pinguin","Dort ist kein Pinguin.","Worse Alternative",0,"Eis","Eik","non-word","Pinguin_negative.mp3",NA,NA,NA,"no","f","f",1,0.779,"mute","",NA,9
566,63,"männlich","deutsch",NA,114,114,"filler","negative","Sessel","Dort ist kein Sessel.","Good Alternative",0,"Couch","Chaut","non-word","Sessel_negative.mp3",NA,NA,NA,"no","f","f",1,1.012,"mute","",NA,9
566,63,"männlich","deutsch",NA,115,106,"filler","negative","Sonnenblumenöl","Dort ist kein Sonnenblumenöl.","Good Alternative",0.75,"Olivenöl","Olinvo","non-word","Sonnenblumenoel_negative.mp3",NA,NA,NA,"no","f","f",1,1.361,"mute","",NA,9
566,63,"männlich","deutsch",NA,116,28,"experimental","negative","Frühstück","Dort ist kein Frühstück.","Worse Alternative",0,"Tee","Tee","word","Fruehstueck_negative.mp3",3.176,3,5,"no","j","j",1,0.629,"mute","",NA,9
566,63,"männlich","deutsch",NA,117,21,"experimental","negative","Gabel","Dort ist keine Gabel.","Good Alternative",0,"Löffel","Löffel","word","Gabel_negative.mp3",2.412,6,5,"yes","j","j",1,0.582,"eine","text_ein_e",1,9
566,63,"männlich","deutsch",NA,118,61,"experimental","negative","Wurst","Dort ist keine Wurst.","Worse Alternative",0.75,"Butter","Butter","word","Wurst_negative.mp3",2.43,6,5,"yes","j","j",1,0.749,"kein","text_kein_e",1,9
566,63,"männlich","deutsch",NA,119,92,"filler","negative","Land","Dort ist kein Land.","Unrelated",0,"Unternehmen","Ugarnesten","non-word","Land_negative.mp3",NA,NA,NA,"yes","f","f",1,1.119,"ein","text_ein_e",1,9
566,63,"männlich","deutsch",NA,120,108,"filler","negative","Seite","Dort ist keine Seite.","Unrelated",0,"Raum","Ralum","non-word","Seite_negative.mp3",NA,NA,NA,"yes","f","f",1,0.835,"ein","text_ein_e",1,9
566,63,"männlich","deutsch",NA,121,97,"filler","negative","Leben","Dort ist kein Leben.","Negated Entity",0,"Leben","Levest","non-word","Leben_negative.mp3",NA,NA,NA,"no","f","f",1,0.715,"mute","",NA,9
566,63,"männlich","deutsch",NA,122,120,"filler","negative","Farbe","Dort ist keine Farbe.","Unrelated",0,"Universität","Rumliversät","non-word","Farbe_negative.mp3",NA,NA,NA,"no","f","f",1,1.16,"mute","",NA,9
566,63,"männlich","deutsch",NA,123,46,"experimental","negative","Krieg","Dort ist kein Krieg.","Good Alternative",0.75,"Frieden","Frieden","word","Krieg_negative.mp3",3.211,7,5,"no","j","j",1,0.685,"mute","",NA,9
566,63,"männlich","deutsch",NA,124,107,"filler","negative","Eintopf","Dort ist kein Eintopf.","Worse Alternative",0,"Linsen","Lisen","non-word","Eintopf_negative.mp3",NA,NA,NA,"yes","f","f",1,1.329,"ein","text_ein_e",1,9
566,63,"männlich","deutsch",NA,125,112,"filler","negative","Team","Dort ist kein Team.","Unrelated",0,"Programm","Protam","non-word","Team_negative.mp3",NA,NA,NA,"no","f","f",1,1.048,"mute","",NA,9
566,63,"männlich","deutsch",NA,126,147,"filler","affirmative","Blattlaus","Dort ist eine Blattlaus.","Worse Alternative",0,"Wiesenklee","Senklewied","non-word","Blattlaus_affirmative.mp3",NA,NA,NA,"no","f","f",1,1.504,"mute","",NA,9
566,63,"männlich","deutsch",NA,127,59,"experimental","negative","Mensch","Dort ist kein Mensch.","Good Alternative",0.75,"Tier","Tier","word","Mensch_negative.mp3",2.943,4,5,"no","j","j",1,0.531,"mute","",NA,9
566,63,"männlich","deutsch",NA,128,94,"filler","negative","Haut","Dort ist keine Haut.","Good Alternative",0.75,"Knochen","Knöcks","non-word","Haut_negative.mp3",NA,NA,NA,"no","f","f",1,0.849,"mute","",NA,9
566,63,"männlich","deutsch",NA,129,105,"filler","negative","Steckdose","Dort ist keine Steckdose.","Negated Entity",0,"Steckdose","Stregelfatz","non-word","Steckdose_negative.mp3",NA,NA,NA,"no","f","f",1,1.077,"mute","",NA,9
566,63,"männlich","deutsch",NA,130,48,"experimental","negative","Batterie","Dort ist keine Batterie.","Negated Entity",0.75,"Batterie","Batterie","word","Batterie_negative.mp3",2.243,8,5,"no","j","j",1,0.666,"mute","",NA,9
566,63,"männlich","deutsch",NA,131,12,"experimental","negative","Kissen","Dort ist kein Kissen.","Unrelated",0.75,"Hirsch","Hirsch","word","Kissen_negative.mp3",2.1,6,5,"no","j","j",1,0.586,"mute","",NA,9
566,63,"männlich","deutsch",NA,132,52,"experimental","negative","Teller","Dort ist kein Teller.","Unrelated",0,"Badewanne","Badewanne","word","Teller_negative.mp3",2.305,9,5,"no","j","j",1,0.725,"mute","",NA,9
566,63,"männlich","deutsch",NA,133,145,"filler","affirmative","System","Dort ist ein System.","Negated Entity",0,"System","Stemys","non-word","System_affirmative.mp3",NA,NA,NA,"no","f","f",1,1.715,"mute","",NA,9
566,63,"männlich","deutsch",NA,134,22,"experimental","negative","Ratte","Dort ist keine Ratte.","Good Alternative",0.75,"Maus","Maus","word","Ratte_negative.mp3",2.444,4,5,"yes","j","j",1,0.599,"keine","text_kein_e",1,9
566,63,"männlich","deutsch",NA,135,4,"experimental","negative","Rad","Dort ist kein Rad.","Unrelated",0,"Bluse","Bluse","word","Rad_negative.mp3",2.149,5,5,"no","j","j",1,0.649,"mute","",NA,9
566,63,"männlich","deutsch",NA,136,3,"experimental","negative","Busch","Dort ist kein Busch.","Good Alternative",0,"Baum","Baum","word","Busch_negative.mp3",3.01,4,5,"no","j","j",1,0.65,"mute","",NA,9
566,63,"männlich","deutsch",NA,137,153,"filler","affirmative","Problem","Dort ist ein Problem.","Negated Entity",0,"Problem","Prablan","non-word","Problem_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.774,"mute","",NA,9
566,63,"männlich","deutsch",NA,138,67,"filler","negative","Spritze","Dort ist keine Spritze.","Worse Alternative",0.75,"Arzt","Alzt","non-word","Spritze_negative.mp3",NA,NA,NA,"yes","f","f",1,0.952,"kein","text_kein_e",1,9
566,63,"männlich","deutsch",NA,139,88,"filler","negative","Fahrzeug","Dort ist kein Fahrzeug.","Unrelated",0.75,"Bank","Badka","non-word","Fahrzeug_negative.mp3",NA,NA,NA,"yes","f","f",1,0.845,"eine","text_ein_e",1,9
566,63,"männlich","deutsch",NA,140,123,"filler","negative","Schlüssel","Dort ist kein Schlüssel.","Worse Alternative",0,"Tür","Rul","non-word","Schluessel_negative.mp3",NA,NA,NA,"no","f","f",1,0.716,"mute","",NA,9
566,63,"männlich","deutsch",NA,141,57,"experimental","negative","Fisch","Dort ist kein Fisch.","Worse Alternative",0,"See","See","word","Fisch_negative.mp3",3.017,3,5,"no","j","f",0,0.634,"mute","",NA,9
566,63,"männlich","deutsch",NA,142,157,"filler","affirmative","Tresor","Dort ist ein Tresor.","Negated Entity",0.75,"Tresor","Restror","non-word","Tresor_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.864,"ein","text_ein_e",1,9
566,63,"männlich","deutsch",NA,143,122,"filler","negative","Weg","Dort ist kein Weg.","Good Alternative",0,"Straße","Sortam","non-word","Weg_negative.mp3",NA,NA,NA,"yes","f","f",1,0.934,"eine","text_ein_e",1,9
566,63,"männlich","deutsch",NA,144,156,"filler","affirmative","Nadel","Dort ist eine Nadel.","Unrelated",0.75,"Tafel","Feltaf","non-word","Nadel_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.864,"mute","",NA,9
566,63,"männlich","deutsch",NA,145,15,"experimental","negative","Hund","Dort ist kein Hund.","Good Alternative",0.75,"Katze","Katze","word","Hund_negative.mp3",3.046,5,5,"no","j","j",1,0.619,"mute","",NA,9
566,63,"männlich","deutsch",NA,146,2,"experimental","negative","Flasche","Dort ist keine Flasche.","Unrelated",0,"Apfel","Apfel","word","Flasche_negative.mp3",2.303,5,5,"yes","j","j",1,0.613,"ein","text_ein_e",1,9
566,63,"männlich","deutsch",NA,147,26,"experimental","negative","Kindergarten","Dort ist kein Kindergarten.","Good Alternative",0,"Schule","Schule","word","Kindergarten_negative.mp3",3.698,6,5,"no","j","j",1,0.647,"mute","",NA,9
566,63,"männlich","deutsch",NA,148,7,"experimental","negative","Stadt","Dort ist keine Stadt.","Good Alternative",0,"Dorf","Dorf","word","Stadt_negative.mp3",3.114,4,5,"no","j","j",1,0.581,"mute","",NA,9
566,63,"männlich","deutsch",NA,149,138,"filler","affirmative","Limette","Dort ist eine Limette.","Good Alternative",0,"Zitrone","Zitrone","word","Limette_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.749,"mute","",NA,9
566,63,"männlich","deutsch",NA,150,118,"filler","negative","Festland","Dort ist kein Festland.","Good Alternative",0.75,"Insel","Nesle","non-word","Festland_negative.mp3",NA,NA,NA,"no","f","f",1,0.82,"mute","",NA,9
566,63,"männlich","deutsch",NA,151,37,"experimental","negative","Wachs","Dort ist kein Wachs.","Worse Alternative",0.75,"Kerze","Kerze","word","Wachs_negative.mp3",2.238,5,5,"no","j","j",1,0.662,"mute","",NA,9
566,63,"männlich","deutsch",NA,152,49,"experimental","negative","Schlafzimmer","Dort ist kein Schlafzimmer.","Negated Entity",0,"Schlafzimmer","Schlafzimmer","word","Schlafzimmer_negative.mp3",2.79,12,5,"no","j","j",1,0.59,"mute","",NA,9
566,63,"männlich","deutsch",NA,153,100,"filler","negative","Spiel","Dort ist kein Spiel.","Unrelated",0.75,"Walross","Warpler","non-word","Spiel_negative.mp3",NA,NA,NA,"no","f","f",1,0.862,"mute","",NA,9
566,63,"männlich","deutsch",NA,154,72,"filler","negative","Giraffe","Dort ist keine Giraffe.","Unrelated",0,"Frage","Falge","non-word","Giraffe_negative.mp3",NA,NA,NA,"no","f","j",0,1.964,"mute","",NA,9
566,63,"männlich","deutsch",NA,155,58,"experimental","negative","Fuß","Dort ist kein Fuß.","Negated Entity",0,"Fuß","Fuß","word","Fuss_negative.mp3",3.224,3,5,"no","j","f",0,0.567,"mute","",NA,9
566,63,"männlich","deutsch",NA,156,113,"filler","negative","Idee","Dort ist keine Idee.","Negated Entity",0,"Idee","Imed","non-word","Idee_negative.mp3",NA,NA,NA,"yes","f","f",1,0.997,"ein","text_ein_e",1,9
566,63,"männlich","deutsch",NA,157,41,"experimental","negative","Kirche","Dort ist keine Kirche.","Good Alternative",0,"Kloster","Kloster","word","Kirche_negative.mp3",2.373,7,5,"no","j","j",1,0.669,"mute","",NA,9
566,63,"männlich","deutsch",NA,158,86,"filler","negative","Auto","Dort ist kein Auto.","Good Alternative",0,"Fahrrad","Foshart","non-word","Auto_negative.mp3",NA,NA,NA,"no","f","f",1,0.801,"mute","",NA,9
566,63,"männlich","deutsch",NA,159,79,"filler","negative","Waschmaschine","Dort ist keine Waschmaschine.","Worse Alternative",0,"Fleck","Fulck","non-word","Waschmaschine_negative.mp3",NA,NA,NA,"no","f","f",1,0.964,"mute","",NA,9
679,22,"männlich","Deutsch",0,NA,166,"practice","negative","Quark","Dort ist kein Quark.","Good Alternative",0,"Joghurt","Guhirt","non-word","Quark_negative.mp3",NA,NA,NA,"no","f","f",1,0.7946,"mute","",NA,9
679,22,"männlich","Deutsch",1,NA,163,"practice","negative","Gast","Dort ist kein Gast.","Worse Alternative",0,"Hotel","Hotel","word","Gast_negative.mp3",NA,NA,NA,"yes","j","j",1,0.5998,"ein","text_ein_e",1,9
679,22,"männlich","Deutsch",2,NA,168,"practice","negative","Bauer","Dort ist kein Bauer.","Unrelated",0,"Zukunft","Kuzuft","non-word","Bauer_negative.mp3",NA,NA,NA,"no","f","f",1,1.5519,"mute","",NA,9
679,22,"männlich","Deutsch",3,NA,164,"practice","negative","Kreide","Dort ist keine Kreide.","Unrelated",0.75,"Magazin","Magazin","word","Kreide_negative.mp3",NA,NA,NA,"no","j","j",1,0.4819,"mute","",NA,9
679,22,"männlich","Deutsch",4,NA,169,"practice","affirmative","Produkt","Dort ist ein Produkt.","Negated Entity",0.75,"Produkt","Produkt","word","Produkt_affirmative.mp3",NA,NA,NA,"yes","j","j",1,0.3624,"eine","text_ein_e",1,9
679,22,"männlich","Deutsch",5,NA,165,"practice","negative","Ziel","Dort ist kein Ziel.","Negated Entity",0.75,"Ziel","Liez","non-word","Ziel_negative.mp3",NA,NA,NA,"no","f","f",1,0.4345,"mute","",NA,9
679,22,"männlich","Deutsch",6,NA,170,"practice","affirmative","Muffin","Dort ist ein Muffin.","Good Alternative",0,"Kuchen","Chenuk","non-word","Muffin_affirmative.mp3",NA,NA,NA,"no","f","f",1,0.9009,"mute","",NA,9
679,22,"männlich","Deutsch",7,NA,167,"practice","negative","Schall","Dort ist kein Schall.","Worse Alternative",0.75,"Instrument","Stramentin","non-word","Schall_negative.mp3",NA,NA,NA,"yes","f","f",1,0.7192,"keine","text_kein_e",1,9
679,22,"männlich","Deutsch",8,NA,162,"practice","negative","Postkarte","Dort ist keine Postkarte.","Good Alternative",0.75,"Brief","Brief","word","Postkarte_negative.mp3",NA,NA,NA,"no","j","j",1,0.4332,"mute","",NA,9
679,22,"männlich","Deutsch",9,NA,161,"practice","negative","Ring","Dort ist kein Ring.","Negated Entity",0,"Ring","Ring","word","Ring_negative.mp3",NA,NA,NA,"no","j","j",1,0.6018,"mute","",NA,9
679,22,"männlich","Deutsch",NA,0,143,"filler","affirmative","Glocke","Dort ist eine Glocke.","Worse Alternative",0.75,"Turm","Turm","word","Glocke_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.4994,"mute","",NA,9
679,22,"männlich","Deutsch",NA,1,137,"filler","affirmative","Gesetz","Dort ist ein Gesetz.","Negated Entity",0.75,"Gesetz","Gesetz","word","Gesetz_affirmative.mp3",NA,NA,NA,"no","j","j",1,0.5171,"mute","",NA,9
679,22,"männlich","Deutsch",NA,2,59,"experimental","negative","Tier","Dort ist kein Tier.","Negated Entity",0,"Tier","Tier","word","Tier_negative.mp3",2.943,4,8,"no","j","j",1,0.6869,"mute","",NA,9
679,22,"männlich","Deutsch",NA,3,77,"filler","negative","Sohn","Dort ist kein Sohn.","Negated Entity",0.75,"Sohn","Suhr","non-word","Sohn_negative.mp3",NA,NA,NA,"no","f","f",1,0.695,"mute","",NA,9
679,22,"männlich","Deutsch",NA,4,98,"filler","negative","Foto","Dort ist kein Foto.","Good Alternative",0,"Gemälde","Gefälme","non-word","Foto_negative.mp3",NA,NA,NA,"no","f","f",1,1.0371,"mute","",NA,9
679,22,"männlich","Deutsch",NA,5,119,"filler","negative","Kiosk","Dort ist kein Kiosk.","Worse Alternative",0,"Zeitung","Zaffung","non-word","Kiosk_negative.mp3",NA,NA,NA,"no","f","f",1,0.8158,"mute","",NA,9
679,22,"männlich","Deutsch",NA,6,81,"filler","negative","Herz","Dort ist kein Herz.","Negated Entity",0,"Herz","Horz","non-word","Herz_negative.mp3",NA,NA,NA,"no","f","f",1,0.4832,"mute","",NA,9
679,22,"männlich","Deutsch",NA,7,92,"filler","negative","Land","Dort ist kein Land.","Unrelated",0,"Unternehmen","Ugarnesten","non-word","Land_negative.mp3",NA,NA,NA,"yes","f","f",1,0.5611,"eine","text_ein_e",1,9
679,22,"männlich","Deutsch",NA,8,79,"filler","negative","Waschmaschine","Dort ist keine Waschmaschine.","Worse Alternative",0,"Fleck","Fulck","non-word","Waschmaschine_negative.mp3",NA,NA,NA,"no","f","f",1,0.609,"mute","",NA,9
679,22,"männlich","Deutsch",NA,9,91,"filler","negative","Steak","Dort ist kein Steak.","Worse Alternative",0.75,"Rind","Renf","non-word","Steak_negative.mp3",NA,NA,NA,"no","f","f",1,0.5472,"mute","",NA,9
679,22,"männlich","Deutsch",NA,10,80,"filler","negative","Waschbecken","Dort ist kein Waschbecken.","Unrelated",0.75,"Komet","Kamat","non-word","Waschbecken_negative.mp3",NA,NA,NA,"no","f","f",1,0.5529,"mute","",NA,9
679,22,"männlich","Deutsch",NA,11,56,"experimental","negative","Pfirsich","Dort ist kein Pfirsich.","Unrelated",0,"Silber","Silber","word","Pfirsich_negative.mp3",2.297,6,8,"no","j","j",1,1.1162,"mute","",NA,9
679,22,"männlich","Deutsch",NA,12,64,"experimental","negative","Demokratie","Dort ist keine Demokratie.","Negated Entity",0,"Demokratie","Demokratie","word","Demokratie_negative.mp3",2.314,10,8,"no","j","j",1,0.6488,"mute","",NA,9
679,22,"männlich","Deutsch",NA,13,3,"experimental","negative","Baum","Dort ist kein Baum.","Negated Entity",0.75,"Baum","Baum","word","Baum_negative.mp3",3.01,4,8,"no","j","j",1,0.485,"mute","",NA,9
679,22,"männlich","Deutsch",NA,14,106,"filler","negative","Sonnenblumenöl","Dort ist kein Sonnenblumenöl.","Good Alternative",0.75,"Olivenöl","Olinvo","non-word","Sonnenblumenoel_negative.mp3",NA,NA,NA,"no","f","f",1,0.4502,"mute","",NA,9
679,22,"männlich","Deutsch",NA,15,160,"filler","affirmative","Lupe","Dort ist eine Lupe.","Unrelated",0,"Holz","Brolz","non-word","Lupe_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.6669,"keine","text_kein_e",1,9
679,22,"männlich","Deutsch",NA,16,86,"filler","negative","Auto","Dort ist kein Auto.","Good Alternative",0,"Fahrrad","Foshart","non-word","Auto_negative.mp3",NA,NA,NA,"no","f","f",1,0.6676,"mute","",NA,9
679,22,"männlich","Deutsch",NA,17,150,"filler","affirmative","Schimpanse","Dort ist ein Schimpanse.","Good Alternative",0,"Gorilla","Logalla","non-word","Schimpanse_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.717,"ein","text_ein_e",1,9
679,22,"männlich","Deutsch",NA,18,74,"filler","negative","Wal","Dort ist kein Wal.","Good Alternative",0,"Delfin","Dolfol","non-word","Wal_negative.mp3",NA,NA,NA,"no","f","f",1,0.6915,"mute","",NA,9
679,22,"männlich","Deutsch",NA,19,15,"experimental","negative","Katze","Dort ist keine Katze.","Negated Entity",0,"Katze","Katze","word","Katze_negative.mp3",3.046,5,8,"no","j","j",1,0.9469,"mute","",NA,9
679,22,"männlich","Deutsch",NA,20,157,"filler","affirmative","Tresor","Dort ist ein Tresor.","Negated Entity",0.75,"Tresor","Restror","non-word","Tresor_affirmative.mp3",NA,NA,NA,"yes","f","f",1,0.7347,"eine","text_ein_e",1,9
679,22,"männlich","Deutsch",NA,21,24,"experimental","negative","Kassette","Dort ist keine Kassette.","Worse Alternative",0,"Radio","Radio","word","Kassette_negative.mp3",2.943,5,8,"no","j","j",1,0.7936,"mute","",NA,9
