instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,8,0,8,4,8.005462700035423,None,,,,,,,,,,,8,0,8,0,,,,,198.61141959996894,,,,,clip_hund_25_sub_1,clips/clip_hund_25_sub_1.mp4,audios/silence.mp3,visual,sub,True,[6.595551500096917],4,4,8.005462700035423,None,,,,,,,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,9,0,9,2,24.34114409983158,None,,,,,,,,,,,9,0,9,0,,,,,215.82315520010889,,,,,clip_hund_31_sub_0,clips/clip_hund_31_sub_0.mp4,audios/silence.mp3,visual,sub,True,[],2,2,24.34114409983158,None,,,,,,,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,10,0,10,None,,,,,,,,,,,,,10,0,10,0,,,,,249.65946150012314,,,,,clip_weißt_10_nosub_1,clips/clip_weißt_10_nosub_1.mp4,audios/clip_weißt_10_nosub_1.mp3,audiovisual,nosub,False,[5.431671599857509],None,,,,,,,,,,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,11,0,11,2,5.502385200001299,None,,,,,,,,,,,11,0,11,0,,,,,261.4186410000548,,,,,clip_hund_06_nosub_0,clips/clip_hund_06_nosub_0.mp4,audios/clip_hund_06_nosub_0.mp3,audiovisual,nosub,True,[],2,2,5.502385200001299,None,,,,,,,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,0,0,0,,,,None,None,,,,,,,,,,,,,0,0,0,0,310.6712782001123,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/clip_lied_06_sub_1.mp3,audiovisual,[10.639782600104809],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,1,0,1,,,,4,None,10.810976100154221,None,,,,,,,,,,,1,0,1,0,324.0994826001115,,,,,,,,,,,,,,,,clips/clip_hund_34_sub_1.mp4,audios/clip_hund_34_sub_1.mp3,audiovisual,[],4,None,4,10.810976100154221,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,2,0,2,,,,None,None,,,,,,,,,,,,,2,0,2,0,346.15608419990167,,,,,,,,,,,,,,,,clips/clip_claude_18_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,3,0,3,,,,None,None,,,,,,,,,,,,,3,0,3,0,355.9851362002082,,,,,,,,,,,,,,,,clips/clip_wurst_10_sub_2.mp4,audios/silence.mp3,visual,[4.768110000062734],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,4,0,4,,,,None,None,,,,,,,,,,,,,4,0,4,0,365.6171319000423,,,,,,,,,,,,,,,,clips/clip_hund_19_nosub_0.mp4,audios/clip_hund_19_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,5,0,5,,,,None,None,,,,,,,,,,,,,5,0,5,0,377.76644450007007,,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/silence.mp3,visual,"[0.44839629996567965, 9.701401699800044]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,6,0,6,,,,None,None,,,,,,,,,,,,,6,0,6,0,387.8924757000059,,,,,,,,,,,,,,,,clips/clip_holo_03_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,7,0,7,,,,None,None,,,,,,,,,,,,,7,0,7,0,398.32892820006236,,,,,,,,,,,,,,,,clips/clip_lied_04_nosub_0.mp4,audios/clip_lied_04_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,8,0,8,,,,None,None,,,,,,,,,,,,,8,0,8,0,410.20655000023544,,,,,,,,,,,,,,,,clips/clip_hund_27_sub_1.mp4,audios/clip_hund_27_sub_1.mp3,audiovisual,"[0.38475590012967587, 5.002236700151116]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,9,0,9,,,,1,None,5.102816700004041,None,,,,,,,,,,,9,0,9,0,421.33935050014406,,,,,,,,,,,,,,,,clips/clip_claude_04_sub_2.mp4,audios/silence.mp3,visual,[8.599512999877334],1,None,1,5.102816700004041,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,10,0,10,,,,3,None,5.8784030000679195,None,,,,,,,,,,,10,0,10,0,436.3915331000462,,,,,,,,,,,,,,,,clips/clip_lied_18_sub_2.mp4,audios/silence.mp3,visual,"[5.745205599814653, 7.956100599840283]",3,None,3,5.8784030000679195,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,11,0,11,,,,None,None,,,,,,,,,,,,,11,0,11,0,453.90630380017683,,,,,,,,,,,,,,,,clips/clip_weißt_27_sub_1.mp4,audios/clip_weißt_27_sub_1.mp3,audiovisual,[8.304462499916553],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,12,0,12,,,,None,None,,,,,,,,,,,,,12,0,12,0,464.7028630999848,,,,,,,,,,,,,,,,clips/clip_claude_07_nosub_0.mp4,audios/clip_claude_07_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,13,0,13,,,,None,None,,,,,,,,,,,,,13,0,13,0,475.5449657002464,,,,,,,,,,,,,,,,clips/clip_hund_35_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,14,0,14,,,,None,None,,,,,,,,,,,,,14,0,14,0,486.8054459001869,,,,,,,,,,,,,,,,clips/clip_herz_14_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,15,0,15,,,,None,None,,,,,,,,,,,,,15,0,15,0,498.2617907002568,,,,,,,,,,,,,,,,clips/clip_weißt_01_sub_1.mp4,audios/clip_weißt_01_sub_1.mp3,audiovisual,[6.1674889996647835],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,16,0,16,,,,None,None,,,,,,,,,,,,,16,0,16,0,510.0654813000001,,,,,,,,,,,,,,,,clips/clip_herz_01_nosub_1.mp4,audios/clip_herz_01_nosub_1.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,17,0,17,,,,None,None,,,,,,,,,,,,,17,0,17,0,521.5356287998147,,,,,,,,,,,,,,,,clips/clip_lied_22_sub_1.mp4,audios/silence.mp3,visual,[6.615299299824983],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,18,0,18,,,,None,None,,,,,,,,,,,,,18,0,18,0,532.8860885999165,,,,,,,,,,,,,,,,clips/clip_wurst_30_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,19,0,19,,,,None,None,,,,,,,,,,,,,19,0,19,0,543.8047270001844,,,,,,,,,,,,,,,,clips/clip_lied_14_sub_0.mp4,audios/silence.mp3,visual,[3.1756775001995265],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,20,0,20,,,,None,None,,,,,,,,,,,,,20,0,20,0,554.3279166999273,,,,,,,,,,,,,,,,clips/clip_holo_19_nosub_1.mp4,audios/silence.mp3,visual,[7.307380700018257],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,21,0,21,,,,None,None,,,,,,,,,,,,,21,0,21,0,565.2429525000043,,,,,,,,,,,,,,,,clips/clip_claude_06_nosub_1.mp4,audios/silence.mp3,visual,[4.111725400201976],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,22,0,22,,,,None,None,,,,,,,,,,,,,22,0,22,0,578.6569006000645,,,,,,,,,,,,,,,,clips/clip_hund_30_nosub_0.mp4,audios/clip_hund_30_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,23,0,23,,,,1,None,7.328179399948567,None,,,,,,,,,,,23,0,23,0,591.6076965001412,,,,,,,,,,,,,,,,clips/clip_claude_19_nosub_0.mp4,audios/clip_claude_19_nosub_0.mp3,audiovisual,[0.7553122998215258],1,None,1,7.328179399948567,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,24,0,24,,,,None,None,,,,,,,,,,,,,24,0,24,0,610.2873738999479,,,,,,,,,,,,,,,,clips/clip_lied_10_sub_1.mp4,audios/clip_lied_10_sub_1.mp3,audiovisual,[4.9898462002165616],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,25,0,25,,,,None,None,,,,,,,,,,,,,25,0,25,0,622.5798245002516,,,,,,,,,,,,,,,,clips/clip_herz_08_nosub_0.mp4,audios/silence.mp3,visual,"[5.602775400038809, 9.831014099996537]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,26,0,26,,,,None,None,,,,,,,,,,,,,26,0,26,0,635.5331796999089,,,,,,,,,,,,,,,,clips/clip_weißt_17_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,27,0,27,,,,None,None,,,,,,,,,,,,,27,0,27,0,647.8411396001466,,,,,,,,,,,,,,,,clips/clip_holo_16_nosub_1.mp4,audios/clip_holo_16_nosub_1.mp3,audiovisual,[10.330188100226223],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,28,0,28,,,,1,None,5.887649400159717,None,,,,,,,,,,,28,0,28,0,660.7302537998185,,,,,,,,,,,,,,,,clips/clip_hund_17_sub_1.mp4,audios/clip_hund_17_sub_1.mp3,audiovisual,[10.375061200000346],1,None,1,5.887649400159717,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,29,0,29,,,,None,None,,,,,,,,,,,,,29,0,29,0,679.8663741000928,,,,,,,,,,,,,,,,clips/clip_dampf_01_sub_0.mp4,audios/clip_dampf_01_sub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,30,0,30,,,,None,None,,,,,,,,,,,,,30,0,30,0,690.0774340000935,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,31,0,31,,,,None,None,,,,,,,,,,,,,31,0,31,0,699.9655532999896,,,,,,,,,,,,,,,,clips/clip_hund_08_sub_1.mp4,audios/silence.mp3,visual,[7.634838100057095],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,32,0,32,,,,None,None,,,,,,,,,,,,,32,0,32,0,710.8390798000619,,,,,,,,,,,,,,,,clips/clip_holo_24_nosub_2.mp4,audios/clip_holo_24_nosub_2.mp3,audiovisual,"[7.09189820010215, 10.237791300285608]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,33,0,33,,,,None,None,,,,,,,,,,,,,33,0,33,0,721.5468743001111,,,,,,,,,,,,,,,,clips/clip_wurst_08_nosub_1.mp4,audios/clip_wurst_08_nosub_1.mp3,audiovisual,[5.388080999720842],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,34,0,34,,,,4,None,8.117869000416249,None,,,,,,,,,,,34,0,34,0,730.9001910001971,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/silence.mp3,visual,[],4,None,4,8.117869000416249,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,35,0,35,,,,None,None,,,,,,,,,,,,,35,0,35,0,751.3352187001146,,,,,,,,,,,,,,,,clips/clip_hund_01_nosub_0.mp4,audios/clip_hund_01_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,36,0,36,,,,4,None,8.073689099866897,None,,,,,,,,,,,36,0,36,0,762.9035704000853,,,,,,,,,,,,,,,,clips/clip_holo_20_nosub_1.mp4,audios/clip_holo_20_nosub_1.mp3,audiovisual,[],4,None,4,8.073689099866897,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,37,0,37,,,,None,None,,,,,,,,,,,,,37,0,37,0,781.3657300998457,,,,,,,,,,,,,,,,clips/clip_claude_20_sub_1.mp4,audios/silence.mp3,visual,[6.588609000202268],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,38,0,38,,,,None,None,,,,,,,,,,,,,38,0,38,0,794.2198521001264,,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,39,0,39,,,,None,None,,,,,,,,,,,,,39,0,39,0,806.3126228000037,,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,40,0,40,,,,None,None,,,,,,,,,,,,,40,0,40,0,815.7558685000986,,,,,,,,,,,,,,,,clips/clip_hund_04_sub_0.mp4,audios/clip_hund_04_sub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,41,0,41,,,,None,None,,,,,,,,,,,,,41,0,41,0,826.2025791001506,,,,,,,,,,,,,,,,clips/clip_wurst_33_nosub_0.mp4,audios/clip_wurst_33_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,42,0,42,,,,None,None,,,,,,,,,,,,,42,0,42,0,836.740479900036,,,,,,,,,,,,,,,,clips/clip_hund_36_nosub_2.mp4,audios/clip_hund_36_nosub_2.mp3,audiovisual,"[2.720244700089097, 6.054600500036031]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,43,0,43,,,,None,None,,,,,,,,,,,,,43,0,43,0,846.8238739999942,,,,,,,,,,,,,,,,clips/clip_claude_13_sub_0.mp4,audios/clip_claude_13_sub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,44,0,44,,,,None,None,,,,,,,,,,,,,44,0,44,0,856.8283341000788,,,,,,,,,,,,,,,,clips/clip_holo_18_sub_0.mp4,audios/clip_holo_18_sub_0.mp3,audiovisual,[9.280164000112563],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,45,0,45,,,,None,None,,,,,,,,,,,,,45,0,45,0,869.4556038002484,,,,,,,,,,,,,,,,clips/clip_wurst_32_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,46,0,46,,,,None,None,,,,,,,,,,,,,46,0,46,0,880.9824446998537,,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/clip_weißt_14_nosub_2.mp3,audiovisual,"[6.995210099965334, 9.175454400014132]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,47,0,47,,,,None,None,,,,,,,,,,,,,47,0,47,0,890.7439198000357,,,,,,,,,,,,,,,,clips/clip_claude_11_nosub_0.mp4,audios/clip_claude_11_nosub_0.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,48,0,48,,,,None,None,,,,,,,,,,,,,48,0,48,0,901.6006590998732,,,,,,,,,,,,,,,,clips/clip_claude_14_nosub_0.mp4,audios/silence.mp3,visual,"[3.462505199946463, 8.812401799950749]",None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,49,0,49,,,,4,None,6.215415300335735,None,,,,,,,,,,,49,0,49,0,913.6100564999506,,,,,,,,,,,,,,,,clips/clip_claude_12_sub_0.mp4,audios/silence.mp3,visual,[],4,None,4,6.215415300335735,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,50,0,50,,,,2,None,11.410777499899268,None,,,,,,,,,,,50,0,50,0,930.1318616000935,,,,,,,,,,,,,,,,clips/clip_wurst_29_nosub_1.mp4,audios/clip_wurst_29_nosub_1.mp3,audiovisual,[],2,None,2,11.410777499899268,None,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,51,0,51,,,,None,None,,,,,,,,,,,,,51,0,51,0,954.3962659998797,,,,,,,,,,,,,,,,clips/clip_holo_17_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
,52,0,52,,,,None,None,,,,,,,,,,,,,52,0,52,0,965.1096382001415,,,,,,,,,,,,,,,,clips/clip_holo_22_sub_1.mp4,audios/clip_holo_22_sub_1.mp3,audiovisual,[],None,None,,,,,,119,A,2026-04-04_21h02.32.580,exp_sofc_final,,2026.1.2,59.247462439450665,2026-04-04 21h02.35.391610 +0200,
