instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

(Drücken Sie die Leertaste, um fortzufahren)",4,4,0,,,,,,,,,,0,4,4,4,,,,,,,,,23.127654199954122,,False,2,ich stimme zu,,,,,,,,,,,,,,,,,,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,46,0,46,,,,2,None,8.27349720010534,None,,,,,,,,,,,46,0,46,0,863.7034134999849,,,,,,,,,,,,,,,,clips/clip_wurst_15_sub_2.mp4,audios/silence.mp3,visual,"[5.5483269998803735, 7.85089740017429]",2,None,2,8.27349720010534,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,47,0,47,,,,None,None,,,,,,,,,,,,,47,0,47,0,882.5079455003142,,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/clip_hund_32_nosub_1.mp3,audiovisual,"[4.687482099980116, 6.61941729998216]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,48,0,48,,,,None,None,,,,,,,,,,,,,48,0,48,0,893.3265895000659,,,,,,,,,,,,,,,,clips/clip_wurst_19_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,49,0,49,,,,None,None,,,,,,,,,,,,,49,0,49,0,905.277680200059,,,,,,,,,,,,,,,,clips/clip_wurst_11_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,50,0,50,,,,None,None,,,,,,,,,,,,,50,0,50,0,918.2191710001789,,,,,,,,,,,,,,,,clips/clip_hund_35_sub_0.mp4,audios/clip_hund_35_sub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,51,0,51,,,,None,None,,,,,,,,,,,,,51,0,51,0,929.5142577001825,,,,,,,,,,,,,,,,clips/clip_wurst_10_nosub_2.mp4,audios/clip_wurst_10_nosub_2.mp3,audiovisual,"[4.702534500043839, 7.410959899891168]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,52,0,52,,,,None,None,,,,,,,,,,,,,52,0,52,0,939.2199075003155,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/clip_holo_09_nosub_2.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,53,0,53,,,,None,None,,,,,,,,,,,,,53,0,53,0,951.5307864001952,,,,,,,,,,,,,,,,clips/clip_weißt_26_nosub_1.mp4,audios/clip_weißt_26_nosub_1.mp3,audiovisual,"[7.23983269976452, 9.183013499714434]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,54,0,54,,,,4,None,5.566659400239587,None,,,,,,,,,,,54,0,54,0,962.5321984998882,,,,,,,,,,,,,,,,clips/clip_holo_20_nosub_1.mp4,audios/silence.mp3,visual,[],4,None,4,5.566659400239587,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,55,0,55,,,,None,None,,,,,,,,,,,,,55,0,55,0,978.5315541001037,,,,,,,,,,,,,,,,clips/clip_lied_09_nosub_1.mp4,audios/clip_lied_09_nosub_1.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,56,0,56,,,,None,None,,,,,,,,,,,,,56,0,56,0,989.8421622999012,,,,,,,,,,,,,,,,clips/clip_wurst_26_nosub_1.mp4,audios/clip_wurst_26_nosub_1.mp3,audiovisual,[10.070704800076783],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,57,0,57,,,,3,None,4.3051862004213035,None,,,,,,,,,,,57,0,57,0,1002.6425528000109,,,,,,,,,,,,,,,,clips/clip_wurst_06_sub_2.mp4,audios/silence.mp3,visual,"[2.9906564000993967, 8.259042700286955]",3,None,3,4.3051862004213035,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,58,0,58,,,,None,None,,,,,,,,,,,,,58,0,58,0,1019.0375699000433,,,,,,,,,,,,,,,,clips/clip_herz_01_nosub_1.mp4,audios/silence.mp3,visual,[6.084888800047338],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,59,0,59,,,,None,space,,,60.46727469982579,None,,,,,,,,,59,0,59,0,1030.4934919001535,,,,,,,,,,,,,,,,clips/clip_hund_08_nosub_1.mp4,audios/clip_hund_08_nosub_1.mp3,audiovisual,[],None,space,,,,60.46727469982579,None,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,60,0,60,,,,None,None,,,,,,,,,,,,,60,0,60,0,1101.9556773998775,,,,,,,,,,,,,,,,clips/clip_wurst_03_sub_1.mp4,audios/clip_wurst_03_sub_1.mp3,audiovisual,"[4.261232200078666, 7.750267900060862]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,61,0,61,,,,None,None,,,,,,,,,,,,,61,0,61,0,1114.6908928998746,,,,,,,,,,,,,,,,clips/clip_weißt_02_sub_0.mp4,audios/clip_weißt_02_sub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,62,0,62,,,,3,None,5.256736000068486,None,,,,,,,,,,,62,0,62,0,1125.6090870001353,,,,,,,,,,,,,,,,clips/clip_weißt_06_sub_0.mp4,audios/silence.mp3,visual,[5.582571200095117],3,None,3,5.256736000068486,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,63,0,63,,,,None,None,,,,,,,,,,,,,63,0,63,0,1142.2138513000682,,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/clip_herz_02_nosub_0.mp3,audiovisual,[9.045608399901539],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,64,0,64,,,,None,None,,,,,,,,,,,,,64,0,64,0,1155.3787600002252,,,,,,,,,,,,,,,,clips/clip_wurst_31_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,65,0,65,,,,None,None,,,,,,,,,,,,,65,0,65,0,1167.2788170999847,,,,,,,,,,,,,,,,clips/clip_dampf_01_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,66,0,66,,,,4,None,7.36799249984324,None,,,,,,,,,,,66,0,66,0,1177.577237599995,,,,,,,,,,,,,,,,clips/clip_herz_08_sub_0.mp4,audios/clip_herz_08_sub_0.mp3,audiovisual,"[5.276838699821383, 9.470019800122827]",4,None,4,7.36799249984324,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,67,0,67,,,,None,None,,,,,,,,,,,,,67,0,67,0,1198.3479804000817,,,,,,,,,,,,,,,,clips/clip_claude_26_sub_0.mp4,audios/clip_claude_26_sub_0.mp3,audiovisual,[4.075387599878013],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,68,0,68,,,,None,None,,,,,,,,,,,,,68,0,68,0,1209.749537799973,,,,,,,,,,,,,,,,clips/clip_claude_24_nosub_1.mp4,audios/clip_claude_24_nosub_1.mp3,audiovisual,[5.920483400113881],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,69,0,69,,,,None,None,,,,,,,,,,,,,69,0,69,0,1216.8210316998884,,,,,,,,,,,,,,,,clips/clip_hund_13_sub_1.mp4,audios/silence.mp3,visual,[5.791137699969113],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,70,0,70,,,,None,None,,,,,,,,,,,,,70,0,70,0,1229.4550264002755,,,,,,,,,,,,,,,,clips/clip_wurst_20_sub_0.mp4,audios/clip_wurst_20_sub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,71,0,71,,,,None,None,,,,,,,,,,,,,71,0,71,0,1240.2843025000766,,,,,,,,,,,,,,,,clips/clip_wurst_33_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,72,0,72,,,,1,None,4.193257200066,None,,,,,,,,,,,72,0,72,0,1250.896276799962,,,,,,,,,,,,,,,,clips/clip_hund_19_nosub_0.mp4,audios/silence.mp3,visual,[],1,None,1,4.193257200066,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,73,0,73,,,,None,None,,,,,,,,,,,,,73,0,73,0,1267.3752639000304,,,,,,,,,,,,,,,,clips/clip_herz_14_nosub_0.mp4,audios/clip_herz_14_nosub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,74,0,74,,,,3,None,3.7802789001725614,None,,,,,,,,,,,74,0,74,0,1278.656480500009,,,,,,,,,,,,,,,,clips/clip_dampf_05_sub_2.mp4,audios/silence.mp3,visual,"[3.5579624003730714, 8.490541800390929]",3,None,3,3.7802789001725614,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,75,0,75,,,,None,None,,,,,,,,,,,,,75,0,75,0,1292.0430708001368,,,,,,,,,,,,,,,,clips/clip_claude_23_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,76,0,76,,,,None,None,,,,,,,,,,,,,76,0,76,0,1305.1099256002344,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/clip_weißt_13_sub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,77,0,77,,,,None,None,,,,,,,,,,,,,77,0,77,0,1316.748139299918,,,,,,,,,,,,,,,,clips/clip_lied_07_sub_1.mp4,audios/clip_lied_07_sub_1.mp3,audiovisual,[4.412604100070894],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,78,0,78,,,,None,None,,,,,,,,,,,,,78,0,78,0,1326.636950599961,,,,,,,,,,,,,,,,clips/clip_holo_24_nosub_2.mp4,audios/silence.mp3,visual,"[7.025855899788439, 9.672732499893755]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,79,0,79,,,,None,None,,,,,,,,,,,,,79,0,79,0,1337.3368353000842,,,,,,,,,,,,,,,,clips/clip_holo_27_sub_1.mp4,audios/silence.mp3,visual,[5.272951100021601],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,80,0,80,,,,None,None,,,,,,,,,,,,,80,0,80,0,1348.1634781002067,,,,,,,,,,,,,,,,clips/clip_herz_17_nosub_0.mp4,audios/silence.mp3,visual,[5.432775200344622],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,81,0,81,,,,None,None,,,,,,,,,,,,,81,0,81,0,1357.2167262001894,,,,,,,,,,,,,,,,clips/clip_holo_15_sub_0.mp4,audios/clip_holo_15_sub_0.mp3,audiovisual,[6.122942099813372],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,82,0,82,,,,None,None,,,,,,,,,,,,,82,0,82,0,1367.3365934998728,,,,,,,,,,,,,,,,clips/clip_weißt_20_nosub_1.mp4,audios/clip_weißt_20_nosub_1.mp3,audiovisual,[7.864258300047368],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,83,0,83,,,,None,None,,,,,,,,,,,,,83,0,83,0,1377.93142000027,,,,,,,,,,,,,,,,clips/clip_weißt_17_sub_0.mp4,audios/clip_weißt_17_sub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,84,0,84,,,,None,None,,,,,,,,,,,,,84,0,84,0,1390.3090911000036,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/clip_claude_08_nosub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,85,0,85,,,,None,None,,,,,,,,,,,,,85,0,85,0,1400.8008396001533,,,,,,,,,,,,,,,,clips/clip_claude_18_sub_0.mp4,audios/clip_claude_18_sub_0.mp3,audiovisual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,86,0,86,,,,None,None,,,,,,,,,,,,,86,0,86,0,1410.6974384002388,,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/clip_wurst_32_sub_1.mp3,audiovisual,[7.189523700159043],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,87,0,87,,,,None,None,,,,,,,,,,,,,87,0,87,0,1422.2123147002421,,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/clip_claude_06_sub_1.mp3,audiovisual,"[1.685003699734807, 4.052326399832964]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,88,0,88,,,,None,None,,,,,,,,,,,,,88,0,88,0,1435.6916964002885,,,,,,,,,,,,,,,,clips/clip_hund_29_sub_0.mp4,audios/clip_hund_29_sub_0.mp3,audiovisual,"[2.5125397997908294, 10.590349299833179]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,89,0,89,,,,None,None,,,,,,,,,,,,,89,0,89,0,1447.9679159000516,,,,,,,,,,,,,,,,clips/clip_hund_21_sub_1.mp4,audios/silence.mp3,visual,[6.338635600171983],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,90,0,90,,,,None,None,,,,,,,,,,,,,90,0,90,0,1458.8771108998917,,,,,,,,,,,,,,,,clips/clip_wurst_04_nosub_2.mp4,audios/silence.mp3,visual,"[4.100825299974531, 6.974115599878132]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,91,0,91,,,,None,None,,,,,,,,,,,,,91,0,91,0,1471.3877824000083,,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/clip_dampf_02_sub_1.mp3,audiovisual,[4.945402599871159],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,92,0,92,,,,None,None,,,,,,,,,,,,,92,0,92,0,1481.6281407000497,,,,,,,,,,,,,,,,clips/clip_wurst_34_nosub_2.mp4,audios/clip_wurst_34_nosub_2.mp3,audiovisual,"[4.071130699943751, 6.0986366998404264]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,93,0,93,,,,None,None,,,,,,,,,,,,,93,0,93,0,1491.0361528000794,,,,,,,,,,,,,,,,clips/clip_holo_05_nosub_2.mp4,audios/clip_holo_05_nosub_2.mp3,audiovisual,[6.945480599999428],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,94,0,94,,,,None,None,,,,,,,,,,,,,94,0,94,0,1501.0665135001764,,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/clip_lied_16_sub_2.mp3,audiovisual,"[3.787587800063193, 6.498413499910384]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,95,0,95,,,,None,None,,,,,,,,,,,,,95,0,95,0,1512.491935300175,,,,,,,,,,,,,,,,clips/clip_claude_14_sub_0.mp4,audios/clip_claude_14_sub_0.mp3,audiovisual,"[1.4154733000323176, 3.026025800034404, 8.749996399972588, 9.7581862998195]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,96,0,96,,,,1,None,4.249823500402272,None,,,,,,,,,,,96,0,96,0,1524.4023670000024,,,,,,,,,,,,,,,,clips/clip_weißt_15_nosub_1.mp4,audios/clip_weißt_15_nosub_1.mp3,audiovisual,"[3.213408399838954, 5.14934749994427]",1,None,1,4.249823500402272,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,97,0,97,,,,2,None,3.78123169997707,None,,,,,,,,,,,97,0,97,0,1540.584959700238,,,,,,,,,,,,,,,,clips/clip_hund_15_nosub_1.mp4,audios/silence.mp3,visual,[4.6189683000557125],2,None,2,3.78123169997707,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,98,0,98,,,,None,None,,,,,,,,,,,,,98,0,98,0,1555.6909913001582,,,,,,,,,,,,,,,,clips/clip_lied_12_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,99,0,99,,,,None,None,,,,,,,,,,,,,99,0,99,0,1565.4447087999433,,,,,,,,,,,,,,,,clips/clip_hund_09_sub_2.mp4,audios/silence.mp3,visual,"[5.678210300393403, 10.456283899955451]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,100,0,100,,,,None,None,,,,,,,,,,,,,100,0,100,0,1577.9058892000467,,,,,,,,,,,,,,,,clips/clip_weißt_07_sub_1.mp4,audios/clip_weißt_07_sub_1.mp3,audiovisual,"[3.8269684999249876, 7.821188800036907]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,101,0,101,,,,None,None,,,,,,,,,,,,,101,0,101,0,1588.5466030002572,,,,,,,,,,,,,,,,clips/clip_claude_05_sub_2.mp4,audios/silence.mp3,visual,[4.654907699674368],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,102,0,102,,,,4,None,6.272921500261873,None,,,,,,,,,,,102,0,102,0,1600.6143737002276,,,,,,,,,,,,,,,,clips/clip_lied_22_nosub_1.mp4,audios/clip_lied_22_nosub_1.mp3,audiovisual,[5.918100900016725],4,None,4,6.272921500261873,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,103,0,103,,,,None,None,,,,,,,,,,,,,103,0,103,0,1618.2465361002833,,,,,,,,,,,,,,,,clips/clip_weißt_16_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,104,0,104,,,,None,None,,,,,,,,,,,,,104,0,104,0,1629.6746784001589,,,,,,,,,,,,,,,,clips/clip_hund_34_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,105,0,105,,,,None,None,,,,,,,,,,,,,105,0,105,0,1640.9113153000362,,,,,,,,,,,,,,,,clips/clip_weißt_08_nosub_0.mp4,audios/silence.mp3,visual,[7.589681300334632],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,106,0,106,,,,None,None,,,,,,,,,,,,,106,0,106,0,1652.0464504999109,,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/silence.mp3,visual,[6.685347700025886],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,107,0,107,,,,None,None,,,,,,,,,,,,,107,0,107,0,1664.6046986002475,,,,,,,,,,,,,,,,clips/clip_claude_01_sub_2.mp4,audios/silence.mp3,visual,"[6.652535599656403, 8.537236699834466]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,108,0,108,,,,3,None,3.6744295000098646,None,,,,,,,,,,,108,0,108,0,1676.4452852001414,,,,,,,,,,,,,,,,clips/clip_wurst_07_sub_0.mp4,audios/clip_wurst_07_sub_0.mp3,audiovisual,[],3,None,3,3.6744295000098646,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,109,0,109,,,,4,None,3.5894121997989714,None,,,,,,,,,,,109,0,109,0,1691.1647248999216,,,,,,,,,,,,,,,,clips/clip_hund_04_sub_0.mp4,audios/silence.mp3,visual,[],4,None,4,3.5894121997989714,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,110,0,110,,,,None,None,,,,,,,,,,,,,110,0,110,0,1705.155119500123,,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/silence.mp3,visual,"[2.5448950002901256, 8.281565499957651]",None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,111,0,111,,,,None,None,,,,,,,,,,,,,111,0,111,0,1714.8758196001872,,,,,,,,,,,,,,,,clips/clip_herz_09_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,112,0,112,,,,None,None,,,,,,,,,,,,,112,0,112,0,1727.3103986000642,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,113,0,113,,,,2,None,2.9934879997745156,None,,,,,,,,,,,113,0,113,0,1740.8583478000946,,,,,,,,,,,,,,,,clips/clip_wurst_21_nosub_0.mp4,audios/silence.mp3,visual,[0.5248099998570979],2,None,2,2.9934879997745156,None,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
,114,0,114,,,,None,None,,,,,,,,,,,,,114,0,114,0,1755.288967399858,,,,,,,,,,,,,,,,clips/clip_wurst_29_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,120,A,2026-04-04_21h55.44.499,exp_sofc_final,,2026.1.2,60.100885344697375,2026-04-04 21h55.46.620284 +0200,
