instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,correct_key_required,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.keys,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

,47,0,47,,,,None,,,None,,,,,,,,,,,47,0,47,0,811.6184247997589,,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/clip_dampf_05_nosub_2.mp3,audiovisual,"[3.534625899977982, 8.41766869975254]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,48,0,48,,,,None,,,None,,,,,,,,,,,48,0,48,0,821.1482388000004,,,,,,,,,,,,,,,,clips/clip_dampf_04_nosub_1.mp4,audios/silence.mp3,visual,[5.150089500006288],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,49,0,49,,,,None,,,None,,,,,,,,,,,49,0,49,0,831.6126033999026,,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,50,0,50,,,,2,4.1877820999361575,None,None,,,,,,,,,,,50,0,50,0,842.4335174998268,,,,,,,,,,,,,,,,clips/clip_herz_12_sub_0.mp4,audios/silence.mp3,visual,[5.921831599902362],2,2,4.1877820999361575,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,51,0,51,,,,None,,,None,,,,,,,,,,,51,0,51,0,856.690642000176,,,,,,,,,,,,,,,,clips/clip_lied_21_sub_2.mp4,audios/clip_lied_21_sub_2.mp3,audiovisual,"[5.156539699994028, 10.604082299862057]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,52,0,52,,,,None,,,None,,,,,,,,,,,52,0,52,0,869.0129160997458,,,,,,,,,,,,,,,,clips/clip_hund_23_sub_1.mp4,audios/clip_hund_23_sub_1.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,53,0,53,,,,None,,,None,,,,,,,,,,,53,0,53,0,880.7145771998912,,,,,,,,,,,,,,,,clips/clip_claude_14_sub_0.mp4,audios/silence.mp3,visual,"[3.1744583998806775, 10.376220499631017]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,54,0,54,,,,None,,,None,,,,,,,,,,,54,0,54,0,892.6550837000832,,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/silence.mp3,visual,[7.9367655999958515],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,55,0,55,,,,None,,,None,,,,,,,,,,,55,0,55,0,905.7141229999252,,,,,,,,,,,,,,,,clips/clip_holo_02_nosub_2.mp4,audios/clip_holo_02_nosub_2.mp3,audiovisual,"[4.059066600166261, 7.9214038997888565]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,56,0,56,,,,3,4.0524936998263,None,None,,,,,,,,,,,56,0,56,0,917.6862540999427,,,,,,,,,,,,,,,,clips/clip_holo_28_sub_0.mp4,audios/silence.mp3,visual,[],3,3,4.0524936998263,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,57,0,57,,,,None,,,None,,,,,,,,,,,57,0,57,0,931.1139361998066,,,,,,,,,,,,,,,,clips/clip_wurst_16_sub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,58,0,58,,,,None,,,None,,,,,,,,,,,58,0,58,0,941.9700294001959,,,,,,,,,,,,,,,,clips/clip_claude_05_nosub_2.mp4,audios/clip_claude_05_nosub_2.mp3,audiovisual,[4.757961799856275],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,59,0,59,,,,4,3.1914679002948105,None,space,10.471869399771094,None,,,,,,,,,59,0,59,0,954.1183369001374,,,,,,,,,,,,,,,,clips/clip_weißt_08_sub_0.mp4,audios/clip_weißt_08_sub_0.mp3,audiovisual,[7.715190300252289],4,4,3.1914679002948105,None,space,10.471869399771094,None,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,60,0,60,,,,2,3.54323669988662,None,None,,,,,,,,,,,60,0,60,0,978.8724678000435,,,,,,,,,,,,,,,,clips/clip_wurst_34_nosub_2.mp4,audios/silence.mp3,visual,"[4.516675499733537, 6.183809099718928]",2,2,3.54323669988662,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,61,0,61,,,,None,,,None,,,,,,,,,,,61,0,61,0,991.833536399994,,,,,,,,,,,,,,,,clips/clip_weißt_06_nosub_0.mp4,audios/clip_weißt_06_nosub_0.mp3,audiovisual,[5.62506250012666],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,62,0,62,,,,None,,,None,,,,,,,,,,,62,0,62,0,1002.9443280999549,,,,,,,,,,,,,,,,clips/clip_weißt_02_sub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,63,0,63,,,,None,,,None,,,,,,,,,,,63,0,63,0,1013.8379180999473,,,,,,,,,,,,,,,,clips/clip_hund_17_nosub_1.mp4,audios/clip_hund_17_nosub_1.mp3,audiovisual,[10.193340899888426],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,64,0,64,,,,3,5.274051399901509,None,None,,,,,,,,,,,64,0,64,0,1026.929264999926,,,,,,,,,,,,,,,,clips/clip_herz_06_nosub_2.mp4,audios/silence.mp3,visual,"[4.632932799868286, 8.128833499737084]",3,3,5.274051399901509,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,65,0,65,,,,3,3.76219329982996,None,None,,,,,,,,,,,65,0,65,0,1043.6362932999618,,,,,,,,,,,,,,,,clips/clip_claude_16_nosub_1.mp4,audios/silence.mp3,visual,[9.240036900155246],3,3,3.76219329982996,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,66,0,66,,,,None,,,None,,,,,,,,,,,66,0,66,0,1059.4951428999193,,,,,,,,,,,,,,,,clips/clip_weißt_20_nosub_1.mp4,audios/silence.mp3,visual,[7.864559999667108],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,67,0,67,,,,None,,,None,,,,,,,,,,,67,0,67,0,1070.0929085998796,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,68,0,68,,,,None,,,None,,,,,,,,,,,68,0,68,0,1081.8169283000752,,,,,,,,,,,,,,,,clips/clip_weißt_27_nosub_1.mp4,audios/clip_weißt_27_nosub_1.mp3,audiovisual,"[0.041133500169962645, 8.025964700151235]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,69,0,69,,,,None,,,None,,,,,,,,,,,69,0,69,0,1092.7178747002035,,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/silence.mp3,visual,[4.092802499886602],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,70,0,70,,,,None,,,None,,,,,,,,,,,70,0,70,0,1106.1106267999858,,,,,,,,,,,,,,,,clips/clip_hund_22_sub_1.mp4,audios/silence.mp3,visual,[8.509133799932897],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,71,0,71,,,,None,,,None,,,,,,,,,,,71,0,71,0,1117.0956200999208,,,,,,,,,,,,,,,,clips/clip_claude_15_sub_0.mp4,audios/clip_claude_15_sub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,72,0,72,,,,None,,,None,,,,,,,,,,,72,0,72,0,1129.8612027000636,,,,,,,,,,,,,,,,clips/clip_lied_04_sub_0.mp4,audios/clip_lied_04_sub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,73,0,73,,,,2,2.222264800220728,None,None,,,,,,,,,,,73,0,73,0,1141.711219099816,,,,,,,,,,,,,,,,clips/clip_holo_08_sub_2.mp4,audios/clip_holo_08_sub_2.mp3,audiovisual,"[4.463384099770337, 9.236905599944293]",2,2,2.222264800220728,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,74,0,74,,,,2,3.3467915998771787,None,None,,,,,,,,,,,74,0,74,0,1155.5205430001952,,,,,,,,,,,,,,,,clips/clip_claude_22_sub_2.mp4,audios/silence.mp3,visual,[8.093247400131077],2,2,3.3467915998771787,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,75,0,75,,,,None,,,None,,,,,,,,,,,75,0,75,0,1170.7584041999653,,,,,,,,,,,,,,,,clips/clip_hund_09_nosub_2.mp4,audios/clip_hund_09_nosub_2.mp3,audiovisual,"[5.488399699795991, 10.54850250016898]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,76,0,76,,,,None,,,None,,,,,,,,,,,76,0,76,0,1182.9341406999156,,,,,,,,,,,,,,,,clips/clip_holo_26_nosub_2.mp4,audios/silence.mp3,visual,"[6.03179239993915, 9.127856499981135]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,77,0,77,,,,None,,,None,,,,,,,,,,,77,0,77,0,1193.0266646998934,,,,,,,,,,,,,,,,clips/clip_wurst_21_sub_0.mp4,audios/clip_wurst_21_sub_0.mp3,audiovisual,[5.776698099914938],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,78,0,78,,,,None,,,None,,,,,,,,,,,78,0,78,0,1204.8883605999872,,,,,,,,,,,,,,,,clips/clip_claude_29_nosub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,79,0,79,,,,None,,,None,,,,,,,,,,,79,0,79,0,1215.6050923001021,,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/silence.mp3,visual,"[4.174032699782401, 6.597683500032872]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,80,0,80,,,,None,,,None,,,,,,,,,,,80,0,80,0,1227.0244113998488,,,,,,,,,,,,,,,,clips/clip_hund_10_sub_0.mp4,audios/silence.mp3,visual,"[1.3424022998660803, 8.408762000035495]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,81,0,81,,,,None,,,None,,,,,,,,,,,81,0,81,0,1237.4029902000912,,,,,,,,,,,,,,,,clips/clip_wurst_30_nosub_1.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,82,0,82,,,,2,2.325818100012839,None,None,,,,,,,,,,,82,0,82,0,1248.261992199812,,,,,,,,,,,,,,,,clips/clip_wurst_14_nosub_1.mp4,audios/silence.mp3,visual,[7.809496600180864],2,2,2.325818100012839,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,83,0,83,,,,None,,,None,,,,,,,,,,,83,0,83,0,1261.4839400001802,,,,,,,,,,,,,,,,clips/clip_hund_19_sub_0.mp4,audios/clip_hund_19_sub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,84,0,84,,,,4,4.948041999712586,None,None,,,,,,,,,,,84,0,84,0,1273.6496468000114,,,,,,,,,,,,,,,,clips/clip_hund_12_nosub_1.mp4,audios/silence.mp3,visual,[9.969497899990529],4,4,4.948041999712586,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,85,0,85,,,,None,,,None,,,,,,,,,,,85,0,85,0,1290.7288830000907,,,,,,,,,,,,,,,,clips/clip_claude_24_nosub_1.mp4,audios/silence.mp3,visual,[6.359756899997592],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,86,0,86,,,,None,,,None,,,,,,,,,,,86,0,86,0,1297.7951217000373,,,,,,,,,,,,,,,,clips/clip_holo_13_nosub_1.mp4,audios/silence.mp3,visual,[4.133216100279242],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,87,0,87,,,,None,,,None,,,,,,,,,,,87,0,87,0,1310.9293275000528,,,,,,,,,,,,,,,,clips/clip_weißt_16_nosub_0.mp4,audios/clip_weißt_16_nosub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,88,0,88,,,,None,,,None,,,,,,,,,,,88,0,88,0,1322.1055684001185,,,,,,,,,,,,,,,,clips/clip_claude_02_sub_1.mp4,audios/silence.mp3,visual,[5.808388599660248],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,89,0,89,,,,None,,,None,,,,,,,,,,,89,0,89,0,1332.7531909001991,,,,,,,,,,,,,,,,clips/clip_wurst_20_sub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,90,0,90,,,,None,,,None,,,,,,,,,,,90,0,90,0,1343.6117210001685,,,,,,,,,,,,,,,,clips/clip_claude_09_nosub_2.mp4,audios/clip_claude_09_nosub_2.mp3,audiovisual,"[3.9413711996749043, 8.878344999626279]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,91,0,91,,,,None,,,None,,,,,,,,,,,91,0,91,0,1354.6431749002077,,,,,,,,,,,,,,,,clips/clip_lied_10_nosub_1.mp4,audios/clip_lied_10_nosub_1.mp3,audiovisual,[4.489306299947202],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,92,0,92,,,,None,,,None,,,,,,,,,,,92,0,92,0,1366.9914609999396,,,,,,,,,,,,,,,,clips/clip_herz_01_sub_1.mp4,audios/clip_herz_01_sub_1.mp3,audiovisual,[6.458624499849975],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,93,0,93,,,,None,,,None,,,,,,,,,,,93,0,93,0,1378.3913067998365,,,,,,,,,,,,,,,,clips/clip_dampf_01_nosub_0.mp4,audios/clip_dampf_01_nosub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,94,0,94,,,,None,,,None,,,,,,,,,,,94,0,94,0,1388.6473423000425,,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/clip_holo_16_sub_1.mp3,audiovisual,[10.301182399969548],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,95,0,95,,,,None,,,None,,,,,,,,,,,95,0,95,0,1401.4124480998144,,,,,,,,,,,,,,,,clips/clip_lied_22_nosub_1.mp4,audios/silence.mp3,visual,[6.054546700324863],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,96,0,96,,,,4,3.345940699800849,None,None,,,,,,,,,,,96,0,96,0,1412.7904472001828,,,,,,,,,,,,,,,,clips/clip_wurst_31_nosub_1.mp4,audios/clip_wurst_31_nosub_1.mp3,audiovisual,[],4,4,3.345940699800849,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,97,0,97,,,,None,,,None,,,,,,,,,,,97,0,97,0,1428.0423368997872,,,,,,,,,,,,,,,,clips/clip_claude_19_sub_0.mp4,audios/clip_claude_19_sub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,98,0,98,,,,3,5.898403799626976,None,None,,,,,,,,,,,98,0,98,0,1439.2305250000209,,,,,,,,,,,,,,,,clips/clip_holo_17_nosub_0.mp4,audios/silence.mp3,visual,[],4,3,5.898403799626976,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,99,0,99,,,,None,,,None,,,,,,,,,,,99,0,99,0,1455.7617407999933,,,,,,,,,,,,,,,,clips/clip_lied_07_sub_1.mp4,audios/silence.mp3,visual,[4.6268639001064],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,100,0,100,,,,None,,,None,,,,,,,,,,,100,0,100,0,1465.5905153001659,,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/silence.mp3,visual,"[4.7588694002479315, 6.71559950010851]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,101,0,101,,,,None,,,None,,,,,,,,,,,101,0,101,0,1476.572399099823,,,,,,,,,,,,,,,,clips/clip_claude_13_nosub_0.mp4,audios/clip_claude_13_nosub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,102,0,102,,,,None,,,None,,,,,,,,,,,102,0,102,0,1486.5122231999412,,,,,,,,,,,,,,,,clips/clip_holo_19_sub_1.mp4,audios/silence.mp3,visual,[6.57997029973194],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,103,0,103,,,,None,,,None,,,,,,,,,,,103,0,103,0,1497.354667100124,,,,,,,,,,,,,,,,clips/clip_wurst_03_sub_1.mp4,audios/silence.mp3,visual,[4.255550900008529],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,104,0,104,,,,None,,,None,,,,,,,,,,,104,0,104,0,1510.129436600022,,,,,,,,,,,,,,,,clips/clip_lied_14_nosub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,105,0,105,,,,None,,,None,,,,,,,,,,,105,0,105,0,1520.6058979998343,,,,,,,,,,,,,,,,clips/clip_hund_08_nosub_1.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,106,0,106,,,,None,,,None,,,,,,,,,,,106,0,106,0,1531.4418164999224,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,107,0,107,,,,4,3.6133133000694215,None,None,,,,,,,,,,,107,0,107,0,1543.704117699992,,,,,,,,,,,,,,,,clips/clip_wurst_05_nosub_0.mp4,audios/silence.mp3,visual,[],4,4,3.6133133000694215,None,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,108,0,108,,,,None,,,None,,,,,,,,,,,108,0,108,0,1556.8757572998293,,,,,,,,,,,,,,,,clips/clip_weißt_28_sub_1.mp4,audios/silence.mp3,visual,"[2.7723292000591755, 6.780187500175089]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,109,0,109,,,,None,,,None,,,,,,,,,,,109,0,109,0,1567.8109225998633,,,,,,,,,,,,,,,,clips/clip_lied_12_sub_0.mp4,audios/clip_lied_12_sub_0.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,110,0,110,,,,None,,,None,,,,,,,,,,,110,0,110,0,1577.6247625001706,,,,,,,,,,,,,,,,clips/clip_wurst_36_sub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,111,0,111,,,,None,,,None,,,,,,,,,,,111,0,111,0,1588.339528199751,,,,,,,,,,,,,,,,clips/clip_holo_27_nosub_1.mp4,audios/clip_holo_27_nosub_1.mp3,audiovisual,[5.505860300268978],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,112,0,112,,,,None,,,None,,,,,,,,,,,112,0,112,0,1599.1665031998418,,,,,,,,,,,,,,,,clips/clip_claude_04_nosub_2.mp4,audios/silence.mp3,visual,[8.435098399873823],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,113,0,113,,,,None,,,None,,,,,,,,,,,113,0,113,0,1609.0372486999258,,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/clip_wurst_25_sub_1.mp3,audiovisual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,114,0,114,,,,None,,,None,,,,,,,,,,,114,0,114,0,1621.059354300145,,,,,,,,,,,,,,,,clips/clip_herz_15_nosub_0.mp4,audios/clip_herz_15_nosub_0.mp3,audiovisual,"[6.088160200044513, 8.520688800141215]",,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,115,0,115,,,,None,,,None,,,,,,,,,,,115,0,115,0,1633.882081199903,,,,,,,,,,,,,,,,clips/clip_hund_05_sub_0.mp4,audios/silence.mp3,visual,[4.195880100131035],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,116,0,116,,,,None,,,None,,,,,,,,,,,116,0,116,0,1645.730168600101,,,,,,,,,,,,,,,,clips/clip_wurst_08_sub_1.mp4,audios/clip_wurst_08_sub_1.mp3,audiovisual,[5.369575999677181],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
,117,0,117,,,,None,,,None,,,,,,,,,,,117,0,117,0,1655.0198184000328,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/silence.mp3,visual,[],,None,,,None,,,121,A,2026-04-05_16h16.17.595,exp_sofc_final,,2026.1.2,60.017777303184225,2026-04-05 16h16.19.092893 +0200,
