instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,131,0,131,,,,2,None,3.9874927069758996,None,,,,,,,,,,,131,0,131,0,1914.6671292090032,,,,,,,,,,,,,,,clips/clip_hund_27_nosub_1.mp4,audios/silence.mp3,visual,[],2,None,2,3.9874927069758996,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,132,0,132,,,,None,None,,,,,,,,,,,,,132,0,132,0,1929.6868054170045,,,,,,,,,,,,,,,clips/clip_hund_17_nosub_1.mp4,audios/silence.mp3,visual,"[8.96547479100991, 10.309588541014818]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,133,0,133,,,,None,None,,,,,,,,,,,,,133,0,133,0,1942.752588000003,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/clip_hund_18_nosub_1.mp3,audiovisual,[7.038200456998311],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,134,0,134,,,,None,None,,,,,,,,,,,,,134,0,134,0,1953.5663325000205,,,,,,,,,,,,,,,clips/clip_hund_14_nosub_2.mp4,audios/clip_hund_14_nosub_2.mp3,audiovisual,[6.059114790987223],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,135,0,135,,,,None,None,,,,,,,,,,,,,135,0,135,0,1964.2570800420071,,,,,,,,,,,,,,,clips/clip_claude_01_nosub_2.mp4,audios/silence.mp3,visual,"[0.31562354101333767, 6.830094041011762, 9.780178666027496]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,136,0,136,,,,None,None,,,,,,,,,,,,,136,0,136,0,1976.032825000002,,,,,,,,,,,,,,,clips/clip_weißt_15_sub_1.mp4,audios/clip_weißt_15_sub_1.mp3,audiovisual,"[1.3307483330136165, 3.626679373992374, 5.79362249901169]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,137,0,137,,,,None,None,,,,,,,,,,,,,137,0,137,0,1987.7545893750212,,,,,,,,,,,,,,,clips/clip_holo_13_sub_1.mp4,audios/clip_holo_13_sub_1.mp3,audiovisual,[4.584416206984315],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,138,0,138,,,,None,None,,,,,,,,,,,,,138,0,138,0,2000.3727852920128,,,,,,,,,,,,,,,clips/clip_wurst_36_nosub_0.mp4,audios/clip_wurst_36_nosub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,139,0,139,,,,None,None,,,,,,,,,,,,,139,0,139,0,2011.0053217090026,,,,,,,,,,,,,,,clips/clip_lied_22_sub_1.mp4,audios/clip_lied_22_sub_1.mp3,audiovisual,[6.262750457972288],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,140,0,140,,,,None,None,,,,,,,,,,,,,140,0,140,0,2022.2894253749982,,,,,,,,,,,,,,,clips/clip_weißt_19_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,141,0,141,,,,None,None,,,,,,,,,,,,,141,0,141,0,2033.119680917007,,,,,,,,,,,,,,,clips/clip_holo_09_sub_2.mp4,audios/clip_holo_09_sub_2.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,142,0,142,,,,None,None,,,,,,,,,,,,,142,0,142,0,2045.314048291999,,,,,,,,,,,,,,,clips/clip_weißt_30_sub_2.mp4,audios/clip_weißt_30_sub_2.mp3,audiovisual,"[3.3818587079877034, 12.34941208298551]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,143,0,143,,,,4,None,25.826292000012472,None,,,,,,,,,,,143,0,143,0,2058.0995915420062,,,,,,,,,,,,,,,clips/clip_claude_10_nosub_0.mp4,audios/clip_claude_10_nosub_0.mp3,audiovisual,[],4,None,4,25.826292000012472,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,144,0,144,,,,None,None,,,,,,,,,,,,,144,0,144,0,2095.969027709012,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/silence.mp3,visual,[6.559412248985609],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,145,0,145,,,,None,None,,,,,,,,,,,,,145,0,145,0,2108.742165917007,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/silence.mp3,visual,"[2.5042042910063174, 8.244353332003811]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,146,0,146,,,,None,None,,,,,,,,,,,,,146,0,146,0,2120.632046667015,,,,,,,,,,,,,,,clips/clip_claude_22_nosub_2.mp4,audios/clip_claude_22_nosub_2.mp3,audiovisual,[8.27653724999982],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,147,0,147,,,,None,None,,,,,,,,,,,,,147,0,147,0,2132.131910583994,,,,,,,,,,,,,,,clips/clip_hund_04_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,148,0,148,,,,None,None,,,,,,,,,,,,,148,0,148,0,2142.44110562501,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/clip_holo_28_nosub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,149,0,149,,,,4,None,11.705860749003477,None,,,,,,,,,,,149,0,149,0,2151.725852625008,,,,,,,,,,,,,,,clips/clip_weißt_07_nosub_1.mp4,audios/clip_weißt_07_nosub_1.mp3,audiovisual,[],4,None,4,11.705860749003477,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,150,0,150,,,,3,None,8.10926549899159,None,,,,,,,,,,,150,0,150,0,2173.9877371250186,,,,,,,,,,,,,,,clips/clip_holo_03_nosub_1.mp4,audios/clip_holo_03_nosub_1.mp3,audiovisual,[],3,None,3,8.10926549899159,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,151,0,151,,,,None,None,,,,,,,,,,,,,151,0,151,0,2192.3914375840104,,,,,,,,,,,,,,,clips/clip_claude_18_nosub_0.mp4,audios/clip_claude_18_nosub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,152,0,152,,,,3,None,11.761827457987238,None,,,,,,,,,,,152,0,152,0,2202.1565655420127,,,,,,,,,,,,,,,clips/clip_wurst_12_nosub_0.mp4,audios/clip_wurst_12_nosub_0.mp3,audiovisual,[],3,None,3,11.761827457987238,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,153,0,153,,,,None,None,,,,,,,,,,,,,153,0,153,0,2223.344966500008,,,,,,,,,,,,,,,clips/clip_wurst_16_nosub_0.mp4,audios/clip_wurst_16_nosub_0.mp3,audiovisual,[5.66168699998525],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,154,0,154,,,,3,None,5.117042541009141,None,,,,,,,,,,,154,0,154,0,2234.142384167004,,,,,,,,,,,,,,,clips/clip_herz_02_sub_0.mp4,audios/clip_herz_02_sub_0.mp3,audiovisual,[],3,None,3,5.117042541009141,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,155,0,155,,,,4,None,4.214819332992192,None,,,,,,,,,,,155,0,155,0,2252.4703747919993,,,,,,,,,,,,,,,clips/clip_lied_18_sub_2.mp4,audios/clip_lied_18_sub_2.mp3,audiovisual,"[5.570970541011775, 7.758064457011642]",4,None,4,4.214819332992192,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,156,0,156,,,,None,None,,,,,,,,,,,,,156,0,156,0,2268.146452500019,,,,,,,,,,,,,,,clips/clip_claude_09_nosub_2.mp4,audios/silence.mp3,visual,[4.140549748990452],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,157,0,157,,,,None,None,,,,,,,,,,,,,157,0,157,0,2279.125697875017,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/silence.mp3,visual,"[6.234104291012045, 7.755166165996343]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,158,0,158,,,,None,None,,,,,,,,,,,,,158,0,158,0,2290.211203209008,,,,,,,,,,,,,,,clips/clip_claude_29_sub_0.mp4,audios/clip_claude_29_sub_0.mp3,audiovisual,[7.724163374019554],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,159,0,159,,,,None,None,,,,,,,,,,,,,159,0,159,0,2301.0139226670144,,,,,,,,,,,,,,,clips/clip_wurst_14_sub_1.mp4,audios/clip_wurst_14_sub_1.mp3,audiovisual,[8.072497665998526],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,160,0,160,,,,None,None,,,,,,,,,,,,,160,0,160,0,2311.774916124996,,,,,,,,,,,,,,,clips/clip_herz_17_sub_0.mp4,audios/silence.mp3,visual,[5.9231454570253845],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,161,0,161,,,,2,None,8.962560999003472,None,,,,,,,,,,,161,0,161,0,2320.7432064170134,,,,,,,,,,,,,,,clips/clip_lied_01_sub_1.mp4,audios/clip_lied_01_sub_1.mp3,audiovisual,[4.962147665995872],2,None,2,8.962560999003472,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,162,0,162,,,,3,None,4.8381753739959095,None,,,,,,,,,,,162,0,162,0,2340.5932567090204,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/clip_claude_24_sub_1.mp3,audiovisual,[6.165948208014015],3,None,2,4.8381753739959095,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,163,0,163,,,,None,None,,,,,,,,,,,,,163,0,163,0,2352.410784000007,,,,,,,,,,,,,,,clips/clip_holo_27_nosub_1.mp4,audios/silence.mp3,visual,[10.185554041003343],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,164,0,164,,,,None,None,,,,,,,,,,,,,164,0,164,0,2363.1732185840083,,,,,,,,,,,,,,,clips/clip_wurst_32_nosub_1.mp4,audios/clip_wurst_32_nosub_1.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,165,0,165,,,,None,None,,,,,,,,,,,,,165,0,165,0,2374.5974537500006,,,,,,,,,,,,,,,clips/clip_wurst_03_nosub_1.mp4,audios/clip_wurst_03_nosub_1.mp3,audiovisual,[4.426089790998958],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,166,0,166,,,,None,None,,,,,,,,,,,,,166,0,166,0,2387.269172333996,,,,,,,,,,,,,,,clips/clip_weißt_14_sub_2.mp4,audios/silence.mp3,visual,"[2.9182563329814, 8.29591099897516]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,167,0,167,,,,None,None,,,,,,,,,,,,,167,0,167,0,2396.984289834014,,,,,,,,,,,,,,,clips/clip_herz_14_sub_0.mp4,audios/clip_herz_14_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,168,0,168,,,,3,None,4.250360041012755,None,,,,,,,,,,,168,0,168,0,2408.2719894170004,,,,,,,,,,,,,,,clips/clip_weißt_08_sub_0.mp4,audios/silence.mp3,visual,[8.328428416018141],3,None,3,4.250360041012755,None,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,169,0,169,,,,None,None,,,,,,,,,,,,,169,0,169,0,2423.545771584002,,,,,,,,,,,,,,,clips/clip_holo_11_nosub_2.mp4,audios/clip_holo_11_nosub_2.mp3,audiovisual,"[5.553619915997842, 9.183718457992654]",None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,170,0,170,,,,None,None,,,,,,,,,,,,,170,0,170,0,2433.9156991670025,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,171,0,171,,,,None,None,,,,,,,,,,,,,171,0,171,0,2446.7441870420007,,,,,,,,,,,,,,,clips/clip_claude_08_sub_0.mp4,audios/clip_claude_08_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,172,0,172,,,,None,None,,,,,,,,,,,,,172,0,172,0,2457.1333495000144,,,,,,,,,,,,,,,clips/clip_herz_07_nosub_2.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,173,0,173,,,,None,None,,,,,,,,,,,,,173,0,173,0,2469.9401759169996,,,,,,,,,,,,,,,clips/clip_weißt_02_nosub_0.mp4,audios/clip_weißt_02_nosub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,174,0,174,,,,None,None,,,,,,,,,,,,,174,0,174,0,2480.712391000008,,,,,,,,,,,,,,,clips/clip_dampf_02_nosub_1.mp4,audios/clip_dampf_02_nosub_1.mp3,audiovisual,[5.390283957996871],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,175,0,175,,,,None,None,,,,,,,,,,,,,175,0,175,0,2490.8063192499976,,,,,,,,,,,,,,,clips/clip_claude_04_sub_2.mp4,audios/clip_claude_04_sub_2.mp3,audiovisual,[8.640398124000058],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,176,0,176,,,,None,None,,,,,,,,,,,,,176,0,176,0,2500.6312041670026,,,,,,,,,,,,,,,clips/clip_wurst_18_sub_0.mp4,audios/clip_wurst_18_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,177,0,177,,,,None,None,,,,,,,,,,,,,177,0,177,0,2511.4108871670032,,,,,,,,,,,,,,,clips/clip_claude_12_sub_0.mp4,audios/clip_claude_12_sub_0.mp3,audiovisual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,178,0,178,,,,None,None,,,,,,,,,,,,,178,0,178,0,2521.3969047919963,,,,,,,,,,,,,,,clips/clip_weißt_16_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,179,0,179,,,,None,None,,,,,,,,,,,,,179,0,179,0,2532.684766874998,,,,,,,,,,,,,,,clips/clip_weißt_27_nosub_1.mp4,audios/silence.mp3,visual,[8.415171665983507],None,None,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,A,2026-04-03_20h46.53.974,exp_sofc_final,,2025.2.3,None,2026-04-03 20h46.54.874622 +0200,
