instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;37;0;37;;;;None;None;;;;;;;;;;;;;37;0;37;0;7.867.603.070.000.180;;;;;;;;;;;;;;;;clips/clip_lied_17_sub_2.mp4;audios/silence.mp3;visual;[2.6036748997867107, 7.695018500089645];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;38;0;38;;;;None;None;;;;;;;;;;;;;38;0;38;0;7.976.811.940.995.970;;;;;;;;;;;;;;;;clips/clip_dampf_06_nosub_2.mp4;audios/clip_dampf_06_nosub_2.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;39;0;39;;;;None;None;;;;;;;;;;;;;39;0;39;0;8.076.048.944.997.600;;;;;;;;;;;;;;;;clips/clip_hund_21_nosub_1.mp4;audios/silence.mp3;visual;[6.313387900125235];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;40;0;40;;;;3;None;7.550.975.099.671.630;None;;;;;;;;;;;40;0;40;0;818.413.750.199.601;;;;;;;;;;;;;;;;clips/clip_claude_23_sub_0.mp4;audios/silence.mp3;visual;[];3;None;2;7.550.975.099.671.630;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;41;0;41;;;;None;None;;;;;;;;;;;;;41;0;41;0;8.391.504.110.996.610;;;;;;;;;;;;;;;;clips/clip_holo_05_sub_2.mp4;audios/clip_holo_05_sub_2.mp3;audiovisual;[7.378389599733055];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;42;0;42;;;;1;None;10.049.569.100.141.500;None;;;;;;;;;;;42;0;42;0;8.490.717.144.999.650;;;;;;;;;;;;;;;;clips/clip_wurst_23_nosub_2.mp4;audios/silence.mp3;visual;[3.5440427996218204, 7.989343599881977];1;None;3;10.049.569.100.141.500;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;43;0;43;;;;None;None;;;;;;;;;;;;;43;0;43;0;8.705.691.996.999.080;;;;;;;;;;;;;;;;clips/clip_wurst_12_nosub_0.mp4;audios/clip_wurst_12_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;44;0;44;;;;None;None;;;;;;;;;;;;;44;0;44;0;8.800.236.517.996.520;;;;;;;;;;;;;;;;clips/clip_holo_07_nosub_0.mp4;audios/clip_holo_07_nosub_0.mp3;audiovisual;[0.30202870024368167];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;45;0;45;;;;None;None;;;;;;;;;;;;;45;0;45;0;8.902.929.675.998.160;;;;;;;;;;;;;;;;clips/clip_claude_11_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;46;0;46;;;;4;None;7.015.667.099.971.320;None;;;;;;;;;;;46;0;46;0;9.012.182.547.999.540;;;;;;;;;;;;;;;;clips/clip_lied_01_sub_1.mp4;audios/clip_lied_01_sub_1.mp3;audiovisual;[4.9923723000101745];4;None;1;7.015.667.099.971.320;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;47;0;47;;;;None;None;;;;;;;;;;;;;47;0;47;0;9.193.790.137.995.960;;;;;;;;;;;;;;;;clips/clip_weißt_02_nosub_0.mp4;audios/clip_weißt_02_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;48;0;48;;;;None;None;;;;;;;;;;;;;48;0;48;0;9.301.645.690.998.990;;;;;;;;;;;;;;;;clips/clip_wurst_13_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;49;0;49;;;;None;None;;;;;;;;;;;;;49;0;49;0;9.406.318.329.996.420;;;;;;;;;;;;;;;;clips/clip_wurst_22_sub_0.mp4;audios/clip_wurst_22_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;50;0;50;;;;None;None;;;;;;;;;;;;;50;0;50;0;9.532.110.956.995.740;;;;;;;;;;;;;;;;clips/clip_wurst_18_sub_0.mp4;audios/clip_wurst_18_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;51;0;51;;;;None;None;;;;;;;;;;;;;51;0;51;0;9.641.262.701.996.600;;;;;;;;;;;;;;;;clips/clip_claude_06_nosub_1.mp4;audios/clip_claude_06_nosub_1.mp3;audiovisual;[4.055697000119835];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;52;0;52;;;;None;None;;;;;;;;;;;;;52;0;52;0;977.535.465.199.966;;;;;;;;;;;;;;;;clips/clip_lied_14_sub_0.mp4;audios/clip_lied_14_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;53;0;53;;;;None;None;;;;;;;;;;;;;53;0;53;0;9.881.695.504.998.780;;;;;;;;;;;;;;;;clips/clip_claude_21_nosub_1.mp4;audios/silence.mp3;visual;[9.807856199797243];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;54;0;54;;;;None;None;;;;;;;;;;;;;54;0;54;0;10.012.851.761.998.600;;;;;;;;;;;;;;;;clips/clip_lied_22_sub_1.mp4;audios/clip_lied_22_sub_1.mp3;audiovisual;[6.079736799933016];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;55;0;55;;;;None;None;;;;;;;;;;;;;55;0;55;0;1.012.742.209.199.810;;;;;;;;;;;;;;;;clips/clip_holo_09_sub_2.mp4;audios/clip_holo_09_sub_2.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;56;0;56;;;;None;None;;;;;;;;;;;;;56;0;56;0;10.251.011.392.995.700;;;;;;;;;;;;;;;;clips/clip_wurst_05_sub_0.mp4;audios/clip_wurst_05_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;57;0;57;;;;None;None;;;;;;;;;;;;;57;0;57;0;10.346.225.977.996.300;;;;;;;;;;;;;;;;clips/clip_claude_25_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;58;0;58;;;;3;None;4.308.774.900.157.000;None;;;;;;;;;;;58;0;58;0;10.456.887.022.997.200;;;;;;;;;;;;;;;;clips/clip_holo_04_sub_2.mp4;audios/silence.mp3;visual;[3.1759387999773026, 7.004339300096035];3;None;3;4.308.774.900.157.000;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;59;0;59;;;;None;space;;;17.175.220.100.209.100;None;;;;;;;;;59;0;59;0;1.063.299.676.799.680;;;;;;;;;;;;;;;;clips/clip_claude_22_nosub_2.mp4;audios/clip_claude_22_nosub_2.mp3;audiovisual;[8.100352500099689];None;space;;;;17.175.220.100.209.100;None;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;60;0;60;;;;None;None;;;;;;;;;;;;;60;0;60;0;10.918.621.151.996.700;;;;;;;;;;;;;;;;clips/clip_claude_17_nosub_1.mp4;audios/silence.mp3;visual;[10.345732999965549];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;61;0;61;;;;4;None;34.751.018.001.697.900;None;;;;;;;;;;;61;0;61;0;11.041.818.589.000.000;;;;;;;;;;;;;;;;clips/clip_lied_02_nosub_2.mp4;audios/silence.mp3;visual;[3.9356594001874328, 9.450690600089729];4;None;4;34.751.018.001.697.900;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;62;0;62;;;;None;None;;;;;;;;;;;;;62;0;62;0;11.196.935.580.996.700;;;;;;;;;;;;;;;;clips/clip_hund_16_sub_1.mp4;audios/clip_hund_16_sub_1.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;63;0;63;;;;None;None;;;;;;;;;;;;;63;0;63;0;1.131.359.337.199.940;;;;;;;;;;;;;;;;clips/clip_holo_24_sub_2.mp4;audios/silence.mp3;visual;[7.039777799975127, 9.64942489983514];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;64;0;64;;;;None;None;;;;;;;;;;;;;64;0;64;0;11.420.560.314.999.800;;;;;;;;;;;;;;;;clips/clip_lied_18_sub_2.mp4;audios/clip_lied_18_sub_2.mp3;audiovisual;[5.771625100169331, 7.622105400077999];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;65;0;65;;;;None;None;;;;;;;;;;;;;65;0;65;0;11.536.332.882.996.600;;;;;;;;;;;;;;;;clips/clip_herz_06_sub_2.mp4;audios/clip_herz_06_sub_2.mp3;audiovisual;[4.71250359993428, 8.097744999919087];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;66;0;66;;;;3;None;4.647.701.700.218.020;None;;;;;;;;;;;66;0;66;0;11.651.051.450.995.700;;;;;;;;;;;;;;;;clips/clip_holo_01_sub_1.mp4;audios/clip_holo_01_sub_1.mp3;audiovisual;[4.015084399841726];3;None;3;4.647.701.700.218.020;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;67;0;67;;;;None;None;;;;;;;;;;;;;67;0;67;0;11.798.002.060.996.300;;;;;;;;;;;;;;;;clips/clip_holo_10_nosub_1.mp4;audios/silence.mp3;visual;[5.996437400113791];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;68;0;68;;;;None;None;;;;;;;;;;;;;68;0;68;0;11.906.356.332.995.900;;;;;;;;;;;;;;;;clips/clip_wurst_07_nosub_0.mp4;audios/clip_wurst_07_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;69;0;69;;;;None;None;;;;;;;;;;;;;69;0;69;0;12.015.050.659.999.200;;;;;;;;;;;;;;;;clips/clip_hund_08_sub_1.mp4;audios/clip_hund_08_sub_1.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;70;0;70;;;;3;None;2.756.331.800.017.500;None;;;;;;;;;;;70;0;70;0;12.123.805.470.997.400;;;;;;;;;;;;;;;;clips/clip_claude_05_nosub_2.mp4;audios/silence.mp3;visual;[4.531116000376642];3;None;3;2.756.331.800.017.500;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;71;0;71;;;;1;None;7.379.992.099.944.500;None;;;;;;;;;;;71;0;71;0;1.227.377.668.199.590;;;;;;;;;;;;;;;;clips/clip_claude_13_nosub_0.mp4;audios/silence.mp3;visual;[];1;None;1;7.379.992.099.944.500;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;72;0;72;;;;None;None;;;;;;;;;;;;;72;0;72;0;12.448.902.579.997.600;;;;;;;;;;;;;;;;clips/clip_wurst_29_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;73;0;73;;;;None;None;;;;;;;;;;;;;73;0;73;0;12.577.383.418.995.800;;;;;;;;;;;;;;;;clips/clip_weißt_27_nosub_1.mp4;audios/silence.mp3;visual;[8.031189000234008];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;74;0;74;;;;None;None;;;;;;;;;;;;;74;0;74;0;12.686.400.838.997.200;;;;;;;;;;;;;;;;clips/clip_weißt_15_sub_1.mp4;audios/clip_weißt_15_sub_1.mp3;audiovisual;[3.201461599674076, 5.592695799656212];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;75;0;75;;;;None;None;;;;;;;;;;;;;75;0;75;0;12.804.523.072.997.100;;;;;;;;;;;;;;;;clips/clip_hund_35_nosub_0.mp4;audios/clip_hund_35_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;76;0;76;;;;None;None;;;;;;;;;;;;;76;0;76;0;12.918.759.123.999.600;;;;;;;;;;;;;;;;clips/clip_herz_15_nosub_0.mp4;audios/silence.mp3;visual;[3.2415436999872327, 7.871702599804848];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;77;0;77;;;;None;None;;;;;;;;;;;;;77;0;77;0;1.304.745.268.699.710;;;;;;;;;;;;;;;;clips/clip_holo_02_nosub_2.mp4;audios/silence.mp3;visual;[4.046422800049186, 7.993513199966401];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;78;0;78;;;;None;None;;;;;;;;;;;;;78;0;78;0;13.167.968.288.999.900;;;;;;;;;;;;;;;;clips/clip_weißt_04_sub_0.mp4;audios/clip_weißt_04_sub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;79;0;79;;;;None;None;;;;;;;;;;;;;79;0;79;0;13.278.672.432.997.200;;;;;;;;;;;;;;;;clips/clip_lied_20_nosub_2.mp4;audios/clip_lied_20_nosub_2.mp3;audiovisual;[3.7471235999837518, 8.141892199870199];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;80;0;80;;;;None;None;;;;;;;;;;;;;80;0;80;0;1.339.320.409.799.920;;;;;;;;;;;;;;;;clips/clip_claude_15_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;81;0;81;;;;None;None;;;;;;;;;;;;;81;0;81;0;1.352.492.101.199.920;;;;;;;;;;;;;;;;clips/clip_weißt_07_nosub_1.mp4;audios/clip_weißt_07_nosub_1.mp3;audiovisual;[3.76224169973284, 8.791651499923319];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;82;0;82;;;;None;None;;;;;;;;;;;;;82;0;82;0;13.630.505.517.995.900;;;;;;;;;;;;;;;;clips/clip_lied_11_nosub_1.mp4;audios/clip_lied_11_nosub_1.mp3;audiovisual;[8.28440159978345];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;83;0;83;;;;None;None;;;;;;;;;;;;;83;0;83;0;13.748.906.980.999.700;;;;;;;;;;;;;;;;clips/clip_claude_10_nosub_0.mp4;audios/clip_claude_10_nosub_0.mp3;audiovisual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;84;0;84;;;;None;None;;;;;;;;;;;;;84;0;84;0;1.386.937.417.899.720;;;;;;;;;;;;;;;;clips/clip_weißt_19_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;85;0;85;;;;None;None;;;;;;;;;;;;;85;0;85;0;13.977.343.666.995.800;;;;;;;;;;;;;;;;clips/clip_lied_08_sub_1.mp4;audios/silence.mp3;visual;[8.256800400093198];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;86;0;86;;;;None;None;;;;;;;;;;;;;86;0;86;0;1.408.761.318.499.680;;;;;;;;;;;;;;;;clips/clip_weißt_29_sub_1.mp4;audios/silence.mp3;visual;[6.889595000073314];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;87;0;87;;;;None;None;;;;;;;;;;;;;87;0;87;0;14.213.806.923.995.700;;;;;;;;;;;;;;;;clips/clip_holo_12_sub_1.mp4;audios/silence.mp3;visual;[8.457586999982595];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;88;0;88;;;;None;None;;;;;;;;;;;;;88;0;88;0;14.321.639.929.995.800;;;;;;;;;;;;;;;;clips/clip_weißt_14_sub_2.mp4;audios/silence.mp3;visual;[2.589431599713862, 8.104043500032276];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;89;0;89;;;;1;None;3.584.430.600.050.830;None;;;;;;;;;;;89;0;89;0;14.418.877.609.996.100;;;;;;;;;;;;;;;;clips/clip_hund_07_sub_1.mp4;audios/silence.mp3;visual;[6.540209800004959];1;None;1;3.584.430.600.050.830;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;90;0;90;;;;None;None;;;;;;;;;;;;;90;0;90;0;1.458.117.410.799.950;;;;;;;;;;;;;;;;clips/clip_dampf_03_sub_1.mp4;audios/silence.mp3;visual;[7.846344700083137];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;91;0;91;;;;None;None;;;;;;;;;;;;;91;0;91;0;14.665.623.715.999.500;;;;;;;;;;;;;;;;clips/clip_holo_11_nosub_2.mp4;audios/clip_holo_11_nosub_2.mp3;audiovisual;[5.644641800317913, 9.411785200238228];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;92;0;92;;;;4;None;10.778.463.100.083.100;None;;;;;;;;;;;92;0;92;0;14.771.421.393.998.800;;;;;;;;;;;;;;;;clips/clip_herz_11_nosub_0.mp4;audios/silence.mp3;visual;[4.983269399963319];4;None;2;10.778.463.100.083.100;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;93;0;93;;;;None;None;;;;;;;;;;;;;93;0;93;0;1.498.044.607.799.960;;;;;;;;;;;;;;;;clips/clip_lied_10_nosub_1.mp4;audios/silence.mp3;visual;[4.295332700014114];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;94;0;94;;;;None;None;;;;;;;;;;;;;94;0;94;0;15.104.246.287.997.800;;;;;;;;;;;;;;;;clips/clip_holo_27_nosub_1.mp4;audios/silence.mp3;visual;[5.364644299726933];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;95;0;95;;;;None;None;;;;;;;;;;;;;95;0;95;0;1.521.253.012.499.770;;;;;;;;;;;;;;;;clips/clip_holo_08_sub_2.mp4;audios/silence.mp3;visual;[4.353144800290465, 9.393606700003147];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;96;0;96;;;;None;None;;;;;;;;;;;;;96;0;96;0;15.328.759.228.996.900;;;;;;;;;;;;;;;;clips/clip_hund_30_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;97;0;97;;;;None;None;;;;;;;;;;;;;97;0;97;0;15.458.342.323.997.000;;;;;;;;;;;;;;;;clips/clip_hund_14_nosub_2.mp4;audios/clip_hund_14_nosub_2.mp3;audiovisual;[5.687619599979371];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;98;0;98;;;;None;None;;;;;;;;;;;;;98;0;98;0;15.566.334.074.996.400;;;;;;;;;;;;;;;;clips/clip_wurst_25_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;99;0;99;;;;3;None;4.228.238.699.957.720;None;;;;;;;;;;;99;0;99;0;1.568.766.930.299.810;;;;;;;;;;;;;;;;clips/clip_claude_12_sub_0.mp4;audios/clip_claude_12_sub_0.mp3;audiovisual;[];3;None;3;4.228.238.699.957.720;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;100;0;100;;;;None;None;;;;;;;;;;;;;100;0;100;0;15.831.693.168.999.600;;;;;;;;;;;;;;;;clips/clip_holo_14_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;101;0;101;;;;None;None;;;;;;;;;;;;;101;0;101;0;15.940.321.077.997.700;;;;;;;;;;;;;;;;clips/clip_claude_01_nosub_2.mp4;audios/silence.mp3;visual;[6.698952000122517, 8.484959499910474];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;102;0;102;;;;None;None;;;;;;;;;;;;;102;0;102;0;16.058.183.811.996.100;;;;;;;;;;;;;;;;clips/clip_hund_15_sub_1.mp4;audios/silence.mp3;visual;[4.974833100102842];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;103;0;103;;;;2;None;429.732.930.008.322;None;;;;;;;;;;;103;0;103;0;1.617.136.560.099.660;;;;;;;;;;;;;;;;clips/clip_lied_16_nosub_2.mp4;audios/clip_lied_16_nosub_2.mp3;audiovisual;[4.0599970002658665, 6.880069800186902];2;None;2;429.732.930.008.322;None;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;104;0;104;;;;None;None;;;;;;;;;;;;;104;0;104;0;16.329.450.494.996.200;;;;;;;;;;;;;;;;clips/clip_weißt_08_sub_0.mp4;audios/silence.mp3;visual;[7.67810790007934];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
;105;0;105;;;;None;None;;;;;;;;;;;;;105;0;105;0;16.439.616.094.999.900;;;;;;;;;;;;;;;;clips/clip_hund_10_nosub_0.mp4;audios/clip_hund_10_nosub_0.mp3;audiovisual;[8.085762400180101];None;None;;;;;;118;A;2026-04-02_16h30.55.660;exp_sofc_final;;02.01.2026;60.258.496.918.229.300;2026-04-02 16h30.58.072685 +0200
