instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

,113,0,113,,,,None,None,,,,,,,,,,,,,113,0,113,0,1666.7680659169855,,,,,,,,,,,,,,,clips/clip_wurst_12_sub_0.mp4,audios/clip_wurst_12_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,114,0,114,,,,None,None,,,,,,,,,,,,,114,0,114,0,1676.156111166987,,,,,,,,,,,,,,,clips/clip_wurst_03_sub_1.mp4,audios/clip_wurst_03_sub_1.mp3,audiovisual,[4.512788958003512],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,115,0,115,,,,None,None,,,,,,,,,,,,,115,0,115,0,1688.8449149999942,,,,,,,,,,,,,,,clips/clip_wurst_19_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,116,0,116,,,,4,None,19.887746916996548,None,,,,,,,,,,,116,0,116,0,1700.6388660419907,,,,,,,,,,,,,,,clips/clip_holo_14_sub_0.mp4,audios/silence.mp3,visual,[],4,None,4,19.887746916996548,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,117,0,117,,,,None,None,,,,,,,,,,,,,117,0,117,0,1731.3730819580087,,,,,,,,,,,,,,,clips/clip_herz_10_nosub_0.mp4,audios/clip_herz_10_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,118,0,118,,,,None,None,,,,,,,,,,,,,118,0,118,0,1742.1353883330012,,,,,,,,,,,,,,,clips/clip_holo_05_nosub_2.mp4,audios/clip_holo_05_nosub_2.mp3,audiovisual,[7.103686749993358],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,119,0,119,,,,None,space,,,0.5391511670022737,None,,,,,,,,,119,0,119,0,1752.0474299580092,,,,,,,,,,,,,,,clips/clip_hund_19_nosub_0.mp4,audios/silence.mp3,visual,[],None,space,,,,0.5391511670022737,None,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,120,0,120,,,,None,None,,,,,,,,,,,,,120,0,120,0,1764.7429283749952,,,,,,,,,,,,,,,clips/clip_hund_09_sub_2.mp4,audios/silence.mp3,visual,[10.669039541011443],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,121,0,121,,,,3,None,6.189527875016211,None,,,,,,,,,,,121,0,121,0,1777.0414130830031,,,,,,,,,,,,,,,clips/clip_hund_10_sub_0.mp4,audios/clip_hund_10_sub_0.mp3,audiovisual,[],3,None,3,6.189527875016211,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,122,0,122,,,,None,None,,,,,,,,,,,,,122,0,122,0,1793.550167999987,,,,,,,,,,,,,,,clips/clip_herz_01_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,123,0,123,,,,None,None,,,,,,,,,,,,,123,0,123,0,1804.9170696669898,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/clip_wurst_32_sub_1.mp3,audiovisual,[7.381664249987807],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,124,0,124,,,,None,None,,,,,,,,,,,,,124,0,124,0,1816.2939079999924,,,,,,,,,,,,,,,clips/clip_holo_02_sub_2.mp4,audios/silence.mp3,visual,"[5.673873874999117, 8.496796874998836]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,125,0,125,,,,None,None,,,,,,,,,,,,,125,0,125,0,1828.2852316669887,,,,,,,,,,,,,,,clips/clip_wurst_28_sub_1.mp4,audios/clip_wurst_28_sub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,126,0,126,,,,None,None,,,,,,,,,,,,,126,0,126,0,1839.4051695420058,,,,,,,,,,,,,,,clips/clip_wurst_20_sub_0.mp4,audios/clip_wurst_20_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,127,0,127,,,,None,None,,,,,,,,,,,,,127,0,127,0,1850.1674395829905,,,,,,,,,,,,,,,clips/clip_wurst_29_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,128,0,128,,,,None,None,,,,,,,,,,,,,128,0,128,0,1863.0012601669878,,,,,,,,,,,,,,,clips/clip_lied_20_sub_2.mp4,audios/clip_lied_20_sub_2.mp3,audiovisual,"[3.9262680830142926, 8.564210500015179]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,129,0,129,,,,None,None,,,,,,,,,,,,,129,0,129,0,1874.4758035000123,,,,,,,,,,,,,,,clips/clip_lied_07_sub_1.mp4,audios/clip_lied_07_sub_1.mp3,audiovisual,[4.710266375011997],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,130,0,130,,,,None,None,,,,,,,,,,,,,130,0,130,0,1884.2452490419964,,,,,,,,,,,,,,,clips/clip_wurst_31_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,131,0,131,,,,None,None,,,,,,,,,,,,,131,0,131,0,1896.0319828329957,,,,,,,,,,,,,,,clips/clip_herz_06_nosub_2.mp4,audios/clip_herz_06_nosub_2.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,132,0,132,,,,None,None,,,,,,,,,,,,,132,0,132,0,1907.365187791991,,,,,,,,,,,,,,,clips/clip_wurst_04_nosub_2.mp4,audios/silence.mp3,visual,"[4.626179625018267, 7.057186582998838]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,133,0,133,,,,None,None,,,,,,,,,,,,,133,0,133,0,1919.8173107499897,,,,,,,,,,,,,,,clips/clip_holo_21_nosub_1.mp4,audios/clip_holo_21_nosub_1.mp3,audiovisual,[4.725261875020806],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,134,0,134,,,,None,None,,,,,,,,,,,,,134,0,134,0,1930.7842220829916,,,,,,,,,,,,,,,clips/clip_lied_02_sub_2.mp4,audios/silence.mp3,visual,[9.614241250004852],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,135,0,135,,,,3,None,8.45378029200947,None,,,,,,,,,,,135,0,135,0,1942.5852603749954,,,,,,,,,,,,,,,clips/clip_claude_22_sub_2.mp4,audios/clip_claude_22_sub_2.mp3,audiovisual,[8.183218624995789],3,None,3,8.45378029200947,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,136,0,136,,,,None,None,,,,,,,,,,,,,136,0,136,0,1962.6076299579872,,,,,,,,,,,,,,,clips/clip_weißt_27_sub_1.mp4,audios/silence.mp3,visual,[8.118291082995711],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,137,0,137,,,,None,None,,,,,,,,,,,,,137,0,137,0,1973.4568000829895,,,,,,,,,,,,,,,clips/clip_hund_20_nosub_0.mp4,audios/clip_hund_20_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,138,0,138,,,,None,None,,,,,,,,,,,,,138,0,138,0,1985.7295041669859,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/clip_hund_32_nosub_1.mp3,audiovisual,[4.862986708001699],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,139,0,139,,,,None,None,,,,,,,,,,,,,139,0,139,0,1996.5212495420128,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/silence.mp3,visual,"[2.979626458021812, 8.139464000007138]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,140,0,140,,,,2,None,4.189676332985982,None,,,,,,,,,,,140,0,140,0,2006.2391012079897,,,,,,,,,,,,,,,clips/clip_claude_26_sub_0.mp4,audios/clip_claude_26_sub_0.mp3,audiovisual,[5.635369416006142],2,None,2,4.189676332985982,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,141,0,141,,,,None,None,,,,,,,,,,,,,141,0,141,0,2022.152242125012,,,,,,,,,,,,,,,clips/clip_herz_15_sub_0.mp4,audios/silence.mp3,visual,[4.690282166993711],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,142,0,142,,,,3,None,6.6100597079785075,None,,,,,,,,,,,142,0,142,0,2034.9344300419907,,,,,,,,,,,,,,,clips/clip_lied_18_nosub_2.mp4,audios/clip_lied_18_nosub_2.mp3,audiovisual,"[5.504990791989258, 7.944997249986045]",3,None,3,6.6100597079785075,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,143,0,143,,,,3,None,3.9518796659831423,None,,,,,,,,,,,143,0,143,0,2053.040928375005,,,,,,,,,,,,,,,clips/clip_claude_27_nosub_0.mp4,audios/silence.mp3,visual,[],3,None,3,3.9518796659831423,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,144,0,144,,,,2,None,6.1479903330036905,None,,,,,,,,,,,144,0,144,0,2069.8078556669934,,,,,,,,,,,,,,,clips/clip_hund_13_sub_1.mp4,audios/silence.mp3,visual,"[2.5957107080030255, 6.056769415998133]",2,None,2,6.1479903330036905,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,145,0,145,,,,2,None,31.97170533298049,None,,,,,,,,,,,145,0,145,0,2088.532848792005,,,,,,,,,,,,,,,clips/clip_hund_34_sub_1.mp4,audios/silence.mp3,visual,"[3.5105059999914374, 6.338540083001135]",2,None,3,31.97170533298049,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,146,0,146,,,,None,None,,,,,,,,,,,,,146,0,146,0,2131.7961689580115,,,,,,,,,,,,,,,clips/clip_hund_27_sub_1.mp4,audios/silence.mp3,visual,"[3.6628090409794822, 7.544568290992174]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,147,0,147,,,,None,None,,,,,,,,,,,,,147,0,147,0,2142.795451541984,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/clip_holo_01_nosub_1.mp3,audiovisual,[4.294255916000111],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,148,0,148,,,,None,None,,,,,,,,,,,,,148,0,148,0,2152.778283416992,,,,,,,,,,,,,,,clips/clip_hund_04_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,149,0,149,,,,None,None,,,,,,,,,,,,,149,0,149,0,2163.0794494999864,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/clip_weißt_11_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,150,0,150,,,,None,None,,,,,,,,,,,,,150,0,150,0,2173.8626154999947,,,,,,,,,,,,,,,clips/clip_wurst_05_nosub_0.mp4,audios/clip_wurst_05_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,151,0,151,,,,None,None,,,,,,,,,,,,,151,0,151,0,2183.338060000009,,,,,,,,,,,,,,,clips/clip_lied_03_sub_1.mp4,audios/clip_lied_03_sub_1.mp3,audiovisual,[5.860284708003746],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,152,0,152,,,,None,None,,,,,,,,,,,,,152,0,152,0,2194.650155292009,,,,,,,,,,,,,,,clips/clip_hund_16_nosub_1.mp4,audios/clip_hund_16_nosub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,153,0,153,,,,None,None,,,,,,,,,,,,,153,0,153,0,2206.2699630419957,,,,,,,,,,,,,,,clips/clip_claude_19_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,154,0,154,,,,None,None,,,,,,,,,,,,,154,0,154,0,2217.485269833007,,,,,,,,,,,,,,,clips/clip_hund_14_sub_2.mp4,audios/clip_hund_14_sub_2.mp3,audiovisual,[5.865546958026243],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,155,0,155,,,,None,None,,,,,,,,,,,,,155,0,155,0,2228.159281375003,,,,,,,,,,,,,,,clips/clip_weißt_30_nosub_2.mp4,audios/clip_weißt_30_nosub_2.mp3,audiovisual,[11.989720625017071],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,156,0,156,,,,4,None,4.346110249985941,None,,,,,,,,,,,156,0,156,0,2240.926547250012,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/silence.mp3,visual,[],4,None,4,4.346110249985941,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,157,0,157,,,,None,None,,,,,,,,,,,,,157,0,157,0,2258.698569250002,,,,,,,,,,,,,,,clips/clip_claude_09_sub_2.mp4,audios/silence.mp3,visual,"[4.268777416989906, 8.941715332999593]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,158,0,158,,,,None,None,,,,,,,,,,,,,158,0,158,0,2269.6940139170038,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/clip_weißt_13_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,159,0,159,,,,4,None,16.910793791990727,None,,,,,,,,,,,159,0,159,0,2281.27481599999,,,,,,,,,,,,,,,clips/clip_hund_07_nosub_1.mp4,audios/silence.mp3,visual,"[0.22123712502070703, 6.567975458019646]",4,None,4,16.910793791990727,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,160,0,160,,,,None,None,,,,,,,,,,,,,160,0,160,0,2310.6478163329884,,,,,,,,,,,,,,,clips/clip_lied_14_nosub_0.mp4,audios/clip_lied_14_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,161,0,161,,,,None,None,,,,,,,,,,,,,161,0,161,0,2321.1045170419966,,,,,,,,,,,,,,,clips/clip_dampf_04_nosub_1.mp4,audios/clip_dampf_04_nosub_1.mp3,audiovisual,[5.06028583299485],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,162,0,162,,,,None,None,,,,,,,,,,,,,162,0,162,0,2331.494529082993,,,,,,,,,,,,,,,clips/clip_herz_05_nosub_0.mp4,audios/silence.mp3,visual,[5.9654862500028685],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,163,0,163,,,,None,None,,,,,,,,,,,,,163,0,163,0,2342.6070698330004,,,,,,,,,,,,,,,clips/clip_weißt_02_sub_0.mp4,audios/clip_weißt_02_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,164,0,164,,,,None,None,,,,,,,,,,,,,164,0,164,0,2353.380448916985,,,,,,,,,,,,,,,clips/clip_weißt_08_nosub_0.mp4,audios/silence.mp3,visual,[7.668239249003818],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,165,0,165,,,,None,None,,,,,,,,,,,,,165,0,165,0,2364.381062625005,,,,,,,,,,,,,,,clips/clip_weißt_01_sub_1.mp4,audios/silence.mp3,visual,[5.983498415997019],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,166,0,166,,,,None,None,,,,,,,,,,,,,166,0,166,0,2376.161202416988,,,,,,,,,,,,,,,clips/clip_herz_07_sub_2.mp4,audios/silence.mp3,visual,"[5.046181040990632, 10.997047040989855]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,167,0,167,,,,None,None,,,,,,,,,,,,,167,0,167,0,2388.9657220829977,,,,,,,,,,,,,,,clips/clip_dampf_01_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,168,0,168,,,,None,None,,,,,,,,,,,,,168,0,168,0,2399.1677010830026,,,,,,,,,,,,,,,clips/clip_weißt_12_sub_1.mp4,audios/silence.mp3,visual,[9.244789332995424],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,169,0,169,,,,None,None,,,,,,,,,,,,,169,0,169,0,2411.857163000008,,,,,,,,,,,,,,,clips/clip_dampf_06_sub_2.mp4,audios/clip_dampf_06_sub_2.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,170,0,170,,,,None,None,,,,,,,,,,,,,170,0,170,0,2421.6440676249913,,,,,,,,,,,,,,,clips/clip_holo_11_sub_2.mp4,audios/clip_holo_11_sub_2.mp3,audiovisual,[9.22172824901645],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,171,0,171,,,,None,None,,,,,,,,,,,,,171,0,171,0,2432.059723167011,,,,,,,,,,,,,,,clips/clip_wurst_17_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,172,0,172,,,,None,None,,,,,,,,,,,,,172,0,172,0,2440.849386042013,,,,,,,,,,,,,,,clips/clip_holo_03_sub_1.mp4,audios/clip_holo_03_sub_1.mp3,audiovisual,"[7.4542398329940625, 9.678309248993173]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,173,0,173,,,,None,None,,,,,,,,,,,,,173,0,173,0,2451.156015707995,,,,,,,,,,,,,,,clips/clip_wurst_16_sub_0.mp4,audios/clip_wurst_16_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,174,0,174,,,,None,None,,,,,,,,,,,,,174,0,174,0,2461.9478613329993,,,,,,,,,,,,,,,clips/clip_holo_16_nosub_1.mp4,audios/silence.mp3,visual,[10.271929083013674],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,175,0,175,,,,None,None,,,,,,,,,,,,,175,0,175,0,2474.796661250002,,,,,,,,,,,,,,,clips/clip_claude_20_nosub_1.mp4,audios/clip_claude_20_nosub_1.mp3,audiovisual,[6.714090374996886],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,176,0,176,,,,None,None,,,,,,,,,,,,,176,0,176,0,2487.582252249995,,,,,,,,,,,,,,,clips/clip_holo_10_sub_1.mp4,audios/silence.mp3,visual,[6.537018375005573],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,177,0,177,,,,None,None,,,,,,,,,,,,,177,0,177,0,2498.2982305419864,,,,,,,,,,,,,,,clips/clip_claude_05_sub_2.mp4,audios/silence.mp3,visual,[4.6467682080110535],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,178,0,178,,,,3,None,4.673314624989871,None,,,,,,,,,,,178,0,178,0,2510.3625054580043,,,,,,,,,,,,,,,clips/clip_lied_12_nosub_0.mp4,audios/silence.mp3,visual,[],3,None,3,4.673314624989871,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,179,0,179,,,,None,None,,,,,,,,,,,,,179,0,179,0,2524.8616317920096,,,,,,,,,,,,,,,clips/clip_herz_03_sub_2.mp4,audios/silence.mp3,visual,[4.622623998991912],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
