instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

,38,0,38,,,,None,None,,,,,,,,,,,,,38,0,38,0,692.259370292013,,,,,,,,,,,,,,,clips/clip_lied_19_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,39,0,39,,,,None,None,,,,,,,,,,,,,39,0,39,0,703.7189653750102,,,,,,,,,,,,,,,clips/clip_lied_01_nosub_1.mp4,audios/clip_lied_01_nosub_1.mp3,audiovisual,[5.060383915988496],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,40,0,40,,,,None,None,,,,,,,,,,,,,40,0,40,0,714.4991208749998,,,,,,,,,,,,,,,clips/clip_claude_15_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,41,0,41,,,,2,None,8.059727791987825,None,,,,,,,,,,,41,0,41,0,727.3044843749958,,,,,,,,,,,,,,,clips/clip_weißt_03_nosub_0.mp4,audios/silence.mp3,visual,[],2,None,3,8.059727791987825,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,42,0,42,,,,None,None,,,,,,,,,,,,,42,0,42,0,748.1827696250111,,,,,,,,,,,,,,,clips/clip_wurst_06_sub_2.mp4,audios/silence.mp3,visual,[8.416658623988042],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,43,0,43,,,,None,None,,,,,,,,,,,,,43,0,43,0,760.0253413750033,,,,,,,,,,,,,,,clips/clip_claude_13_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,44,0,44,,,,None,None,,,,,,,,,,,,,44,0,44,0,770.0193283749977,,,,,,,,,,,,,,,clips/clip_lied_15_sub_2.mp4,audios/silence.mp3,visual,[7.474662916996749],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,45,0,45,,,,None,None,,,,,,,,,,,,,45,0,45,0,778.1544920419983,,,,,,,,,,,,,,,clips/clip_weißt_20_nosub_1.mp4,audios/clip_weißt_20_nosub_1.mp3,audiovisual,[8.015491625003051],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,46,0,46,,,,None,None,,,,,,,,,,,,,46,0,46,0,788.7589973330032,,,,,,,,,,,,,,,clips/clip_weißt_26_nosub_1.mp4,audios/clip_weißt_26_nosub_1.mp3,audiovisual,[7.67695041699335],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,47,0,47,,,,4,None,6.74905545799993,None,,,,,,,,,,,47,0,47,0,799.7462962919963,,,,,,,,,,,,,,,clips/clip_hund_29_sub_0.mp4,audios/clip_hund_29_sub_0.mp3,audiovisual,[],4,None,4,6.74905545799993,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,48,0,48,,,,None,None,,,,,,,,,,,,,48,0,48,0,818.7124238329998,,,,,,,,,,,,,,,clips/clip_lied_04_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,49,0,49,,,,None,None,,,,,,,,,,,,,49,0,49,0,830.4698002079967,,,,,,,,,,,,,,,clips/clip_wurst_15_sub_2.mp4,audios/silence.mp3,visual,[5.932252750004409],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,50,0,50,,,,None,None,,,,,,,,,,,,,50,0,50,0,840.6716236670036,,,,,,,,,,,,,,,clips/clip_herz_04_sub_0.mp4,audios/clip_herz_04_sub_0.mp3,audiovisual,[8.032154082990019],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,51,0,51,,,,None,None,,,,,,,,,,,,,51,0,51,0,852.4653164999909,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/clip_lied_16_sub_2.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,52,0,52,,,,None,None,,,,,,,,,,,,,52,0,52,0,863.8114209999912,,,,,,,,,,,,,,,clips/clip_holo_26_nosub_2.mp4,audios/clip_holo_26_nosub_2.mp3,audiovisual,[6.234462374995928],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,53,0,53,,,,1,None,3.943002999993041,None,,,,,,,,,,,53,0,53,0,873.783578750008,,,,,,,,,,,,,,,clips/clip_claude_07_nosub_0.mp4,audios/silence.mp3,visual,[],1,None,1,3.943002999993041,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,54,0,54,,,,None,None,,,,,,,,,,,,,54,0,54,0,888.552165208006,,,,,,,,,,,,,,,clips/clip_claude_21_sub_1.mp4,audios/silence.mp3,visual,[9.883256791013991],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,55,0,55,,,,None,None,,,,,,,,,,,,,55,0,55,0,901.5769993749855,,,,,,,,,,,,,,,clips/clip_holo_07_sub_0.mp4,audios/clip_holo_07_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,56,0,56,,,,2,None,5.545555415999843,None,,,,,,,,,,,56,0,56,0,911.7498729169893,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/clip_holo_09_nosub_2.mp3,audiovisual,[],2,None,2,5.545555415999843,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,57,0,57,,,,None,None,,,,,,,,,,,,,57,0,57,0,929.5073293329915,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,58,0,58,,,,None,None,,,,,,,,,,,,,58,0,58,0,941.8947361669852,,,,,,,,,,,,,,,clips/clip_wurst_36_sub_0.mp4,audios/clip_wurst_36_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,59,0,59,,,,2,space,8.26142795800115,None,6.786214666994056,None,,,,,,,,,59,0,59,0,952.5163697079988,,,,,,,,,,,,,,,clips/clip_wurst_21_nosub_0.mp4,audios/silence.mp3,visual,[],2,space,2,8.26142795800115,None,6.786214666994056,None,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,60,0,60,,,,2,None,4.031267042009858,None,,,,,,,,,,,60,0,60,0,978.8978229170025,,,,,,,,,,,,,,,clips/clip_claude_25_sub_0.mp4,audios/silence.mp3,visual,[],2,None,2,4.031267042009858,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,61,0,61,,,,None,None,,,,,,,,,,,,,61,0,61,0,993.916381041985,,,,,,,,,,,,,,,clips/clip_claude_12_nosub_0.mp4,audios/clip_claude_12_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,62,0,62,,,,None,None,,,,,,,,,,,,,62,0,62,0,1003.8769757499977,,,,,,,,,,,,,,,clips/clip_claude_17_sub_1.mp4,audios/silence.mp3,visual,[10.635603250004351],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,63,0,63,,,,None,None,,,,,,,,,,,,,63,0,63,0,1016.1652955829923,,,,,,,,,,,,,,,clips/clip_herz_08_sub_0.mp4,audios/clip_herz_08_sub_0.mp3,audiovisual,[9.506625500012888],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,64,0,64,,,,1,None,17.089972248999402,None,,,,,,,,,,,64,0,64,0,1029.010713208001,,,,,,,,,,,,,,,clips/clip_holo_06_sub_2.mp4,audios/silence.mp3,visual,"[5.278567375004059, 8.931737583014183]",1,None,1,17.089972248999402,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,65,0,65,,,,4,None,11.467138249019627,None,,,,,,,,,,,65,0,65,0,1056.6682022500027,,,,,,,,,,,,,,,clips/clip_claude_11_nosub_0.mp4,audios/silence.mp3,visual,[],4,None,4,11.467138249019627,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,66,0,66,,,,None,None,,,,,,,,,,,,,66,0,66,0,1078.9351337919943,,,,,,,,,,,,,,,clips/clip_hund_17_sub_1.mp4,audios/silence.mp3,visual,[7.063142832979793],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,67,0,67,,,,1,None,2.7159837909857742,None,,,,,,,,,,,67,0,67,0,1091.985218832997,,,,,,,,,,,,,,,clips/clip_hund_36_nosub_2.mp4,audios/silence.mp3,visual,[5.887281417002669],1,None,1,2.7159837909857742,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,68,0,68,,,,None,None,,,,,,,,,,,,,68,0,68,0,1104.6662945419957,,,,,,,,,,,,,,,clips/clip_wurst_30_nosub_1.mp4,audios/clip_wurst_30_nosub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,69,0,69,,,,None,None,,,,,,,,,,,,,69,0,69,0,1115.4605039170128,,,,,,,,,,,,,,,clips/clip_holo_08_nosub_2.mp4,audios/silence.mp3,visual,[9.143123999994714],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,70,0,70,,,,None,None,,,,,,,,,,,,,70,0,70,0,1127.0381369169918,,,,,,,,,,,,,,,clips/clip_wurst_08_nosub_1.mp4,audios/silence.mp3,visual,[5.367380665993551],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,71,0,71,,,,None,None,,,,,,,,,,,,,71,0,71,0,1136.3337696669914,,,,,,,,,,,,,,,clips/clip_lied_10_sub_1.mp4,audios/silence.mp3,visual,[4.410053915984463],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,72,0,72,,,,None,None,,,,,,,,,,,,,72,0,72,0,1148.621236292005,,,,,,,,,,,,,,,clips/clip_holo_18_sub_0.mp4,audios/silence.mp3,visual,[6.677685166010633],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,73,0,73,,,,None,None,,,,,,,,,,,,,73,0,73,0,1161.2616803749988,,,,,,,,,,,,,,,clips/clip_claude_14_sub_0.mp4,audios/clip_claude_14_sub_0.mp3,audiovisual,"[3.1915208749996964, 8.911399833014002]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,74,0,74,,,,None,None,,,,,,,,,,,,,74,0,74,0,1173.1163148329942,,,,,,,,,,,,,,,clips/clip_wurst_18_nosub_0.mp4,audios/clip_wurst_18_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,75,0,75,,,,None,None,,,,,,,,,,,,,75,0,75,0,1183.9144116670068,,,,,,,,,,,,,,,clips/clip_wurst_35_sub_0.mp4,audios/silence.mp3,visual,[7.5134873329952825],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,76,0,76,,,,1,None,6.866971500014188,None,,,,,,,,,,,76,0,76,0,1193.9681309169973,,,,,,,,,,,,,,,clips/clip_herz_11_sub_0.mp4,audios/silence.mp3,visual,[5.0454635829955805],1,None,3,6.866971500014188,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,77,0,77,,,,None,None,,,,,,,,,,,,,77,0,77,0,1210.9172897500102,,,,,,,,,,,,,,,clips/clip_holo_04_nosub_2.mp4,audios/silence.mp3,visual,"[3.121822000015527, 7.043741875007981]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,78,0,78,,,,3,None,9.703027165989624,None,,,,,,,,,,,78,0,78,0,1223.7021157080017,,,,,,,,,,,,,,,clips/clip_holo_13_nosub_1.mp4,audios/clip_holo_13_nosub_1.mp3,audiovisual,[4.461579541006358],3,None,3,9.703027165989624,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,79,0,79,,,,None,None,,,,,,,,,,,,,79,0,79,0,1246.035054042004,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/clip_hund_24_nosub_1.mp3,audiovisual,[8.346919167001033],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,80,0,80,,,,None,None,,,,,,,,,,,,,80,0,80,0,1258.812527333008,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/clip_dampf_02_sub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,81,0,81,,,,None,None,,,,,,,,,,,,,81,0,81,0,1268.9124699579843,,,,,,,,,,,,,,,clips/clip_holo_12_nosub_1.mp4,audios/silence.mp3,visual,[8.601883374998579],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,82,0,82,,,,None,None,,,,,,,,,,,,,82,0,82,0,1279.7028587920067,,,,,,,,,,,,,,,clips/clip_holo_17_nosub_0.mp4,audios/clip_holo_17_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,83,0,83,,,,None,None,,,,,,,,,,,,,83,0,83,0,1290.280562208005,,,,,,,,,,,,,,,clips/clip_weißt_16_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,84,0,84,,,,None,None,,,,,,,,,,,,,84,0,84,0,1301.579385582998,,,,,,,,,,,,,,,clips/clip_herz_13_nosub_0.mp4,audios/silence.mp3,visual,"[0.529795375012327, 7.765229833021294]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,85,0,85,,,,None,None,,,,,,,,,,,,,85,0,85,0,1313.5691745830118,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/clip_herz_02_nosub_0.mp3,audiovisual,[9.13331441601622],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,86,0,86,,,,None,None,,,,,,,,,,,,,86,0,86,0,1326.720148374996,,,,,,,,,,,,,,,clips/clip_dampf_03_nosub_1.mp4,audios/silence.mp3,visual,[7.686071083007846],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,87,0,87,,,,None,None,,,,,,,,,,,,,87,0,87,0,1335.1059234999993,,,,,,,,,,,,,,,clips/clip_weißt_19_nosub_1.mp4,audios/silence.mp3,visual,[4.537544833001448],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,88,0,88,,,,None,None,,,,,,,,,,,,,88,0,88,0,1345.9034695420123,,,,,,,,,,,,,,,clips/clip_lied_08_nosub_1.mp4,audios/silence.mp3,visual,[7.559329290990718],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,89,0,89,,,,None,None,,,,,,,,,,,,,89,0,89,0,1355.792268958001,,,,,,,,,,,,,,,clips/clip_hund_03_nosub_1.mp4,audios/clip_hund_03_nosub_1.mp3,audiovisual,[6.530118124996079],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,90,0,90,,,,None,None,,,,,,,,,,,,,90,0,90,0,1368.4664851250127,,,,,,,,,,,,,,,clips/clip_wurst_14_nosub_1.mp4,audios/clip_wurst_14_nosub_1.mp3,audiovisual,[7.798270375002176],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,91,0,91,,,,None,None,,,,,,,,,,,,,91,0,91,0,1379.2807188330044,,,,,,,,,,,,,,,clips/clip_hund_18_sub_1.mp4,audios/clip_hund_18_sub_1.mp3,audiovisual,[6.960816999984672],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,92,0,92,,,,3,None,14.073418457992375,None,,,,,,,,,,,92,0,92,0,1390.0478527079977,,,,,,,,,,,,,,,clips/clip_wurst_01_sub_0.mp4,audios/silence.mp3,visual,[],3,None,3,14.073418457992375,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,93,0,93,,,,None,None,,,,,,,,,,,,,93,0,93,0,1414.860671708011,,,,,,,,,,,,,,,clips/clip_claude_01_sub_2.mp4,audios/silence.mp3,visual,"[6.951343499997165, 9.205442915990716]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,94,0,94,,,,4,None,18.802123833011137,None,,,,,,,,,,,94,0,94,0,1426.577655583009,,,,,,,,,,,,,,,clips/clip_holo_27_sub_1.mp4,audios/silence.mp3,visual,[5.668617582996376],4,None,4,18.802123833011137,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,95,0,95,,,,None,None,,,,,,,,,,,,,95,0,95,0,1456.2321301669872,,,,,,,,,,,,,,,clips/clip_holo_23_sub_1.mp4,audios/clip_holo_23_sub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,96,0,96,,,,None,None,,,,,,,,,,,,,96,0,96,0,1467.0333016669902,,,,,,,,,,,,,,,clips/clip_weißt_23_sub_1.mp4,audios/clip_weißt_23_sub_1.mp3,audiovisual,[8.439207165996777],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,97,0,97,,,,2,None,7.582430165988626,None,,,,,,,,,,,97,0,97,0,1479.2219097919879,,,,,,,,,,,,,,,clips/clip_hund_12_nosub_1.mp4,audios/clip_hund_12_nosub_1.mp3,audiovisual,[9.920327958010603],2,None,2,7.582430165988626,None,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,98,0,98,,,,None,None,,,,,,,,,,,,,98,0,98,0,1498.8495829169988,,,,,,,,,,,,,,,clips/clip_weißt_04_nosub_0.mp4,audios/clip_weißt_04_nosub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,99,0,99,,,,None,None,,,,,,,,,,,,,99,0,99,0,1509.6927631669969,,,,,,,,,,,,,,,clips/clip_claude_02_sub_1.mp4,audios/clip_claude_02_sub_1.mp3,audiovisual,[5.943115249014227],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,100,0,100,,,,None,None,,,,,,,,,,,,,100,0,100,0,1520.2929676669883,,,,,,,,,,,,,,,clips/clip_holo_19_sub_1.mp4,audios/clip_holo_19_sub_1.mp3,audiovisual,[6.5983457079855725],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,101,0,101,,,,None,None,,,,,,,,,,,,,101,0,101,0,1531.0854544999893,,,,,,,,,,,,,,,clips/clip_wurst_25_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,102,0,102,,,,None,None,,,,,,,,,,,,,102,0,102,0,1543.0794981670042,,,,,,,,,,,,,,,clips/clip_hund_08_nosub_1.mp4,audios/clip_hund_08_nosub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,103,0,103,,,,None,None,,,,,,,,,,,,,103,0,103,0,1553.8533526250103,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/clip_claude_06_sub_1.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,104,0,104,,,,None,None,,,,,,,,,,,,,104,0,104,0,1567.1679412499943,,,,,,,,,,,,,,,clips/clip_dampf_05_sub_2.mp4,audios/silence.mp3,visual,[3.7398163330217358],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,105,0,105,,,,None,None,,,,,,,,,,,,,105,0,105,0,1576.6357222500083,,,,,,,,,,,,,,,clips/clip_hund_22_sub_1.mp4,audios/clip_hund_22_sub_1.mp3,audiovisual,[8.965613958018366],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,106,0,106,,,,None,None,,,,,,,,,,,,,106,0,106,0,1587.4174224169983,,,,,,,,,,,,,,,clips/clip_holo_24_nosub_2.mp4,audios/silence.mp3,visual,"[7.24960529099917, 9.805598415987333]",None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,107,0,107,,,,None,None,,,,,,,,,,,,,107,0,107,0,1598.0160051250132,,,,,,,,,,,,,,,clips/clip_wurst_11_sub_0.mp4,audios/silence.mp3,visual,[12.048695125005906],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,108,0,108,,,,None,None,,,,,,,,,,,,,108,0,108,0,1610.7804485420056,,,,,,,,,,,,,,,clips/clip_wurst_33_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,109,0,109,,,,None,None,,,,,,,,,,,,,109,0,109,0,1621.2949296669976,,,,,,,,,,,,,,,clips/clip_weißt_15_nosub_1.mp4,audios/clip_weißt_15_nosub_1.mp3,audiovisual,[5.1282974159985315],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,110,0,110,,,,None,None,,,,,,,,,,,,,110,0,110,0,1632.9920364579884,,,,,,,,,,,,,,,clips/clip_herz_16_sub_0.mp4,audios/clip_herz_16_sub_0.mp3,audiovisual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,111,0,111,,,,None,None,,,,,,,,,,,,,111,0,111,0,1642.7645769999945,,,,,,,,,,,,,,,clips/clip_hund_30_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
,112,0,112,,,,None,None,,,,,,,,,,,,,112,0,112,0,1655.5609280829958,,,,,,,,,,,,,,,clips/clip_hund_15_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,115,A,2026-04-04_15h01.12.932,exp_sofc_final,,2025.2.3,None,2026-04-04 15h01.13.856147 +0200,
