instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
;6;0;6;;;;None;None;;;;;;;;;;;;;6;0;6;0;3.428.541.195.001.450;;;;;;;;;;;;;;;;clips/clip_weißt_22_sub_0.mp4;audios/clip_weißt_22_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;7;0;7;;;;3;None;45.991.936.000.064.000;None;;;;;;;;;;;7;0;7;0;3.548.079.550.000.830;;;;;;;;;;;;;;;;clips/clip_holo_13_sub_1.mp4;audios/silence.mp3;visual;[];3;None;3;45.991.936.000.064.000;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;8;0;8;;;;None;None;;;;;;;;;;;;;8;0;8;0;37.222.688.979.981.400;;;;;;;;;;;;;;;;clips/clip_holo_07_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;9;0;9;;;;None;None;;;;;;;;;;;;;9;0;9;0;3.824.567.884.998.390;;;;;;;;;;;;;;;;clips/clip_claude_09_sub_2.mp4;audios/clip_claude_09_sub_2.mp3;audiovisual;[4.237894000019878];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;10;0;10;;;;None;None;;;;;;;;;;;;;10;0;10;0;3.935.316.162.998.780;;;;;;;;;;;;;;;;clips/clip_hund_05_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;11;0;11;;;;4;None;8.263.765.799.812.970;None;;;;;;;;;;;11;0;11;0;4.054.690.613.001.580;;;;;;;;;;;;;;;;clips/clip_holo_05_sub_2.mp4;audios/silence.mp3;visual;[7.780616099946201];4;None;4;8.263.765.799.812.970;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;12;0;12;;;;None;None;;;;;;;;;;;;;12;0;12;0;4.238.750.105.998.470;;;;;;;;;;;;;;;;clips/clip_hund_04_sub_0.mp4;audios/clip_hund_04_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;13;0;13;;;;None;None;;;;;;;;;;;;;13;0;13;0;43.412.821.599.980.800;;;;;;;;;;;;;;;;clips/clip_holo_26_sub_2.mp4;audios/silence.mp3;visual;[8.103497699834406];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;14;0;14;;;;None;None;;;;;;;;;;;;;14;0;14;0;4.442.207.007.999.530;;;;;;;;;;;;;;;;clips/clip_weißt_29_nosub_1.mp4;audios/clip_weißt_29_nosub_1.mp3;audiovisual;[7.639946799725294];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;15;0;15;;;;None;None;;;;;;;;;;;;;15;0;15;0;45.666.075.609.996.900;;;;;;;;;;;;;;;;clips/clip_hund_34_sub_1.mp4;audios/clip_hund_34_sub_1.mp3;audiovisual;[9.651766899973154];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;16;0;16;;;;None;None;;;;;;;;;;;;;16;0;16;0;4.679.343.125.000.590;;;;;;;;;;;;;;;;clips/clip_weißt_08_nosub_0.mp4;audios/clip_weißt_08_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;17;0;17;;;;None;None;;;;;;;;;;;;;17;0;17;0;4.790.176.634.998.060;;;;;;;;;;;;;;;;clips/clip_holo_20_nosub_1.mp4;audios/clip_holo_20_nosub_1.mp3;audiovisual;[0.3255202998407185];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;18;0;18;;;;None;None;;;;;;;;;;;;;18;0;18;0;4.892.315.842.998.210;;;;;;;;;;;;;;;;clips/clip_holo_03_nosub_1.mp4;audios/silence.mp3;visual;[7.799853200092912];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;19;0;19;;;;None;None;;;;;;;;;;;;;19;0;19;0;49.969.322.060.002.000;;;;;;;;;;;;;;;;clips/clip_hund_23_nosub_1.mp4;audios/clip_hund_23_nosub_1.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;20;0;20;;;;3;None;57.726.183.999.329.800;None;;;;;;;;;;;20;0;20;0;51.150.076.310.010.600;;;;;;;;;;;;;;;;clips/clip_hund_21_sub_1.mp4;audios/clip_hund_21_sub_1.mp3;audiovisual;[6.699013900011778];3;None;4;57.726.183.999.329.800;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;21;0;21;;;;4;None;4.568.259.099.964.050;None;;;;;;;;;;;21;0;21;0;5.282.618.402.000.510;;;;;;;;;;;;;;;;clips/clip_herz_08_nosub_0.mp4;audios/silence.mp3;visual;[5.280032400041819, 9.730962300207466];4;None;4;4.568.259.099.964.050;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;22;0;22;;;;2;None;36.775.271.999.649.700;None;;;;;;;;;;;22;0;22;0;5.457.008.915.999.900;;;;;;;;;;;;;;;;clips/clip_wurst_30_sub_1.mp4;audios/silence.mp3;visual;[];2;None;2;36.775.271.999.649.700;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;23;0;23;;;;None;None;;;;;;;;;;;;;23;0;23;0;5.602.701.757.000.750;;;;;;;;;;;;;;;;clips/clip_weißt_19_nosub_1.mp4;audios/clip_weißt_19_nosub_1.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;24;0;24;;;;None;None;;;;;;;;;;;;;24;0;24;0;5.711.465.624.999.250;;;;;;;;;;;;;;;;clips/clip_weißt_23_nosub_1.mp4;audios/silence.mp3;visual;[0.23495559999719262, 9.022637499962002];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;25;0;25;;;;None;None;;;;;;;;;;;;;25;0;25;0;5.834.321.566.000.580;;;;;;;;;;;;;;;;clips/clip_weißt_13_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;26;0;26;;;;None;None;;;;;;;;;;;;;26;0;26;0;5.951.374.770.998.950;;;;;;;;;;;;;;;;clips/clip_weißt_30_sub_2.mp4;audios/silence.mp3;visual;[12.114301499910653];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;27;0;27;;;;None;None;;;;;;;;;;;;;27;0;27;0;6.080.322.122.997.600;;;;;;;;;;;;;;;;clips/clip_hund_13_sub_1.mp4;audios/clip_hund_13_sub_1.mp3;audiovisual;[6.550481999758631];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;28;0;28;;;;None;None;;;;;;;;;;;;;28;0;28;0;6.206.104.598.999.950;;;;;;;;;;;;;;;;clips/clip_holo_16_nosub_1.mp4;audios/clip_holo_16_nosub_1.mp3;audiovisual;[10.259074099827558];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;29;0;29;;;;None;None;;;;;;;;;;;;;29;0;29;0;6.335.313.224.000.850;;;;;;;;;;;;;;;;clips/clip_wurst_29_nosub_1.mp4;audios/clip_wurst_29_nosub_1.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;30;0;30;;;;None;None;;;;;;;;;;;;;30;0;30;0;6.463.136.130.999.770;;;;;;;;;;;;;;;;clips/clip_weißt_28_nosub_1.mp4;audios/silence.mp3;visual;[2.437883199658245, 7.112504899967462];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;31;0;31;;;;1;None;3.434.553.800.150.750;None;;;;;;;;;;;31;0;31;0;6.572.798.544.000.830;;;;;;;;;;;;;;;;clips/clip_holo_08_nosub_2.mp4;audios/clip_holo_08_nosub_2.mp3;audiovisual;[9.203789399936795];1;None;1;3.434.553.800.150.750;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;32;0;32;;;;None;None;;;;;;;;;;;;;32;0;32;0;6.723.354.560.998.260;;;;;;;;;;;;;;;;clips/clip_holo_01_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;33;0;33;;;;3;None;49.445.013.999.938.900;None;;;;;;;;;;;33;0;33;0;6.823.777.163.997.290;;;;;;;;;;;;;;;;clips/clip_wurst_36_nosub_0.mp4;audios/silence.mp3;visual;[0.438780200202018];3;None;3;49.445.013.999.938.900;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;34;0;34;;;;None;None;;;;;;;;;;;;;34;0;34;0;6.981.661.080.997.430;;;;;;;;;;;;;;;;clips/clip_holo_23_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;35;0;35;;;;None;None;;;;;;;;;;;;;35;0;35;0;7.089.607.092.998.920;;;;;;;;;;;;;;;;clips/clip_wurst_07_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;36;0;36;;;;None;None;;;;;;;;;;;;;36;0;36;0;719.862.384.499.982;;;;;;;;;;;;;;;;clips/clip_lied_11_nosub_1.mp4;audios/silence.mp3;visual;[8.232419000007212];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;37;0;37;;;;None;None;;;;;;;;;;;;;37;0;37;0;7.317.358.944.998.120;;;;;;;;;;;;;;;;clips/clip_wurst_12_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;38;0;38;;;;None;None;;;;;;;;;;;;;38;0;38;0;741.319.119.299.762;;;;;;;;;;;;;;;;clips/clip_hund_30_nosub_0.mp4;audios/clip_hund_30_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;39;0;39;;;;None;None;;;;;;;;;;;;;39;0;39;0;754.236.012.800.131;;;;;;;;;;;;;;;;clips/clip_claude_17_sub_1.mp4;audios/clip_claude_17_sub_1.mp3;audiovisual;[10.424012300092727];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;40;0;40;;;;None;None;;;;;;;;;;;;;40;0;40;0;7.665.407.292.000.010;;;;;;;;;;;;;;;;clips/clip_claude_25_sub_0.mp4;audios/clip_claude_25_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;41;0;41;;;;None;None;;;;;;;;;;;;;41;0;41;0;7.776.122.424.001.800;;;;;;;;;;;;;;;;clips/clip_claude_03_nosub_1.mp4;audios/clip_claude_03_nosub_1.mp3;audiovisual;[5.634354999754578];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;42;0;42;;;;None;None;;;;;;;;;;;;;42;0;42;0;7.899.565.282.999.530;;;;;;;;;;;;;;;;clips/clip_holo_06_sub_2.mp4;audios/clip_holo_06_sub_2.mp3;audiovisual;[5.052790900226682, 8.910323000047356];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;43;0;43;;;;None;None;;;;;;;;;;;;;43;0;43;0;8.006.168.720.000.420;;;;;;;;;;;;;;;;clips/clip_herz_16_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;44;0;44;;;;None;None;;;;;;;;;;;;;44;0;44;0;8.105.828.780.997.540;;;;;;;;;;;;;;;;clips/clip_weißt_14_nosub_2.mp4;audios/clip_weißt_14_nosub_2.mp3;audiovisual;[2.9339072997681797, 8.246181100141257];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;45;0;45;;;;None;None;;;;;;;;;;;;;45;0;45;0;820.417.852.899.991;;;;;;;;;;;;;;;;clips/clip_herz_11_sub_0.mp4;audios/clip_herz_11_sub_0.mp3;audiovisual;[1.6173159000463784, 5.0921477996744215];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;46;0;46;;;;None;None;;;;;;;;;;;;;46;0;46;0;8.305.812.309.999.010;;;;;;;;;;;;;;;;clips/clip_wurst_08_nosub_1.mp4;audios/clip_wurst_08_nosub_1.mp3;audiovisual;[5.328487699851394];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;47;0;47;;;;None;None;;;;;;;;;;;;;47;0;47;0;8.398.961.165.999.060;;;;;;;;;;;;;;;;clips/clip_weißt_11_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;48;0;48;;;;None;None;;;;;;;;;;;;;48;0;48;0;8.507.649.407.000.280;;;;;;;;;;;;;;;;clips/clip_holo_21_sub_1.mp4;audios/silence.mp3;visual;[5.138556899968535];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;49;0;49;;;;None;None;;;;;;;;;;;;;49;0;49;0;8.617.799.064.000.130;;;;;;;;;;;;;;;;clips/clip_herz_10_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;50;0;50;;;;None;None;;;;;;;;;;;;;50;0;50;0;8.726.516.837.999.220;;;;;;;;;;;;;;;;clips/clip_hund_14_nosub_2.mp4;audios/silence.mp3;visual;[5.790224799886346];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;51;0;51;;;;None;None;;;;;;;;;;;;;51;0;51;0;8.835.993.393.999.520;;;;;;;;;;;;;;;;clips/clip_wurst_27_sub_1.mp4;audios/clip_wurst_27_sub_1.mp3;audiovisual;[6.491390699986368];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
