instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
;52;0;52;;;;None;None;;;;;;;;;;;;;52;0;52;0;8.945.874.478.998.590;;;;;;;;;;;;;;;;clips/clip_hund_11_nosub_1.mp4;audios/clip_hund_11_nosub_1.mp3;audiovisual;[6.43112020008266];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;53;0;53;;;;4;None;11.241.892.999.969.400;None;;;;;;;;;;;53;0;53;0;9.051.024.319.999.850;;;;;;;;;;;;;;;;clips/clip_herz_03_sub_2.mp4;audios/clip_herz_03_sub_2.mp3;audiovisual;[4.447757999878377, 11.365280400030315];4;None;4;11.241.892.999.969.400;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;54;0;54;;;;None;None;;;;;;;;;;;;;54;0;54;0;9.297.714.729.001.740;;;;;;;;;;;;;;;;clips/clip_lied_18_sub_2.mp4;audios/silence.mp3;visual;[5.553377900272608, 7.8512054001912475];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;55;0;55;;;;None;None;;;;;;;;;;;;;55;0;55;0;941.178.790.200.036;;;;;;;;;;;;;;;;clips/clip_weißt_04_sub_0.mp4;audios/silence.mp3;visual;[0.5378205999732018];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;56;0;56;;;;2;None;7.276.285.899.803.040;None;;;;;;;;;;;56;0;56;0;9.520.951.096.001.080;;;;;;;;;;;;;;;;clips/clip_lied_22_sub_1.mp4;audios/silence.mp3;visual;[0.63691999996081, 6.523530399892479];2;None;2;7.276.285.899.803.040;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;57;0;57;;;;2;None;32.342.105.000.279.800;None;;;;;;;;;;;57;0;57;0;970.844.243.499.916;;;;;;;;;;;;;;;;clips/clip_weißt_02_nosub_0.mp4;audios/silence.mp3;visual;[];2;None;2;32.342.105.000.279.800;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;58;0;58;;;;None;None;;;;;;;;;;;;;58;0;58;0;9.851.876.805.000.930;;;;;;;;;;;;;;;;clips/clip_holo_09_sub_2.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;59;0;59;;;;None;space;;;0.3827802003361285;None;;;;;;;;;59;0;59;0;9.975.397.419.999.350;;;;;;;;;;;;;;;;clips/clip_weißt_16_sub_0.mp4;audios/clip_weißt_16_sub_0.mp3;audiovisual;[];None;space;;;;0.3827802003361285;None;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;60;0;60;;;;None;None;;;;;;;;;;;;;60;0;60;0;10.092.908.212.998.800;;;;;;;;;;;;;;;;clips/clip_holo_27_sub_1.mp4;audios/clip_holo_27_sub_1.mp3;audiovisual;[5.929271399974823];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;61;0;61;;;;3;None;8.755.153.500.009.320;None;;;;;;;;;;;61;0;61;0;10.199.923.907.998.000;;;;;;;;;;;;;;;;clips/clip_wurst_01_sub_0.mp4;audios/clip_wurst_01_sub_0.mp3;audiovisual;[];3;None;4;8.755.153.500.009.320;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;62;0;62;;;;None;None;;;;;;;;;;;;;62;0;62;0;10.396.026.809.001.300;;;;;;;;;;;;;;;;clips/clip_wurst_23_sub_2.mp4;audios/clip_wurst_23_sub_2.mp3;audiovisual;[3.462169900070876, 7.961064400151372];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;63;0;63;;;;None;None;;;;;;;;;;;;;63;0;63;0;10.509.076.527.999.700;;;;;;;;;;;;;;;;clips/clip_holo_12_nosub_1.mp4;audios/clip_holo_12_nosub_1.mp3;audiovisual;[8.585432399995625];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;64;0;64;;;;None;None;;;;;;;;;;;;;64;0;64;0;10.617.690.020.999.800;;;;;;;;;;;;;;;;clips/clip_weißt_01_sub_1.mp4;audios/clip_weißt_01_sub_1.mp3;audiovisual;[5.962068900000304];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;65;0;65;;;;2;None;1.365.282.170.008.860;None;;;;;;;;;;;65;0;65;0;10.736.015.857.001.700;;;;;;;;;;;;;;;;clips/clip_weißt_03_nosub_0.mp4;audios/clip_weißt_03_nosub_0.mp3;audiovisual;[];2;None;3;1.365.282.170.008.860;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;66;0;66;;;;None;None;;;;;;;;;;;;;66;0;66;0;1.100.202.779.199.920;;;;;;;;;;;;;;;;clips/clip_hund_18_nosub_1.mp4;audios/silence.mp3;visual;[6.8613323997706175];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;67;0;67;;;;None;None;;;;;;;;;;;;;67;0;67;0;1.111.070.946.100.160;;;;;;;;;;;;;;;;clips/clip_weißt_06_sub_0.mp4;audios/clip_weißt_06_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;68;0;68;;;;None;None;;;;;;;;;;;;;68;0;68;0;11.221.051.656.999.600;;;;;;;;;;;;;;;;clips/clip_holo_11_nosub_2.mp4;audios/silence.mp3;visual;[5.610958699602634, 9.071358599700034];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;69;0;69;;;;None;None;;;;;;;;;;;;;69;0;69;0;11.326.250.812.001.500;;;;;;;;;;;;;;;;clips/clip_claude_24_sub_1.mp4;audios/silence.mp3;visual;[6.06884209997952];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;70;0;70;;;;None;None;;;;;;;;;;;;;70;0;70;0;11.396.901.222.001.700;;;;;;;;;;;;;;;;clips/clip_wurst_13_nosub_0.mp4;audios/clip_wurst_13_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;71;0;71;;;;None;None;;;;;;;;;;;;;71;0;71;0;1.150.287.567.900.020;;;;;;;;;;;;;;;;clips/clip_hund_27_sub_1.mp4;audios/clip_hund_27_sub_1.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;72;0;72;;;;None;None;;;;;;;;;;;;;72;0;72;0;11.612.550.484.999.000;;;;;;;;;;;;;;;;clips/clip_hund_01_nosub_0.mp4;audios/clip_hund_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;73;0;73;;;;None;None;;;;;;;;;;;;;73;0;73;0;11.729.200.162.999.300;;;;;;;;;;;;;;;;clips/clip_wurst_33_nosub_0.mp4;audios/clip_wurst_33_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;74;0;74;;;;None;None;;;;;;;;;;;;;74;0;74;0;11.835.844.132.998.000;;;;;;;;;;;;;;;;clips/clip_claude_19_nosub_0.mp4;audios/clip_claude_19_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;75;0;75;;;;None;None;;;;;;;;;;;;;75;0;75;0;1.194.794.522.400.010;;;;;;;;;;;;;;;;clips/clip_claude_22_nosub_2.mp4;audios/silence.mp3;visual;[8.453979900106788];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;76;0;76;;;;None;None;;;;;;;;;;;;;76;0;76;0;12.063.705.743.001.700;;;;;;;;;;;;;;;;clips/clip_hund_35_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;77;0;77;;;;None;None;;;;;;;;;;;;;77;0;77;0;12.176.792.375.999.500;;;;;;;;;;;;;;;;clips/clip_lied_09_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;78;0;78;;;;None;None;;;;;;;;;;;;;78;0;78;0;12.290.479.687.000.600;;;;;;;;;;;;;;;;clips/clip_lied_06_sub_1.mp4;audios/clip_lied_06_sub_1.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;79;0;79;;;;None;None;;;;;;;;;;;;;79;0;79;0;12.425.103.389.001.400;;;;;;;;;;;;;;;;clips/clip_herz_13_nosub_0.mp4;audios/clip_herz_13_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;80;0;80;;;;None;None;;;;;;;;;;;;;80;0;80;0;1.254.567.160.599.860;;;;;;;;;;;;;;;;clips/clip_wurst_20_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;81;0;81;;;;1;None;3.658.814.599.737.520;None;;;;;;;;;;;81;0;81;0;12.655.133.612.998.700;;;;;;;;;;;;;;;;clips/clip_holo_18_sub_0.mp4;audios/clip_holo_18_sub_0.mp3;audiovisual;[6.550105999689549, 9.524058099836111];1;None;1;3.658.814.599.737.520;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;82;0;82;;;;4;None;5.679.906.700.272.110;None;;;;;;;;;;;82;0;82;0;12.820.108.519.000.900;;;;;;;;;;;;;;;;clips/clip_hund_19_nosub_0.mp4;audios/clip_hund_19_nosub_0.mp3;audiovisual;[];4;None;4;5.679.906.700.272.110;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;83;0;83;;;;None;None;;;;;;;;;;;;;83;0;83;0;12.998.075.568.000.700;;;;;;;;;;;;;;;;clips/clip_weißt_26_sub_1.mp4;audios/silence.mp3;visual;[7.752776000183076];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;84;0;84;;;;None;None;;;;;;;;;;;;;84;0;84;0;13.109.915.865.999.600;;;;;;;;;;;;;;;;clips/clip_wurst_19_sub_0.mp4;audios/clip_wurst_19_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;85;0;85;;;;None;None;;;;;;;;;;;;;85;0;85;0;132.283.576.240.018;;;;;;;;;;;;;;;;clips/clip_lied_17_nosub_2.mp4;audios/clip_lied_17_nosub_2.mp3;audiovisual;[2.9349865997210145];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;86;0;86;;;;None;None;;;;;;;;;;;;;86;0;86;0;13.336.852.448.000.500;;;;;;;;;;;;;;;;clips/clip_lied_01_sub_1.mp4;audios/silence.mp3;visual;[5.119672599714249];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;87;0;87;;;;None;None;;;;;;;;;;;;;87;0;87;0;13.445.434.950.999.900;;;;;;;;;;;;;;;;clips/clip_claude_16_sub_1.mp4;audios/silence.mp3;visual;[5.359754899982363, 9.658445299603045];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;88;0;88;;;;None;None;;;;;;;;;;;;;88;0;88;0;13.566.281.826.999.000;;;;;;;;;;;;;;;;clips/clip_hund_09_sub_2.mp4;audios/clip_hund_09_sub_2.mp3;audiovisual;[11.548027500044554];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;89;0;89;;;;None;None;;;;;;;;;;;;;89;0;89;0;13.689.754.317.998.800;;;;;;;;;;;;;;;;clips/clip_hund_03_sub_1.mp4;audios/silence.mp3;visual;[6.69107579998672];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;90;0;90;;;;None;None;;;;;;;;;;;;;90;0;90;0;1.381.695.187.699.980;;;;;;;;;;;;;;;;clips/clip_wurst_26_sub_1.mp4;audios/silence.mp3;visual;[10.754087099805474];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;91;0;91;;;;None;None;;;;;;;;;;;;;91;0;91;0;1.394.532.746.899.870;;;;;;;;;;;;;;;;clips/clip_herz_04_nosub_0.mp4;audios/silence.mp3;visual;[7.916973600164056];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;92;0;92;;;;None;None;;;;;;;;;;;;;92;0;92;0;14.064.582.996.000.500;;;;;;;;;;;;;;;;clips/clip_weißt_17_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;93;0;93;;;;None;None;;;;;;;;;;;;;93;0;93;0;14.187.935.242.997.400;;;;;;;;;;;;;;;;clips/clip_hund_12_sub_1.mp4;audios/silence.mp3;visual;[2.8112850999459624, 5.131829800084233, 10.258279699832201];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;94;0;94;;;;None;None;;;;;;;;;;;;;94;0;94;0;1.430.825.388.299.760;;;;;;;;;;;;;;;;clips/clip_lied_20_nosub_2.mp4;audios/silence.mp3;visual;[4.0095850001089275, 8.348800200037658];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;95;0;95;;;;None;None;;;;;;;;;;;;;95;0;95;0;14.424.830.820.998.100;;;;;;;;;;;;;;;;clips/clip_wurst_21_nosub_0.mp4;audios/clip_wurst_21_nosub_0.mp3;audiovisual;[6.323666000273079];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;96;0;96;;;;None;None;;;;;;;;;;;;;96;0;96;0;14.537.791.260.997.700;;;;;;;;;;;;;;;;clips/clip_claude_23_nosub_0.mp4;audios/clip_claude_23_nosub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;97;0;97;;;;None;None;;;;;;;;;;;;;97;0;97;0;14.668.177.037.998.100;;;;;;;;;;;;;;;;clips/clip_dampf_03_nosub_1.mp4;audios/clip_dampf_03_nosub_1.mp3;audiovisual;[7.7517425999976695];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;98;0;98;;;;None;None;;;;;;;;;;;;;98;0;98;0;14.753.642.024.998.500;;;;;;;;;;;;;;;;clips/clip_claude_13_sub_0.mp4;audios/clip_claude_13_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;99;0;99;;;;None;None;;;;;;;;;;;;;99;0;99;0;14.854.242.869.997.300;;;;;;;;;;;;;;;;clips/clip_herz_14_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;100;0;100;;;;None;None;;;;;;;;;;;;;100;0;100;0;14.968.507.550.000.200;;;;;;;;;;;;;;;;clips/clip_wurst_35_sub_0.mp4;audios/clip_wurst_35_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;101;0;101;;;;3;None;83.994.080.000.557;None;;;;;;;;;;;101;0;101;0;15.069.069.161.000.600;;;;;;;;;;;;;;;;clips/clip_hund_32_sub_1.mp4;audios/silence.mp3;visual;[7.176394499838352];3;None;3;83.994.080.000.557;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;102;0;102;;;;None;None;;;;;;;;;;;;;102;0;102;0;15.263.274.904.000.500;;;;;;;;;;;;;;;;clips/clip_holo_02_sub_2.mp4;audios/clip_holo_02_sub_2.mp3;audiovisual;[8.11198000004515];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;103;0;103;;;;3;None;3.086.169.400.252.400;None;;;;;;;;;;;103;0;103;0;15.382.521.257.000.000;;;;;;;;;;;;;;;;clips/clip_hund_29_nosub_0.mp4;audios/silence.mp3;visual;[10.996929500252008];3;None;3;3.086.169.400.252.400;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;104;0;104;;;;None;None;;;;;;;;;;;;;104;0;104;0;15.537.361.042.001.200;;;;;;;;;;;;;;;;clips/clip_holo_17_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;105;0;105;;;;None;None;;;;;;;;;;;;;105;0;105;0;15.643.356.086.001.700;;;;;;;;;;;;;;;;clips/clip_lied_14_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;106;0;106;;;;None;None;;;;;;;;;;;;;106;0;106;0;1.574.918.798.299.970;;;;;;;;;;;;;;;;clips/clip_lied_02_sub_2.mp4;audios/clip_lied_02_sub_2.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;107;0;107;;;;None;None;;;;;;;;;;;;;107;0;107;0;15.867.710.973.001.000;;;;;;;;;;;;;;;;clips/clip_wurst_28_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;108;0;108;;;;None;None;;;;;;;;;;;;;108;0;108;0;15.980.068.461.997.400;;;;;;;;;;;;;;;;clips/clip_wurst_11_sub_0.mp4;audios/clip_wurst_11_sub_0.mp3;audiovisual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;109;0;109;;;;3;None;7.544.615.199.789.400;None;;;;;;;;;;;109;0;109;0;1.610.823.361.999.820;;;;;;;;;;;;;;;;clips/clip_claude_20_sub_1.mp4;audios/silence.mp3;visual;[6.833175099920481];3;None;1;7.544.615.199.789.400;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;110;0;110;;;;None;None;;;;;;;;;;;;;110;0;110;0;16.313.490.860.001.100;;;;;;;;;;;;;;;;clips/clip_wurst_24_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;111;0;111;;;;4;None;8.298.608.799.930.660;None;;;;;;;;;;;111;0;111;0;1.643.500.445.799.900;;;;;;;;;;;;;;;;clips/clip_dampf_02_nosub_1.mp4;audios/silence.mp3;visual;[4.991237000096589];4;None;4;8.298.608.799.930.660;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;112;0;112;;;;None;None;;;;;;;;;;;;;112;0;112;0;1.662.014.612.799.970;;;;;;;;;;;;;;;;clips/clip_weißt_15_sub_1.mp4;audios/silence.mp3;visual;[5.169118599966168];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;113;0;113;;;;None;None;;;;;;;;;;;;;113;0;113;0;16.737.815.135.000.200;;;;;;;;;;;;;;;;clips/clip_lied_07_nosub_1.mp4;audios/silence.mp3;visual;[4.44895979994908];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;114;0;114;;;;None;None;;;;;;;;;;;;;114;0;114;0;16.837.015.221.999.000;;;;;;;;;;;;;;;;clips/clip_hund_16_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;115;0;115;;;;None;None;;;;;;;;;;;;;115;0;115;0;169.544.160.869.997;;;;;;;;;;;;;;;;clips/clip_lied_05_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;116;0;116;;;;None;None;;;;;;;;;;;;;116;0;116;0;1.705.721.665.199.840;;;;;;;;;;;;;;;;clips/clip_herz_17_nosub_0.mp4;audios/clip_herz_17_nosub_0.mp3;audiovisual;[5.613925500307232];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;117;0;117;;;;2;None;33.148.428.997.956.200;None;;;;;;;;;;;117;0;117;0;1.714.751.920.199.950;;;;;;;;;;;;;;;;clips/clip_claude_12_sub_0.mp4;audios/silence.mp3;visual;[];2;None;2;33.148.428.997.956.200;None;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;118;0;118;;;;None;None;;;;;;;;;;;;;118;0;118;0;17.283.463.121.000.600;;;;;;;;;;;;;;;;clips/clip_claude_01_sub_2.mp4;audios/clip_claude_01_sub_2.mp3;audiovisual;[8.917529099620879];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;119;0;119;;;;2;space;34.525.903.002.358.900;None;4.720.833.700.150.250;None;;;;;;;;;119;0;119;0;17.400.808.596.997.500;;;;;;;;;;;;;;;;clips/clip_holo_04_nosub_2.mp4;audios/clip_holo_04_nosub_2.mp3;audiovisual;[3.1789723997935653, 8.252740799915045];2;space;2;34.525.903.002.358.900;None;4.720.833.700.150.250;None;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;120;0;120;;;;None;None;;;;;;;;;;;;;120;0;120;0;17.612.809.619.000.100;;;;;;;;;;;;;;;;clips/clip_weißt_07_nosub_1.mp4;audios/silence.mp3;visual;[4.755414000246674];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
;121;0;121;;;;None;None;;;;;;;;;;;;;121;0;121;0;1.771.721.249.499.820;;;;;;;;;;;;;;;;clips/clip_wurst_03_nosub_1.mp4;audios/silence.mp3;visual;[4.2757538999430835];None;None;;;;;;203;B;2026-03-30_14h44.47.938;exp_sofc_final;;02.01.2026;5.996.789.309.914.360;2026-03-30 14h44.49.635826 +0200
