instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;Practice_correct_key_required;practice_trials.prac_attention_resp.keys;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;34;0;34;;;;1;None;8.128.359.799.738.970;None;;;;;;;;;;;34;0;34;0;6.819.213.792.998.340;;;;;;;;;;;;;;;;clips/clip_holo_24_sub_2.mp4;audios/clip_holo_24_sub_2.mp3;audiovisual;[];1;None;1;8.128.359.799.738.970;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;35;0;35;;;;None;None;;;;;;;;;;;;;35;0;35;0;700.731.963.600.032;;;;;;;;;;;;;;;;clips/clip_wurst_28_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;36;0;36;;;;None;None;;;;;;;;;;;;;36;0;36;0;711.871.635.899.879;;;;;;;;;;;;;;;;clips/clip_weißt_08_sub_0.mp4;audios/clip_weißt_08_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;37;0;37;;;;1;None;12.845.559.900.160.800;None;;;;;;;;;;;37;0;37;0;7.229.153.716.000.720;;;;;;;;;;;;;;;;clips/clip_herz_09_sub_0.mp4;audios/clip_herz_09_sub_0.mp3;audiovisual;[];1;None;1;12.845.559.900.160.800;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;38;0;38;;;;None;None;;;;;;;;;;;;;38;0;38;0;7.481.847.775.001.070;;;;;;;;;;;;;;;;clips/clip_weißt_29_sub_1.mp4;audios/clip_weißt_29_sub_1.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;39;0;39;;;;4;None;39.341.099.997.982.300;None;;;;;;;;;;;39;0;39;0;7.605.589.691.000.050;;;;;;;;;;;;;;;;clips/clip_lied_03_sub_1.mp4;audios/silence.mp3;visual;[];4;None;4;39.341.099.997.982.300;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;40;0;40;;;;None;None;;;;;;;;;;;;;40;0;40;0;7.758.327.274.997.710;;;;;;;;;;;;;;;;clips/clip_hund_12_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;41;0;41;;;;None;None;;;;;;;;;;;;;41;0;41;0;7.879.515.343.001.110;;;;;;;;;;;;;;;;clips/clip_herz_05_sub_0.mp4;audios/clip_herz_05_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;42;0;42;;;;None;None;;;;;;;;;;;;;42;0;42;0;7.990.374.766.001.470;;;;;;;;;;;;;;;;clips/clip_wurst_26_nosub_1.mp4;audios/silence.mp3;visual;[0.6974869999103248];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;43;0;43;;;;None;None;;;;;;;;;;;;;43;0;43;0;8.119.169.983.998.870;;;;;;;;;;;;;;;;clips/clip_wurst_13_sub_0.mp4;audios/clip_wurst_13_sub_0.mp3;audiovisual;[0.5129442000761628];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;44;0;44;;;;None;None;;;;;;;;;;;;;44;0;44;0;8.223.943.755.999.200;;;;;;;;;;;;;;;;clips/clip_herz_11_nosub_0.mp4;audios/clip_herz_11_nosub_0.mp3;audiovisual;[0.4831052999943495];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;45;0;45;;;;None;None;;;;;;;;;;;;;45;0;45;0;8.325.578.775.000.750;;;;;;;;;;;;;;;;clips/clip_weißt_22_nosub_0.mp4;audios/clip_weißt_22_nosub_0.mp3;audiovisual;[0.5474124001339078, 0.6739747999235988];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;46;0;46;;;;None;None;;;;;;;;;;;;;46;0;46;0;8.445.036.710.998.970;;;;;;;;;;;;;;;;clips/clip_wurst_19_nosub_0.mp4;audios/clip_wurst_19_nosub_0.mp3;audiovisual;[0.4516423000022769];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;47;0;47;;;;None;None;;;;;;;;;;;;;47;0;47;0;8.563.139.289.999.380;;;;;;;;;;;;;;;;clips/clip_holo_07_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;48;0;48;;;;None;None;;;;;;;;;;;;;48;0;48;0;8.665.456.937.998.530;;;;;;;;;;;;;;;;clips/clip_wurst_23_nosub_2.mp4;audios/clip_wurst_23_nosub_2.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;49;0;49;;;;None;None;;;;;;;;;;;;;49;0;49;0;877.918.974.199.798;;;;;;;;;;;;;;;;clips/clip_claude_01_nosub_2.mp4;audios/clip_claude_01_nosub_2.mp3;audiovisual;[0.3057571998797357];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;50;0;50;;;;None;None;;;;;;;;;;;;;50;0;50;0;8.897.626.363.998.270;;;;;;;;;;;;;;;;clips/clip_hund_05_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;51;0;51;;;;None;None;;;;;;;;;;;;;51;0;51;0;9.016.169.982.999.560;;;;;;;;;;;;;;;;clips/clip_hund_19_sub_0.mp4;audios/clip_hund_19_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;52;0;52;;;;None;None;;;;;;;;;;;;;52;0;52;0;9.137.381.159.998.470;;;;;;;;;;;;;;;;clips/clip_wurst_30_nosub_1.mp4;audios/silence.mp3;visual;[0.6026594000868499];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;53;0;53;;;;None;None;;;;;;;;;;;;;53;0;53;0;9.246.655.644.001.430;;;;;;;;;;;;;;;;clips/clip_claude_15_sub_0.mp4;audios/clip_claude_15_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;54;0;54;;;;None;None;;;;;;;;;;;;;54;0;54;0;9.375.606.496.999.970;;;;;;;;;;;;;;;;clips/clip_claude_02_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;55;0;55;;;;None;None;;;;;;;;;;;;;55;0;55;0;9.481.989.376.000.120;;;;;;;;;;;;;;;;clips/clip_claude_17_nosub_1.mp4;audios/clip_claude_17_nosub_1.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;56;0;56;;;;None;None;;;;;;;;;;;;;56;0;56;0;96.048.798.479.978;;;;;;;;;;;;;;;;clips/clip_holo_13_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;57;0;57;;;;None;None;;;;;;;;;;;;;57;0;57;0;9.731.468.715.001.820;;;;;;;;;;;;;;;;clips/clip_weißt_13_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;58;0;58;;;;None;None;;;;;;;;;;;;;58;0;58;0;9.848.382.779.001.250;;;;;;;;;;;;;;;;clips/clip_holo_14_nosub_0.mp4;audios/clip_holo_14_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;59;0;59;;;;None;None;;;;;;;;;;;;;59;0;59;0;9.956.179.761.998.350;;;;;;;;;;;;;;;;clips/clip_hund_16_nosub_1.mp4;audios/silence.mp3;visual;[0.3837013002485037];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;60;0;60;;;;None;None;;;;;;;;;;;;;60;0;60;0;1.127.455.678.400.110;;;;;;;;;;;;;;;;clips/clip_wurst_05_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;61;0;61;;;;None;None;;;;;;;;;;;;;61;0;61;0;11.369.668.457.000.500;;;;;;;;;;;;;;;;clips/clip_weißt_04_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;62;0;62;;;;None;None;;;;;;;;;;;;;62;0;62;0;11.478.784.746.001.400;;;;;;;;;;;;;;;;clips/clip_claude_25_nosub_0.mp4;audios/clip_claude_25_nosub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;63;0;63;;;;3;None;5.462.248.799.856.750;None;;;;;;;;;;;63;0;63;0;11.588.946.293.001.000;;;;;;;;;;;;;;;;clips/clip_holo_20_sub_1.mp4;audios/clip_holo_20_sub_1.mp3;audiovisual;[];3;None;3;5.462.248.799.856.750;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;64;0;64;;;;None;None;;;;;;;;;;;;;64;0;64;0;11.746.157.268.998.200;;;;;;;;;;;;;;;;clips/clip_holo_15_sub_0.mp4;audios/silence.mp3;visual;[6.69175019999966];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;65;0;65;;;;None;None;;;;;;;;;;;;;65;0;65;0;11.846.509.929.001.300;;;;;;;;;;;;;;;;clips/clip_weißt_02_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;66;0;66;;;;None;None;;;;;;;;;;;;;66;0;66;0;1.195.550.249.400.080;;;;;;;;;;;;;;;;clips/clip_claude_05_nosub_2.mp4;audios/clip_claude_05_nosub_2.mp3;audiovisual;[6.40759770013392];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;67;0;67;;;;None;None;;;;;;;;;;;;;67;0;67;0;12.076.487.977.998.300;;;;;;;;;;;;;;;;clips/clip_claude_04_nosub_2.mp4;audios/silence.mp3;visual;[8.49366409983486];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;68;0;68;;;;None;None;;;;;;;;;;;;;68;0;68;0;1.217.527.477.600.140;;;;;;;;;;;;;;;;clips/clip_wurst_27_nosub_1.mp4;audios/clip_wurst_27_nosub_1.mp3;audiovisual;[6.713849899824709];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;69;0;69;;;;None;None;;;;;;;;;;;;;69;0;69;0;12.285.459.067.998.400;;;;;;;;;;;;;;;;clips/clip_weißt_17_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;70;0;70;;;;None;None;;;;;;;;;;;;;70;0;70;0;12.409.003.420.998.300;;;;;;;;;;;;;;;;clips/clip_holo_22_nosub_1.mp4;audios/clip_holo_22_nosub_1.mp3;audiovisual;[9.136186899617314];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;71;0;71;;;;None;None;;;;;;;;;;;;;71;0;71;0;12.509.154.256.000.100;;;;;;;;;;;;;;;;clips/clip_claude_14_sub_0.mp4;audios/silence.mp3;visual;[9.021383300423622];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;72;0;72;;;;None;None;;;;;;;;;;;;;72;0;72;0;1.262.844.734.000.040;;;;;;;;;;;;;;;;clips/clip_wurst_24_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;73;0;73;;;;2;None;4.155.616.099.946.200;None;;;;;;;;;;;73;0;73;0;12.749.741.871.999.500;;;;;;;;;;;;;;;;clips/clip_herz_12_sub_0.mp4;audios/silence.mp3;visual;[5.770091800019145];2;None;2;4.155.616.099.946.200;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;74;0;74;;;;None;None;;;;;;;;;;;;;74;0;74;0;12.891.825.415.999.600;;;;;;;;;;;;;;;;clips/clip_claude_19_sub_0.mp4;audios/clip_claude_19_sub_0.mp3;audiovisual;[1.7740719001740217];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;75;0;75;;;;4;None;2.683.658.300.433.300;None;;;;;;;;;;;75;0;75;0;13.003.764.138.999.300;;;;;;;;;;;;;;;;clips/clip_wurst_31_nosub_1.mp4;audios/clip_wurst_31_nosub_1.mp3;audiovisual;[0.18591389991343021];4;None;4;2.683.658.300.433.300;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;76;0;76;;;;None;None;;;;;;;;;;;;;76;0;76;0;1.314.951.349.100.090;;;;;;;;;;;;;;;;clips/clip_wurst_29_sub_1.mp4;audios/clip_wurst_29_sub_1.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;77;0;77;;;;None;None;;;;;;;;;;;;;77;0;77;0;13.278.363.462.002.000;;;;;;;;;;;;;;;;clips/clip_hund_27_nosub_1.mp4;audios/clip_hund_27_nosub_1.mp3;audiovisual;[5.0200133002363145];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;78;0;78;;;;None;None;;;;;;;;;;;;;78;0;78;0;1.338.831.706.599.790;;;;;;;;;;;;;;;;clips/clip_claude_08_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;79;0;79;;;;None;None;;;;;;;;;;;;;79;0;79;0;13.493.281.192.001.800;;;;;;;;;;;;;;;;clips/clip_hund_01_sub_0.mp4;audios/clip_hund_01_sub_0.mp3;audiovisual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;80;0;80;;;;1;None;6.619.846.699.759.360;None;;;;;;;;;;;80;0;80;0;13.609.400.721.001.400;;;;;;;;;;;;;;;;clips/clip_hund_23_sub_1.mp4;audios/clip_hund_23_sub_1.mp3;audiovisual;[0.33371669985353947];1;None;1;6.619.846.699.759.360;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;81;0;81;;;;None;None;;;;;;;;;;;;;81;0;81;0;13.793.891.344.000.500;;;;;;;;;;;;;;;;clips/clip_herz_14_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;82;0;82;;;;None;None;;;;;;;;;;;;;82;0;82;0;139.069.894.989.999;;;;;;;;;;;;;;;;clips/clip_wurst_18_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;83;0;83;;;;None;None;;;;;;;;;;;;;83;0;83;0;14.015.465.687.001.100;;;;;;;;;;;;;;;;clips/clip_hund_29_sub_0.mp4;audios/silence.mp3;visual;[10.668364699929953];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;84;0;84;;;;None;None;;;;;;;;;;;;;84;0;84;0;14.138.451.274.000.100;;;;;;;;;;;;;;;;clips/clip_claude_10_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;85;0;85;;;;None;None;;;;;;;;;;;;;85;0;85;0;14.259.197.376.999.000;;;;;;;;;;;;;;;;clips/clip_weißt_25_sub_1.mp4;audios/clip_weißt_25_sub_1.mp3;audiovisual;[6.565641100052744];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;86;0;86;;;;3;None;3.565.839.699.935.160;None;;;;;;;;;;;86;0;86;0;1.438.839.478.299.950;;;;;;;;;;;;;;;;clips/clip_wurst_06_nosub_2.mp4;audios/clip_wurst_06_nosub_2.mp3;audiovisual;[3.0890660998411477, 8.45676949992776];3;None;3;3.565.839.699.935.160;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;87;0;87;;;;None;None;;;;;;;;;;;;;87;0;87;0;14.543.559.198.998.800;;;;;;;;;;;;;;;;clips/clip_lied_08_sub_1.mp4;audios/clip_lied_08_sub_1.mp3;audiovisual;[7.483821699861437];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;88;0;88;;;;None;None;;;;;;;;;;;;;88;0;88;0;14.643.636.310.999.200;;;;;;;;;;;;;;;;clips/clip_dampf_05_nosub_2.mp4;audios/clip_dampf_05_nosub_2.mp3;audiovisual;[3.561556000262499, 8.48388220043853];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;89;0;89;;;;None;None;;;;;;;;;;;;;89;0;89;0;14.739.289.787.998.400;;;;;;;;;;;;;;;;clips/clip_claude_09_nosub_2.mp4;audios/clip_claude_09_nosub_2.mp3;audiovisual;[3.8598527000285685, 8.808135100174695];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;90;0;90;;;;4;None;4.782.471.800.222.990;None;;;;;;;;;;;90;0;90;0;14.849.412.095.998.400;;;;;;;;;;;;;;;;clips/clip_lied_09_nosub_1.mp4;audios/silence.mp3;visual;[];4;None;4;4.782.471.800.222.990;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;91;0;91;;;;None;None;;;;;;;;;;;;;91;0;91;0;15.010.625.804.001.400;;;;;;;;;;;;;;;;clips/clip_holo_18_nosub_0.mp4;audios/clip_holo_18_nosub_0.mp3;audiovisual;[6.3253945000469685, 8.677608900237828];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;92;0;92;;;;None;None;;;;;;;;;;;;;92;0;92;0;15.138.345.277.998.500;;;;;;;;;;;;;;;;clips/clip_lied_22_nosub_1.mp4;audios/silence.mp3;visual;[0.14795139990746975, 6.840384399984032];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;93;0;93;;;;1;None;2.265.728.270.029.640;None;;;;;;;;;;;93;0;93;0;15.251.935.311.001.700;;;;;;;;;;;;;;;;clips/clip_hund_34_nosub_1.mp4;audios/clip_hund_34_nosub_1.mp3;audiovisual;[];1;None;1;2.265.728.270.029.640;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;94;0;94;;;;1;None;3.045.432.100.072.500;None;;;;;;;;;;;94;0;94;0;15.592.044.374.002.100;;;;;;;;;;;;;;;;clips/clip_hund_22_sub_1.mp4;audios/silence.mp3;visual;[9.123320100363344];1;None;1;3.045.432.100.072.500;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;95;0;95;;;;None;None;;;;;;;;;;;;;95;0;95;0;15.731.317.636.999.300;;;;;;;;;;;;;;;;clips/clip_wurst_14_nosub_1.mp4;audios/silence.mp3;visual;[7.724565600045025];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;96;0;96;;;;2;None;37.317.301.998.846.200;None;;;;;;;;;;;96;0;96;0;15.840.469.693.997.800;;;;;;;;;;;;;;;;clips/clip_lied_02_nosub_2.mp4;audios/clip_lied_02_nosub_2.mp3;audiovisual;[7.743536099791527, 9.68844709964469];2;None;2;37.317.301.998.846.200;None;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;97;0;97;;;;None;None;;;;;;;;;;;;;97;0;97;0;15.996.174.727.999.600;;;;;;;;;;;;;;;;clips/clip_holo_01_nosub_1.mp4;audios/silence.mp3;visual;[4.083395999856293];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;98;0;98;;;;None;None;;;;;;;;;;;;;98;0;98;0;16.096.138.713.997.700;;;;;;;;;;;;;;;;clips/clip_herz_16_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;99;0;99;;;;None;None;;;;;;;;;;;;;99;0;99;0;1.619.472.838.500.040;;;;;;;;;;;;;;;;clips/clip_hund_03_nosub_1.mp4;audios/silence.mp3;visual;[6.719481499865651];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;100;0;100;;;;None;None;;;;;;;;;;;;;100;0;100;0;16.324.323.490.997.700;;;;;;;;;;;;;;;;clips/clip_herz_07_nosub_2.mp4;audios/clip_herz_07_nosub_2.mp3;audiovisual;[4.6313006998971105, 10.789109599776566, 11.415894799865782];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;101;0;101;;;;None;None;;;;;;;;;;;;;101;0;101;0;16.453.502.949.997.700;;;;;;;;;;;;;;;;clips/clip_holo_28_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;102;0;102;;;;None;None;;;;;;;;;;;;;102;0;102;0;16.547.436.945.000.600;;;;;;;;;;;;;;;;clips/clip_lied_11_sub_1.mp4;audios/silence.mp3;visual;[8.230155800003558];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
;103;0;103;;;;None;None;;;;;;;;;;;;;103;0;103;0;16.666.297.287.000.300;;;;;;;;;;;;;;;;clips/clip_holo_12_sub_1.mp4;audios/clip_holo_12_sub_1.mp3;audiovisual;[8.461488300003111];None;None;;;;;;205;B;2026-04-01_18h26.56.490;exp_sofc_final;;02.01.2026;5.999.545.237.992.540;2026-04-01 18h26.58.027871 +0200
