instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

,33,0,33,,,,None,None,,,,,,,,,,,,,33,0,33,0,641.5831507998519,,,,,,,,,,,,,,,,clips/clip_wurst_23_sub_2.mp4,audios/silence.mp3,visual,"[4.594842699822038, 7.822295600082725]",None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,34,0,34,,,,None,None,,,,,,,,,,,,,34,0,34,0,652.7952811000869,,,,,,,,,,,,,,,,clips/clip_weißt_08_nosub_0.mp4,audios/silence.mp3,visual,[8.078499000053853],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,35,0,35,,,,None,None,,,,,,,,,,,,,35,0,35,0,663.9214233001694,,,,,,,,,,,,,,,,clips/clip_holo_13_nosub_1.mp4,audios/clip_holo_13_nosub_1.mp3,audiovisual,[5.822680300101638],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,36,0,36,,,,None,None,,,,,,,,,,,,,36,0,36,0,676.6088328999467,,,,,,,,,,,,,,,,clips/clip_lied_11_sub_1.mp4,audios/clip_lied_11_sub_1.mp3,audiovisual,[8.0327580999583],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,37,0,37,,,,None,None,,,,,,,,,,,,,37,0,37,0,688.4538547000848,,,,,,,,,,,,,,,,clips/clip_holo_12_nosub_1.mp4,audios/silence.mp3,visual,[8.798950999975204],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,38,0,38,,,,None,None,,,,,,,,,,,,,38,0,38,0,699.3067843001336,,,,,,,,,,,,,,,,clips/clip_claude_15_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,39,0,39,,,,None,None,,,,,,,,,,,,,39,0,39,0,712.258902200032,,,,,,,,,,,,,,,,clips/clip_wurst_16_sub_0.mp4,audios/clip_wurst_16_sub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,40,0,40,,,,None,None,,,,,,,,,,,,,40,0,40,0,723.2603273000568,,,,,,,,,,,,,,,,clips/clip_herz_14_nosub_0.mp4,audios/clip_herz_14_nosub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,41,0,41,,,,None,None,,,,,,,,,,,,,41,0,41,0,734.5272528999485,,,,,,,,,,,,,,,,clips/clip_holo_17_nosub_0.mp4,audios/clip_holo_17_nosub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,42,0,42,,,,None,None,,,,,,,,,,,,,42,0,42,0,745.2196236001328,,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/clip_hund_24_nosub_1.mp3,audiovisual,[8.064420999959111],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,43,0,43,,,,None,None,,,,,,,,,,,,,43,0,43,0,758.1563830999658,,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/clip_lied_16_sub_2.mp3,audiovisual,[5.481439800001681],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,44,0,44,,,,1,None,4.536687500309199,None,,,,,,,,,,,44,0,44,0,769.5014423998073,,,,,,,,,,,,,,,,clips/clip_hund_17_sub_1.mp4,audios/silence.mp3,visual,[12.70920450007543],1,None,2,4.536687500309199,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,45,0,45,,,,None,None,,,,,,,,,,,,,45,0,45,0,787.3770408001728,,,,,,,,,,,,,,,,clips/clip_claude_27_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,46,0,46,,,,None,None,,,,,,,,,,,,,46,0,46,0,800.2104294002056,,,,,,,,,,,,,,,,clips/clip_hund_27_sub_1.mp4,audios/silence.mp3,visual,[4.663543799892068],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,47,0,47,,,,4,None,3.9816796998493373,None,,,,,,,,,,,47,0,47,0,811.3748260000721,,,,,,,,,,,,,,,,clips/clip_hund_14_sub_2.mp4,audios/clip_hund_14_sub_2.mp3,audiovisual,[5.767801599577069],4,None,4,3.9816796998493373,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,48,0,48,,,,None,None,,,,,,,,,,,,,48,0,48,0,826.2390217999928,,,,,,,,,,,,,,,,clips/clip_lied_12_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,49,0,49,,,,None,None,,,,,,,,,,,,,49,0,49,0,836.0065923999064,,,,,,,,,,,,,,,,clips/clip_holo_18_sub_0.mp4,audios/silence.mp3,visual,[6.568677899893373],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,50,0,50,,,,None,None,,,,,,,,,,,,,50,0,50,0,848.7614989001304,,,,,,,,,,,,,,,,clips/clip_claude_18_sub_0.mp4,audios/clip_claude_18_sub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,51,0,51,,,,None,None,,,,,,,,,,,,,51,0,51,0,858.6807853998616,,,,,,,,,,,,,,,,clips/clip_holo_15_sub_0.mp4,audios/clip_holo_15_sub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,52,0,52,,,,None,None,,,,,,,,,,,,,52,0,52,0,868.7949234000407,,,,,,,,,,,,,,,,clips/clip_wurst_29_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,53,0,53,,,,None,None,,,,,,,,,,,,,53,0,53,0,881.6624328000471,,,,,,,,,,,,,,,,clips/clip_weißt_02_sub_0.mp4,audios/clip_weißt_02_sub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,54,0,54,,,,None,None,,,,,,,,,,,,,54,0,54,0,892.5515772998333,,,,,,,,,,,,,,,,clips/clip_holo_03_sub_1.mp4,audios/clip_holo_03_sub_1.mp3,audiovisual,[9.068768800236285],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,55,0,55,,,,4,None,4.903454499784857,None,,,,,,,,,,,55,0,55,0,904.1978337997571,,,,,,,,,,,,,,,,clips/clip_holo_16_nosub_1.mp4,audios/silence.mp3,visual,"[10.235295900143683, 12.725413700100034]",4,None,4,4.903454499784857,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,56,0,56,,,,4,None,3.320696400012821,None,,,,,,,,,,,56,0,56,0,922.0327598000877,,,,,,,,,,,,,,,,clips/clip_wurst_08_nosub_1.mp4,audios/silence.mp3,visual,[5.4680090001784265],4,None,4,3.320696400012821,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,57,0,57,,,,None,None,,,,,,,,,,,,,57,0,57,0,934.7790008997545,,,,,,,,,,,,,,,,clips/clip_wurst_28_sub_1.mp4,audios/clip_wurst_28_sub_1.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,58,0,58,,,,None,None,,,,,,,,,,,,,58,0,58,0,945.9780639000237,,,,,,,,,,,,,,,,clips/clip_herz_04_sub_0.mp4,audios/clip_herz_04_sub_0.mp3,audiovisual,[8.031991499941796],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,59,0,59,,,,None,space,,,48.19261460006237,None,,,,,,,,,59,0,59,0,957.8645780999213,,,,,,,,,,,,,,,,clips/clip_hund_36_nosub_2.mp4,audios/silence.mp3,visual,"[2.647233299911022, 5.7771422998048365]",None,space,,,,48.19261460006237,None,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,60,0,60,,,,1,None,5.6522609000094235,None,,,,,,,,,,,60,0,60,0,1016.2012054999359,,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/clip_wurst_32_sub_1.mp3,audiovisual,[7.295738400425762],1,None,1,5.6522609000094235,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,61,0,61,,,,None,None,,,,,,,,,,,,,61,0,61,0,1033.457243300043,,,,,,,,,,,,,,,,clips/clip_dampf_01_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,62,0,62,,,,None,None,,,,,,,,,,,,,62,0,62,0,1043.686388200149,,,,,,,,,,,,,,,,clips/clip_lied_15_sub_2.mp4,audios/silence.mp3,visual,"[3.1889702999033034, 7.172929100226611]",None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,63,0,63,,,,None,None,,,,,,,,,,,,,63,0,63,0,1051.9203329999,,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/silence.mp3,visual,[8.187756400089711],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,64,0,64,,,,None,None,,,,,,,,,,,,,64,0,64,0,1061.84043940017,,,,,,,,,,,,,,,,clips/clip_claude_06_sub_1.mp4,audios/clip_claude_06_sub_1.mp3,audiovisual,[4.028958899900317],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,65,0,65,,,,None,None,,,,,,,,,,,,,65,0,65,0,1075.2288929000497,,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/clip_weißt_11_nosub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,66,0,66,,,,None,None,,,,,,,,,,,,,66,0,66,0,1086.1212248997763,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,67,0,67,,,,1,None,3.038025800138712,None,,,,,,,,,,,67,0,67,0,1099.6594925997779,,,,,,,,,,,,,,,,clips/clip_lied_20_sub_2.mp4,audios/clip_lied_20_sub_2.mp3,audiovisual,"[5.277997899800539, 11.30319119989872]",1,None,1,3.038025800138712,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,68,0,68,,,,None,None,,,,,,,,,,,,,68,0,68,0,1114.2287158002146,,,,,,,,,,,,,,,,clips/clip_lied_10_sub_1.mp4,audios/silence.mp3,visual,[10.259099399670959],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,69,0,69,,,,None,None,,,,,,,,,,,,,69,0,69,0,1126.6781906997785,,,,,,,,,,,,,,,,clips/clip_claude_20_nosub_1.mp4,audios/clip_claude_20_nosub_1.mp3,audiovisual,[6.615080900024623],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,70,0,70,,,,None,None,,,,,,,,,,,,,70,0,70,0,1139.5412396998145,,,,,,,,,,,,,,,,clips/clip_hund_18_sub_1.mp4,audios/clip_hund_18_sub_1.mp3,audiovisual,[7.116819000337273],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,71,0,71,,,,1,None,3.7191694998182356,None,,,,,,,,,,,71,0,71,0,1150.4583665998653,,,,,,,,,,,,,,,,clips/clip_hund_12_nosub_1.mp4,audios/clip_hund_12_nosub_1.mp3,audiovisual,[9.834460000041872],1,None,2,3.7191694998182356,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,72,0,72,,,,None,None,,,,,,,,,,,,,72,0,72,0,1166.3864315999672,,,,,,,,,,,,,,,,clips/clip_claude_17_sub_1.mp4,audios/silence.mp3,visual,[10.3454225002788],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,73,0,73,,,,None,None,,,,,,,,,,,,,73,0,73,0,1178.6533967000432,,,,,,,,,,,,,,,,clips/clip_wurst_26_nosub_1.mp4,audios/clip_wurst_26_nosub_1.mp3,audiovisual,[10.097084499895573],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,74,0,74,,,,None,None,,,,,,,,,,,,,74,0,74,0,1191.4459331999533,,,,,,,,,,,,,,,,clips/clip_herz_01_nosub_1.mp4,audios/silence.mp3,visual,[6.522154100239277],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,75,0,75,,,,None,None,,,,,,,,,,,,,75,0,75,0,1202.92146089999,,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/clip_herz_02_nosub_0.mp3,audiovisual,[9.161866799928248],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,76,0,76,,,,None,None,,,,,,,,,,,,,76,0,76,0,1216.149439100176,,,,,,,,,,,,,,,,clips/clip_holo_04_nosub_2.mp4,audios/silence.mp3,visual,"[3.29064860008657, 7.14412930002436]",None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,77,0,77,,,,2,None,3.1383940000087023,None,,,,,,,,,,,77,0,77,0,1229.575494799763,,,,,,,,,,,,,,,,clips/clip_wurst_03_sub_1.mp4,audios/clip_wurst_03_sub_1.mp3,audiovisual,[4.809821399860084],2,None,2,3.1383940000087023,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,78,0,78,,,,None,None,,,,,,,,,,,,,78,0,78,0,1245.4937162999995,,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/silence.mp3,visual,[6.841636399738491],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,79,0,79,,,,None,None,,,,,,,,,,,,,79,0,79,0,1257.937019799836,,,,,,,,,,,,,,,,clips/clip_lied_18_nosub_2.mp4,audios/clip_lied_18_nosub_2.mp3,audiovisual,"[5.753828799817711, 7.921246299985796]",None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,80,0,80,,,,None,None,,,,,,,,,,,,,80,0,80,0,1270.4200945999473,,,,,,,,,,,,,,,,clips/clip_weißt_04_nosub_0.mp4,audios/clip_weißt_04_nosub_0.mp3,audiovisual,[9.922808600123972],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,81,0,81,,,,None,None,,,,,,,,,,,,,81,0,81,0,1281.322114800103,,,,,,,,,,,,,,,,clips/clip_hund_08_nosub_1.mp4,audios/clip_hund_08_nosub_1.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,82,0,82,,,,None,None,,,,,,,,,,,,,82,0,82,0,1292.2535072001629,,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/clip_dampf_02_sub_1.mp3,audiovisual,[4.908111399970949],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,83,0,83,,,,None,None,,,,,,,,,,,,,83,0,83,0,1302.397684100084,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/clip_weißt_13_sub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,84,0,84,,,,None,None,,,,,,,,,,,,,84,0,84,0,1314.1558471000753,,,,,,,,,,,,,,,,clips/clip_weißt_16_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,85,0,85,,,,None,None,,,,,,,,,,,,,85,0,85,0,1325.6437055999413,,,,,,,,,,,,,,,,clips/clip_claude_29_nosub_0.mp4,audios/clip_claude_29_nosub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,86,0,86,,,,None,None,,,,,,,,,,,,,86,0,86,0,1336.5184808000922,,,,,,,,,,,,,,,,clips/clip_lied_03_sub_1.mp4,audios/clip_lied_03_sub_1.mp3,audiovisual,[4.70562809985131],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,87,0,87,,,,None,None,,,,,,,,,,,,,87,0,87,0,1347.8554471000098,,,,,,,,,,,,,,,,clips/clip_wurst_30_nosub_1.mp4,audios/clip_wurst_30_nosub_1.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,88,0,88,,,,2,None,3.9814669000916183,None,,,,,,,,,,,88,0,88,0,1358.8056582999416,,,,,,,,,,,,,,,,clips/clip_claude_22_sub_2.mp4,audios/clip_claude_22_sub_2.mp3,audiovisual,[9.796378399711102],2,None,2,3.9814669000916183,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,89,0,89,,,,None,None,,,,,,,,,,,,,89,0,89,0,1374.4569537998177,,,,,,,,,,,,,,,,clips/clip_lied_21_nosub_2.mp4,audios/silence.mp3,visual,[7.144946999847889],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,90,0,90,,,,None,None,,,,,,,,,,,,,90,0,90,0,1386.8224061001092,,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/clip_hund_32_nosub_1.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,91,0,91,,,,None,None,,,,,,,,,,,,,91,0,91,0,1397.6603860999458,,,,,,,,,,,,,,,,clips/clip_holo_26_nosub_2.mp4,audios/clip_holo_26_nosub_2.mp3,audiovisual,"[6.096467599738389, 8.30918509978801]",None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,92,0,92,,,,None,None,,,,,,,,,,,,,92,0,92,0,1407.718115199823,,,,,,,,,,,,,,,,clips/clip_dampf_06_sub_2.mp4,audios/clip_dampf_06_sub_2.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,93,0,93,,,,None,None,,,,,,,,,,,,,93,0,93,0,1417.581520800013,,,,,,,,,,,,,,,,clips/clip_wurst_34_nosub_2.mp4,audios/clip_wurst_34_nosub_2.mp3,audiovisual,"[4.099338500294834, 7.501470800023526]",None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,94,0,94,,,,None,None,,,,,,,,,,,,,94,0,94,0,1426.9387774998322,,,,,,,,,,,,,,,,clips/clip_claude_23_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,95,0,95,,,,None,None,,,,,,,,,,,,,95,0,95,0,1439.959472999908,,,,,,,,,,,,,,,,clips/clip_herz_10_nosub_0.mp4,audios/clip_herz_10_nosub_0.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,96,0,96,,,,None,None,,,,,,,,,,,,,96,0,96,0,1450.8670673999004,,,,,,,,,,,,,,,,clips/clip_claude_13_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,97,0,97,,,,1,None,2.1540083000436425,None,,,,,,,,,,,97,0,97,0,1461.0077836997807,,,,,,,,,,,,,,,,clips/clip_herz_16_sub_0.mp4,audios/clip_herz_16_sub_0.mp3,audiovisual,[],1,None,1,2.1540083000436425,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,98,0,98,,,,2,None,5.5980576002039015,None,,,,,,,,,,,98,0,98,0,1473.0302916998044,,,,,,,,,,,,,,,,clips/clip_dampf_05_sub_2.mp4,audios/silence.mp3,visual,"[3.7915919995866716, 3.8891845997422934, 9.002897299826145]",2,None,4,5.5980576002039015,None,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,99,0,99,,,,None,None,,,,,,,,,,,,,99,0,99,0,1488.262074999977,,,,,,,,,,,,,,,,clips/clip_holo_19_sub_1.mp4,audios/clip_holo_19_sub_1.mp3,audiovisual,[6.498696899972856],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,100,0,100,,,,None,None,,,,,,,,,,,,,100,0,100,0,1499.1109540998004,,,,,,,,,,,,,,,,clips/clip_hund_03_nosub_1.mp4,audios/clip_hund_03_nosub_1.mp3,audiovisual,[6.560519999824464],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,101,0,101,,,,None,None,,,,,,,,,,,,,101,0,101,0,1511.8977045998909,,,,,,,,,,,,,,,,clips/clip_claude_03_nosub_1.mp4,audios/silence.mp3,visual,[5.096923999954015],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,102,0,102,,,,None,None,,,,,,,,,,,,,102,0,102,0,1524.3691544001922,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/clip_holo_09_nosub_2.mp3,audiovisual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
,103,0,103,,,,None,None,,,,,,,,,,,,,103,0,103,0,1536.5225631999783,,,,,,,,,,,,,,,,clips/clip_weißt_22_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,206,B,2026-04-02_15h38.01.629,exp_sofc_final,,2026.1.2,60.2674306986764,2026-04-02 15h38.04.386515 +0200,
