instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,piloting,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"Einverständniserklärung

Bitte lesen Sie die folgende Erklärung aufmerksam durch:

Ich bestätige, dass ich über 18 Jahre alt bin und ausreichend Zeit hatte, mich für die Teilnahme zu entscheiden. Ich wurde über die Erhebung, Verarbeitung und öffentliche Zugänglichmachung meiner anonymisierten Daten angemessen informiert.
Ich bin mir bewusst, dass ich das Experiment jederzeit abbrechen kann.

,43,0,43,,,,None,None,,,,,,,,,,,,,43,0,43,0,832.8791608000174,,,,,,,,,,,,,,,,clips/clip_wurst_21_sub_0.mp4,audios/silence.mp3,visual,[7.296314199920744],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,44,0,44,,,,None,None,,,,,,,,,,,,,44,0,44,0,844.2050586999394,,,,,,,,,,,,,,,,clips/clip_herz_01_sub_1.mp4,audios/silence.mp3,visual,[6.4749685996212065],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,45,0,45,,,,None,None,,,,,,,,,,,,,45,0,45,0,855.6467424002476,,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/silence.mp3,visual,"[3.456551800016314, 8.544691000133753]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,46,0,46,,,,None,None,,,,,,,,,,,,,46,0,46,0,865.2189945001155,,,,,,,,,,,,,,,,clips/clip_hund_16_sub_1.mp4,audios/clip_hund_16_sub_1.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,47,0,47,,,,None,None,,,,,,,,,,,,,47,0,47,0,876.8825290999375,,,,,,,,,,,,,,,,clips/clip_holo_21_sub_1.mp4,audios/clip_holo_21_sub_1.mp3,audiovisual,[4.156658200081438],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,48,0,48,,,,None,None,,,,,,,,,,,,,48,0,48,0,887.8522744998336,,,,,,,,,,,,,,,,clips/clip_wurst_04_sub_2.mp4,audios/silence.mp3,visual,"[4.101817899849266, 7.191171200014651]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,49,0,49,,,,None,None,,,,,,,,,,,,,49,0,49,0,900.2739285002463,,,,,,,,,,,,,,,,clips/clip_herz_11_nosub_0.mp4,audios/silence.mp3,visual,"[1.5099758002907038, 4.864260300062597]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,50,0,50,,,,None,None,,,,,,,,,,,,,50,0,50,0,910.431326400023,,,,,,,,,,,,,,,,clips/clip_herz_07_nosub_2.mp4,audios/silence.mp3,visual,"[4.184700599871576, 10.866637600120157]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,51,0,51,,,,None,None,,,,,,,,,,,,,51,0,51,0,923.3104280000553,,,,,,,,,,,,,,,,clips/clip_lied_18_sub_2.mp4,audios/clip_lied_18_sub_2.mp3,audiovisual,[5.583806700073183],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,52,0,52,,,,None,None,,,,,,,,,,,,,52,0,52,0,934.7890778998844,,,,,,,,,,,,,,,,clips/clip_weißt_29_sub_1.mp4,audios/silence.mp3,visual,[6.769374699797481],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,53,0,53,,,,None,None,,,,,,,,,,,,,53,0,53,0,947.2683206000365,,,,,,,,,,,,,,,,clips/clip_wurst_30_sub_1.mp4,audios/clip_wurst_30_sub_1.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,54,0,54,,,,None,None,,,,,,,,,,,,,54,0,54,0,958.0785258002579,,,,,,,,,,,,,,,,clips/clip_hund_08_sub_1.mp4,audios/clip_hund_08_sub_1.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,55,0,55,,,,None,None,,,,,,,,,,,,,55,0,55,0,968.9072532001883,,,,,,,,,,,,,,,,clips/clip_lied_04_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,56,0,56,,,,None,None,,,,,,,,,,,,,56,0,56,0,980.7514981999993,,,,,,,,,,,,,,,,clips/clip_wurst_03_nosub_1.mp4,audios/clip_wurst_03_nosub_1.mp3,audiovisual,[4.36079220008105],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,57,0,57,,,,1,None,3.4866307000629604,None,,,,,,,,,,,57,0,57,0,993.5287411999889,,,,,,,,,,,,,,,,clips/clip_claude_10_nosub_0.mp4,audios/clip_claude_10_nosub_0.mp3,audiovisual,[],1,None,1,3.4866307000629604,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,58,0,58,,,,None,None,,,,,,,,,,,,,58,0,58,0,1009.1008335999213,,,,,,,,,,,,,,,,clips/clip_lied_16_nosub_2.mp4,audios/clip_lied_16_nosub_2.mp3,audiovisual,"[4.35840420005843, 6.679402700159699]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,59,0,59,,,,None,space,,,4.666805100161582,None,,,,,,,,,59,0,59,0,1020.498897000216,,,,,,,,,,,,,,,,clips/clip_wurst_15_nosub_2.mp4,audios/silence.mp3,visual,"[5.313908600248396, 7.87151540024206]",None,space,,,,4.666805100161582,None,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,60,0,60,,,,None,None,,,,,,,,,,,,,60,0,60,0,1035.4482646002434,,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/silence.mp3,visual,[9.594910900108516],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,61,0,61,,,,None,None,,,,,,,,,,,,,61,0,61,0,1048.5208900999278,,,,,,,,,,,,,,,,clips/clip_weißt_19_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,62,0,62,,,,None,None,,,,,,,,,,,,,62,0,62,0,1059.371566799935,,,,,,,,,,,,,,,,clips/clip_lied_06_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,63,0,63,,,,None,None,,,,,,,,,,,,,63,0,63,0,1072.8575573000126,,,,,,,,,,,,,,,,clips/clip_holo_09_sub_2.mp4,audios/clip_holo_09_sub_2.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,64,0,64,,,,4,None,4.705335999839008,None,,,,,,,,,,,64,0,64,0,1085.135801100172,,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/clip_holo_26_sub_2.mp3,audiovisual,"[6.2720933998934925, 8.245932999998331]",4,None,4,4.705335999839008,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,65,0,65,,,,None,None,,,,,,,,,,,,,65,0,65,0,1099.8582315002568,,,,,,,,,,,,,,,,clips/clip_claude_13_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,66,0,66,,,,4,None,4.92075529973954,None,,,,,,,,,,,66,0,66,0,1109.9115212000906,,,,,,,,,,,,,,,,clips/clip_claude_19_sub_0.mp4,audios/silence.mp3,visual,[],4,None,4,4.92075529973954,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,67,0,67,,,,None,None,,,,,,,,,,,,,67,0,67,0,1126.0878993999213,,,,,,,,,,,,,,,,clips/clip_herz_17_sub_0.mp4,audios/silence.mp3,visual,[5.6686718999408185],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,68,0,68,,,,None,None,,,,,,,,,,,,,68,0,68,0,1135.0958798998035,,,,,,,,,,,,,,,,clips/clip_hund_36_sub_2.mp4,audios/silence.mp3,visual,"[2.819403499830514, 6.189489100128412]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,69,0,69,,,,None,None,,,,,,,,,,,,,69,0,69,0,1145.1149225002155,,,,,,,,,,,,,,,,clips/clip_lied_20_nosub_2.mp4,audios/clip_lied_20_nosub_2.mp3,audiovisual,"[3.719602100085467, 8.116933799814433]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,70,0,70,,,,None,None,,,,,,,,,,,,,70,0,70,0,1156.6887206998654,,,,,,,,,,,,,,,,clips/clip_holo_18_nosub_0.mp4,audios/silence.mp3,visual,"[6.25527450023219, 8.655925800092518]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,71,0,71,,,,None,None,,,,,,,,,,,,,71,0,71,0,1169.4183980999514,,,,,,,,,,,,,,,,clips/clip_holo_02_nosub_2.mp4,audios/silence.mp3,visual,"[4.012822200078517, 8.128245300147682]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,72,0,72,,,,None,None,,,,,,,,,,,,,72,0,72,0,1181.5031015002169,,,,,,,,,,,,,,,,clips/clip_wurst_18_sub_0.mp4,audios/clip_wurst_18_sub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,73,0,73,,,,4,None,2.992019400000572,None,,,,,,,,,,,73,0,73,0,1192.2725227000192,,,,,,,,,,,,,,,,clips/clip_weißt_01_nosub_1.mp4,audios/silence.mp3,visual,[5.929313799832016],4,None,4,2.992019400000572,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,74,0,74,,,,None,None,,,,,,,,,,,,,74,0,74,0,1207.243008799851,,,,,,,,,,,,,,,,clips/clip_wurst_36_nosub_0.mp4,audios/clip_wurst_36_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,75,0,75,,,,None,None,,,,,,,,,,,,,75,0,75,0,1217.9140758002177,,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/clip_holo_28_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,76,0,76,,,,None,None,,,,,,,,,,,,,76,0,76,0,1227.3572948998772,,,,,,,,,,,,,,,,clips/clip_wurst_32_nosub_1.mp4,audios/clip_wurst_32_nosub_1.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,77,0,77,,,,None,None,,,,,,,,,,,,,77,0,77,0,1238.766435999889,,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/clip_claude_24_sub_1.mp3,audiovisual,[6.039975400082767],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,78,0,78,,,,3,None,4.150993399787694,None,,,,,,,,,,,78,0,78,0,1245.8476173002273,,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/clip_wurst_24_nosub_1.mp3,audiovisual,[],3,None,3,4.150993399787694,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,79,0,79,,,,None,None,,,,,,,,,,,,,79,0,79,0,1262.147268900182,,,,,,,,,,,,,,,,clips/clip_holo_01_sub_1.mp4,audios/clip_holo_01_sub_1.mp3,audiovisual,[4.361575799994171],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,80,0,80,,,,None,None,,,,,,,,,,,,,80,0,80,0,1272.1728731999174,,,,,,,,,,,,,,,,clips/clip_hund_01_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,81,0,81,,,,None,None,,,,,,,,,,,,,81,0,81,0,1283.7846018001437,,,,,,,,,,,,,,,,clips/clip_hund_04_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,82,0,82,,,,None,None,,,,,,,,,,,,,82,0,82,0,1294.1282552001067,,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,83,0,83,,,,None,None,,,,,,,,,,,,,83,0,83,0,1306.1943903998472,,,,,,,,,,,,,,,,clips/clip_lied_12_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,84,0,84,,,,None,None,,,,,,,,,,,,,84,0,84,0,1316.094359099865,,,,,,,,,,,,,,,,clips/clip_claude_18_nosub_0.mp4,audios/clip_claude_18_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,85,0,85,,,,4,None,3.9145626998506486,None,,,,,,,,,,,85,0,85,0,1325.8592401002534,,,,,,,,,,,,,,,,clips/clip_wurst_17_sub_0.mp4,audios/silence.mp3,visual,[],4,None,4,3.9145626998506486,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,86,0,86,,,,None,None,,,,,,,,,,,,,86,0,86,0,1338.7134147002362,,,,,,,,,,,,,,,,clips/clip_herz_16_nosub_0.mp4,audios/clip_herz_16_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,87,0,87,,,,None,None,,,,,,,,,,,,,87,0,87,0,1348.4574160999618,,,,,,,,,,,,,,,,clips/clip_lied_02_nosub_2.mp4,audios/silence.mp3,visual,"[4.066658899653703, 9.476778700016439]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,88,0,88,,,,None,None,,,,,,,,,,,,,88,0,88,0,1360.363638299983,,,,,,,,,,,,,,,,clips/clip_hund_22_nosub_1.mp4,audios/clip_hund_22_nosub_1.mp3,audiovisual,[9.06339109968394],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,89,0,89,,,,None,None,,,,,,,,,,,,,89,0,89,0,1371.1662868000567,,,,,,,,,,,,,,,,clips/clip_hund_10_nosub_0.mp4,audios/clip_hund_10_nosub_0.mp3,audiovisual,[8.462246700190008],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,90,0,90,,,,None,None,,,,,,,,,,,,,90,0,90,0,1381.547551299911,,,,,,,,,,,,,,,,clips/clip_claude_06_nosub_1.mp4,audios/clip_claude_06_nosub_1.mp3,audiovisual,"[1.3772960999049246, 3.873260300140828]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,91,0,91,,,,None,None,,,,,,,,,,,,,91,0,91,0,1394.871574900113,,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,92,0,92,,,,3,None,3.279880200047046,None,,,,,,,,,,,92,0,92,0,1405.018071600236,,,,,,,,,,,,,,,,clips/clip_wurst_22_sub_0.mp4,audios/clip_wurst_22_sub_0.mp3,audiovisual,[],3,None,3,3.279880200047046,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,93,0,93,,,,None,None,,,,,,,,,,,,,93,0,93,0,1420.8455901998095,,,,,,,,,,,,,,,,clips/clip_hund_20_sub_0.mp4,audios/clip_hund_20_sub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,94,0,94,,,,None,None,,,,,,,,,,,,,94,0,94,0,1433.1875379998237,,,,,,,,,,,,,,,,clips/clip_holo_23_nosub_1.mp4,audios/clip_holo_23_nosub_1.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,95,0,95,,,,None,None,,,,,,,,,,,,,95,0,95,0,1444.123478199821,,,,,,,,,,,,,,,,clips/clip_wurst_16_nosub_0.mp4,audios/clip_wurst_16_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,96,0,96,,,,None,None,,,,,,,,,,,,,96,0,96,0,1454.9039154001512,,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,97,0,97,,,,None,None,,,,,,,,,,,,,97,0,97,0,1467.7440080000088,,,,,,,,,,,,,,,,clips/clip_wurst_12_nosub_0.mp4,audios/clip_wurst_12_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,98,0,98,,,,None,None,,,,,,,,,,,,,98,0,98,0,1477.179918000009,,,,,,,,,,,,,,,,clips/clip_claude_03_sub_1.mp4,audios/silence.mp3,visual,[5.075908800121397],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,99,0,99,,,,4,None,6.005237099714577,None,,,,,,,,,,,99,0,99,0,1489.4982095002197,,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/silence.mp3,visual,[10.411273200064898],4,None,4,6.005237099714577,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,100,0,100,,,,None,None,,,,,,,,,,,,,100,0,100,0,1508.407424500212,,,,,,,,,,,,,,,,clips/clip_holo_27_nosub_1.mp4,audios/silence.mp3,visual,[5.444523400161415],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,101,0,101,,,,3,None,3.423919999971986,None,,,,,,,,,,,101,0,101,0,1519.2837379002012,,,,,,,,,,,,,,,,clips/clip_lied_07_nosub_1.mp4,audios/clip_lied_07_nosub_1.mp3,audiovisual,[4.341095000039786],3,None,3,3.423919999971986,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,102,0,102,,,,1,None,4.031683899927884,None,,,,,,,,,,,102,0,102,0,1532.6004670998082,,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/clip_hund_18_nosub_1.mp3,audiovisual,[6.867706400342286],1,None,1,4.031683899927884,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,103,0,103,,,,None,None,,,,,,,,,,,,,103,0,103,0,1547.5827339999378,,,,,,,,,,,,,,,,clips/clip_weißt_07_nosub_1.mp4,audios/clip_weißt_07_nosub_1.mp3,audiovisual,[3.9263491998426616],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,104,0,104,,,,None,None,,,,,,,,,,,,,104,0,104,0,1558.0943636000156,,,,,,,,,,,,,,,,clips/clip_weißt_02_nosub_0.mp4,audios/clip_weißt_02_nosub_0.mp3,audiovisual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,105,0,105,,,,None,None,,,,,,,,,,,,,105,0,105,0,1568.911565499846,,,,,,,,,,,,,,,,clips/clip_herz_03_nosub_2.mp4,audios/silence.mp3,visual,"[4.513979299925268, 11.740366100333631]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,106,0,106,,,,None,None,,,,,,,,,,,,,106,0,106,0,1582.1613607998006,,,,,,,,,,,,,,,,clips/clip_dampf_04_sub_1.mp4,audios/clip_dampf_04_sub_1.mp3,audiovisual,[6.933525400236249],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,107,0,107,,,,None,None,,,,,,,,,,,,,107,0,107,0,1592.5631703999825,,,,,,,,,,,,,,,,clips/clip_herz_09_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,108,0,108,,,,None,None,,,,,,,,,,,,,108,0,108,0,1604.9685078002512,,,,,,,,,,,,,,,,clips/clip_herz_02_sub_0.mp4,audios/clip_herz_02_sub_0.mp3,audiovisual,[9.082319399807602],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,109,0,109,,,,None,None,,,,,,,,,,,,,109,0,109,0,1618.1669479999691,,,,,,,,,,,,,,,,clips/clip_hund_05_nosub_0.mp4,audios/clip_hund_05_nosub_0.mp3,audiovisual,[4.100789700169116],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,110,0,110,,,,None,None,,,,,,,,,,,,,110,0,110,0,1630.0476374998689,,,,,,,,,,,,,,,,clips/clip_weißt_28_nosub_1.mp4,audios/clip_weißt_28_nosub_1.mp3,audiovisual,"[1.8053737003356218, 6.904054299928248]",None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,111,0,111,,,,None,None,,,,,,,,,,,,,111,0,111,0,1640.9672686001286,,,,,,,,,,,,,,,,clips/clip_wurst_20_nosub_0.mp4,audios/clip_wurst_20_nosub_0.mp3,audiovisual,[2.7261855001561344],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,112,0,112,,,,1,None,3.705385100096464,None,,,,,,,,,,,112,0,112,0,1651.8350924998522,,,,,,,,,,,,,,,,clips/clip_lied_03_nosub_1.mp4,audios/clip_lied_03_nosub_1.mp3,audiovisual,[4.368556099943817],1,None,1,3.705385100096464,None,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
,113,0,113,,,,None,None,,,,,,,,,,,,,113,0,113,0,1666.9547327999026,,,,,,,,,,,,,,,,clips/clip_claude_16_sub_1.mp4,audios/clip_claude_16_sub_1.mp3,audiovisual,[8.877144500147551],None,None,,,,,,207,B,2026-04-05_17h00.26.305,exp_sofc_final,,2026.1.2,58.89302316945961,2026-04-05 17h00.27.628045 +0200,
