instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;34;0;34;;;;1;None;3.010.260.300.245.130;None;;;;;;;;;;;34;0;34;0;6.894.742.997.996.500;;;;;;;;;;;;;;;;clips/clip_claude_17_nosub_1.mp4;audios/silence.mp3;visual;[10.395986800082028];1;None;1;3.010.260.300.245.130;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;35;0;35;;;;3;None;33.087.323.997.169.700;None;;;;;;;;;;;35;0;35;0;7.048.659.706.995.820;;;;;;;;;;;;;;;;clips/clip_herz_01_sub_1.mp4;audios/silence.mp3;visual;[6.443595899734646];3;None;3;33.087.323.997.169.700;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;36;0;36;;;;None;None;;;;;;;;;;;;;36;0;36;0;7.197.255.033.999.680;;;;;;;;;;;;;;;;clips/clip_weißt_27_nosub_1.mp4;audios/silence.mp3;visual;[7.9667952000163496];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;37;0;37;;;;None;None;;;;;;;;;;;;;37;0;37;0;7.306.277.218.996.540;;;;;;;;;;;;;;;;clips/clip_hund_11_sub_1.mp4;audios/silence.mp3;visual;[6.29167400021106];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;38;0;38;;;;2;None;43.601.005.002.856.200;None;;;;;;;;;;;38;0;38;0;741.174.952.399.917;;;;;;;;;;;;;;;;clips/clip_weißt_14_sub_2.mp4;audios/silence.mp3;visual;[2.988504400011152, 8.0484704002738];2;None;2;43.601.005.002.856.200;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;39;0;39;;;;None;None;;;;;;;;;;;;;39;0;39;0;755.315.231.199.842;;;;;;;;;;;;;;;;clips/clip_weißt_22_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;40;0;40;;;;None;None;;;;;;;;;;;;;40;0;40;0;7.672.690.150.998.530;;;;;;;;;;;;;;;;clips/clip_claude_14_nosub_0.mp4;audios/clip_claude_14_nosub_0.mp3;audiovisual;[3.0942635000683367, 8.939190100412816];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;41;0;41;;;;2;None;30.713.848.997.838.700;None;;;;;;;;;;;41;0;41;0;7.791.525.023.998.690;;;;;;;;;;;;;;;;clips/clip_wurst_04_sub_2.mp4;audios/silence.mp3;visual;[4.293824200052768, 7.2688392996788025];2;None;2;30.713.848.997.838.700;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;42;0;42;;;;None;None;;;;;;;;;;;;;42;0;42;0;7.948.300.425.997.000;;;;;;;;;;;;;;;;clips/clip_herz_16_nosub_0.mp4;audios/clip_herz_16_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;43;0;43;;;;None;None;;;;;;;;;;;;;43;0;43;0;8.046.658.159.997.310;;;;;;;;;;;;;;;;clips/clip_holo_28_nosub_0.mp4;audios/clip_holo_28_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;44;0;44;;;;None;None;;;;;;;;;;;;;44;0;44;0;8.140.681.410.999.960;;;;;;;;;;;;;;;;clips/clip_holo_12_sub_1.mp4;audios/silence.mp3;visual;[8.584341399837285];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;45;0;45;;;;None;None;;;;;;;;;;;;;45;0;45;0;8.251.059.454.996.130;;;;;;;;;;;;;;;;clips/clip_holo_23_nosub_1.mp4;audios/clip_holo_23_nosub_1.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;46;0;46;;;;None;None;;;;;;;;;;;;;46;0;46;0;8.359.790.706.997.730;;;;;;;;;;;;;;;;clips/clip_herz_06_sub_2.mp4;audios/clip_herz_06_sub_2.mp3;audiovisual;[5.030393499881029, 10.103620799724013];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;47;0;47;;;;None;None;;;;;;;;;;;;;47;0;47;0;8.473.019.507.997.660;;;;;;;;;;;;;;;;clips/clip_lied_16_nosub_2.mp4;audios/clip_lied_16_nosub_2.mp3;audiovisual;[3.9652406997047365, 6.689171799924225];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;48;0;48;;;;None;None;;;;;;;;;;;;;48;0;48;0;8.587.435.023.998.840;;;;;;;;;;;;;;;;clips/clip_wurst_07_nosub_0.mp4;audios/clip_wurst_07_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;49;0;49;;;;None;None;;;;;;;;;;;;;49;0;49;0;8.695.778.758.996.160;;;;;;;;;;;;;;;;clips/clip_lied_09_sub_1.mp4;audios/clip_lied_09_sub_1.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;50;0;50;;;;None;None;;;;;;;;;;;;;50;0;50;0;8.807.865.831.996.310;;;;;;;;;;;;;;;;clips/clip_holo_26_sub_2.mp4;audios/clip_holo_26_sub_2.mp3;audiovisual;[6.1727662002667785];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;51;0;51;;;;None;None;;;;;;;;;;;;;51;0;51;0;8.907.861.818.997.180;;;;;;;;;;;;;;;;clips/clip_hund_21_nosub_1.mp4;audios/silence.mp3;visual;[6.369110300205648];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;52;0;52;;;;None;None;;;;;;;;;;;;;52;0;52;0;901.653.531.299.904;;;;;;;;;;;;;;;;clips/clip_weißt_17_nosub_0.mp4;audios/clip_weißt_17_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;53;0;53;;;;None;None;;;;;;;;;;;;;53;0;53;0;9.139.914.417.997.930;;;;;;;;;;;;;;;;clips/clip_hund_34_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;54;0;54;;;;None;None;;;;;;;;;;;;;54;0;54;0;9.252.511.656.996.790;;;;;;;;;;;;;;;;clips/clip_dampf_02_nosub_1.mp4;audios/clip_dampf_02_nosub_1.mp3;audiovisual;[4.931127700023353];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;55;0;55;;;;None;None;;;;;;;;;;;;;55;0;55;0;9.354.530.185.996.550;;;;;;;;;;;;;;;;clips/clip_weißt_11_sub_0.mp4;audios/clip_weißt_11_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;56;0;56;;;;1;None;2.502.452.100.161.460;None;;;;;;;;;;;56;0;56;0;9.462.751.050.000.070;;;;;;;;;;;;;;;;clips/clip_claude_08_sub_0.mp4;audios/clip_claude_08_sub_0.mp3;audiovisual;[];1;None;1;2.502.452.100.161.460;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;57;0;57;;;;None;None;;;;;;;;;;;;;57;0;57;0;9.592.689.767.996.780;;;;;;;;;;;;;;;;clips/clip_hund_15_sub_1.mp4;audios/silence.mp3;visual;[4.691443900112063];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;58;0;58;;;;1;None;545.854.949.997.738;None;;;;;;;;;;;58;0;58;0;9.705.261.116.996.400;;;;;;;;;;;;;;;;clips/clip_wurst_21_sub_0.mp4;audios/silence.mp3;visual;[];1;None;1;545.854.949.997.738;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;59;0;59;;;;None;space;;;28.090.348.499.827.000;None;;;;;;;;;59;0;59;0;9.873.620.841.996.740;;;;;;;;;;;;;;;;clips/clip_weißt_03_sub_0.mp4;audios/silence.mp3;visual;[];None;space;;;;28.090.348.499.827.000;None;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;60;0;60;;;;None;None;;;;;;;;;;;;;60;0;60;0;1.028.348.583.499.900;;;;;;;;;;;;;;;;clips/clip_wurst_08_sub_1.mp4;audios/silence.mp3;visual;[5.503648899961263];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;61;0;61;;;;None;None;;;;;;;;;;;;;61;0;61;0;10.377.056.543.999.300;;;;;;;;;;;;;;;;clips/clip_claude_02_nosub_1.mp4;audios/clip_claude_02_nosub_1.mp3;audiovisual;[5.856959199998528];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;62;0;62;;;;None;None;;;;;;;;;;;;;62;0;62;0;10.483.398.893.997.000;;;;;;;;;;;;;;;;clips/clip_lied_05_sub_0.mp4;audios/clip_lied_05_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;63;0;63;;;;4;None;38.936.622.999.608.500;None;;;;;;;;;;;63;0;63;0;10.585.558.894.998.300;;;;;;;;;;;;;;;;clips/clip_holo_03_nosub_1.mp4;audios/clip_holo_03_nosub_1.mp3;audiovisual;[7.385376300197095];4;None;4;38.936.622.999.608.500;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;64;0;64;;;;2;None;25.926.604.997.366.600;None;;;;;;;;;;;64;0;64;0;10.727.680.425.997.800;;;;;;;;;;;;;;;;clips/clip_hund_09_nosub_2.mp4;audios/silence.mp3;visual;[6.244992900174111, 10.725692099891603];2;None;2;25.926.604.997.366.600;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;65;0;65;;;;None;None;;;;;;;;;;;;;65;0;65;0;1.087.801.382.199.860;;;;;;;;;;;;;;;;clips/clip_weißt_02_nosub_0.mp4;audios/clip_weißt_02_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;66;0;66;;;;4;None;36.195.197.999.477.300;None;;;;;;;;;;;66;0;66;0;10.986.543.923.998.200;;;;;;;;;;;;;;;;clips/clip_hund_35_nosub_0.mp4;audios/clip_hund_35_nosub_0.mp3;audiovisual;[];4;None;4;36.195.197.999.477.300;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;67;0;67;;;;None;None;;;;;;;;;;;;;67;0;67;0;11.134.888.855.000.000;;;;;;;;;;;;;;;;clips/clip_hund_13_nosub_1.mp4;audios/silence.mp3;visual;[6.328472499735653];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;68;0;68;;;;None;None;;;;;;;;;;;;;68;0;68;0;11.261.073.003.998.000;;;;;;;;;;;;;;;;clips/clip_weißt_23_nosub_1.mp4;audios/clip_weißt_23_nosub_1.mp3;audiovisual;[8.341753100045025];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;69;0;69;;;;None;None;;;;;;;;;;;;;69;0;69;0;1.138.332.854.599.690;;;;;;;;;;;;;;;;clips/clip_lied_17_sub_2.mp4;audios/silence.mp3;visual;[2.9633887000381947, 7.856370400171727];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;70;0;70;;;;None;None;;;;;;;;;;;;;70;0;70;0;1.149.270.110.799.930;;;;;;;;;;;;;;;;clips/clip_weißt_20_sub_1.mp4;audios/clip_weißt_20_sub_1.mp3;audiovisual;[7.982539900112897];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;71;0;71;;;;None;None;;;;;;;;;;;;;71;0;71;0;11.598.248.517.997.500;;;;;;;;;;;;;;;;clips/clip_weißt_01_nosub_1.mp4;audios/silence.mp3;visual;[5.93509679986164];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;72;0;72;;;;None;None;;;;;;;;;;;;;72;0;72;0;11.717.189.384.000.300;;;;;;;;;;;;;;;;clips/clip_wurst_03_nosub_1.mp4;audios/clip_wurst_03_nosub_1.mp3;audiovisual;[4.13382859993726];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;73;0;73;;;;None;None;;;;;;;;;;;;;73;0;73;0;11.844.320.586.998.900;;;;;;;;;;;;;;;;clips/clip_weißt_08_sub_0.mp4;audios/silence.mp3;visual;[7.765894800424576];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;74;0;74;;;;None;None;;;;;;;;;;;;;74;0;74;0;11.955.708.231.995.800;;;;;;;;;;;;;;;;clips/clip_claude_25_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;75;0;75;;;;None;None;;;;;;;;;;;;;75;0;75;0;12.066.559.040.998.100;;;;;;;;;;;;;;;;clips/clip_hund_22_nosub_1.mp4;audios/clip_hund_22_nosub_1.mp3;audiovisual;[8.441055499948561];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;76;0;76;;;;None;None;;;;;;;;;;;;;76;0;76;0;1.217.490.425.999.740;;;;;;;;;;;;;;;;clips/clip_claude_12_sub_0.mp4;audios/clip_claude_12_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;77;0;77;;;;None;None;;;;;;;;;;;;;77;0;77;0;12.274.748.333.999.800;;;;;;;;;;;;;;;;clips/clip_dampf_05_nosub_2.mp4;audios/silence.mp3;visual;[3.442824499681592, 8.631831999868155];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;78;0;78;;;;None;None;;;;;;;;;;;;;78;0;78;0;12.370.846.039.997.400;;;;;;;;;;;;;;;;clips/clip_hund_08_sub_1.mp4;audios/clip_hund_08_sub_1.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;79;0;79;;;;None;None;;;;;;;;;;;;;79;0;79;0;12.478.948.540.999.500;;;;;;;;;;;;;;;;clips/clip_weißt_12_nosub_1.mp4;audios/silence.mp3;visual;[9.083769700024277];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;80;0;80;;;;None;None;;;;;;;;;;;;;80;0;80;0;12.606.603.159.997.600;;;;;;;;;;;;;;;;clips/clip_weißt_15_sub_1.mp4;audios/clip_weißt_15_sub_1.mp3;audiovisual;[5.4581539002247155];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;81;0;81;;;;None;None;;;;;;;;;;;;;81;0;81;0;12.724.108.886.998.100;;;;;;;;;;;;;;;;clips/clip_wurst_28_nosub_1.mp4;audios/clip_wurst_28_nosub_1.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;82;0;82;;;;None;None;;;;;;;;;;;;;82;0;82;0;12.836.061.313.999.800;;;;;;;;;;;;;;;;clips/clip_weißt_30_sub_2.mp4;audios/clip_weißt_30_sub_2.mp3;audiovisual;[4.267940599936992, 11.991933099925518];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;83;0;83;;;;None;None;;;;;;;;;;;;;83;0;83;0;12.964.360.709.995.900;;;;;;;;;;;;;;;;clips/clip_herz_08_nosub_0.mp4;audios/clip_herz_08_nosub_0.mp3;audiovisual;[5.325592000037432, 9.576858799904585];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;84;0;84;;;;None;None;;;;;;;;;;;;;84;0;84;0;13.093.355.139.000.300;;;;;;;;;;;;;;;;clips/clip_hund_27_nosub_1.mp4;audios/silence.mp3;visual;[4.726552000269294];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;85;0;85;;;;None;None;;;;;;;;;;;;;85;0;85;0;13.210.331.043.996.800;;;;;;;;;;;;;;;;clips/clip_holo_18_nosub_0.mp4;audios/silence.mp3;visual;[6.468080699909478, 9.225405800156295];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;86;0;86;;;;None;None;;;;;;;;;;;;;86;0;86;0;13.337.798.008.997.900;;;;;;;;;;;;;;;;clips/clip_weißt_28_nosub_1.mp4;audios/clip_weißt_28_nosub_1.mp3;audiovisual;[1.4102456998080015, 3.609371399972588, 6.904347599949688];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;87;0;87;;;;None;None;;;;;;;;;;;;;87;0;87;0;13.447.086.316.999.000;;;;;;;;;;;;;;;;clips/clip_hund_03_sub_1.mp4;audios/clip_hund_03_sub_1.mp3;audiovisual;[6.531856100074947];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;88;0;88;;;;1;None;36.558.571.001.514.700;None;;;;;;;;;;;88;0;88;0;13.574.053.608.998.600;;;;;;;;;;;;;;;;clips/clip_claude_19_sub_0.mp4;audios/silence.mp3;visual;[];1;None;1;36.558.571.001.514.700;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;89;0;89;;;;None;None;;;;;;;;;;;;;89;0;89;0;13.728.416.230.999.800;;;;;;;;;;;;;;;;clips/clip_claude_22_nosub_2.mp4;audios/clip_claude_22_nosub_2.mp3;audiovisual;[8.20474770013243];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;90;0;90;;;;None;None;;;;;;;;;;;;;90;0;90;0;13.839.391.485.997.400;;;;;;;;;;;;;;;;clips/clip_holo_04_sub_2.mp4;audios/silence.mp3;visual;[3.310008400119841, 7.077326199971139];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;91;0;91;;;;1;None;6.524.850.700.050.590;None;;;;;;;;;;;91;0;91;0;13.967.339.347.000.200;;;;;;;;;;;;;;;;clips/clip_herz_03_nosub_2.mp4;audios/silence.mp3;visual;[4.414635000284761, 11.248081200290471];1;None;1;6.524.850.700.050.590;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;92;0;92;;;;3;None;4.262.130.399.700.250;None;;;;;;;;;;;92;0;92;0;14.167.425.599.000.400;;;;;;;;;;;;;;;;clips/clip_herz_11_nosub_0.mp4;audios/silence.mp3;visual;[5.037777400109917];3;None;4;4.262.130.399.700.250;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;93;0;93;;;;None;None;;;;;;;;;;;;;93;0;93;0;14.309.595.756.996.400;;;;;;;;;;;;;;;;clips/clip_claude_09_nosub_2.mp4;audios/silence.mp3;visual;[4.297391300089657, 9.481816600076854];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;94;0;94;;;;None;None;;;;;;;;;;;;;94;0;94;0;14.420.060.034.999.600;;;;;;;;;;;;;;;;clips/clip_weißt_16_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;95;0;95;;;;1;None;4.037.889.499.682.930;None;;;;;;;;;;;95;0;95;0;14.533.760.142.996.900;;;;;;;;;;;;;;;;clips/clip_claude_27_sub_0.mp4;audios/silence.mp3;visual;[];1;None;1;4.037.889.499.682.930;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;96;0;96;;;;None;None;;;;;;;;;;;;;96;0;96;0;14.702.965.678.996.400;;;;;;;;;;;;;;;;clips/clip_lied_14_sub_0.mp4;audios/clip_lied_14_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;97;0;97;;;;None;None;;;;;;;;;;;;;97;0;97;0;14.807.624.490.000.300;;;;;;;;;;;;;;;;clips/clip_herz_07_nosub_2.mp4;audios/silence.mp3;visual;[4.4644654002040625, 10.817039799876511];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;98;0;98;;;;2;None;4.674.994.600.005.440;None;;;;;;;;;;;98;0;98;0;14.936.241.584.997.600;;;;;;;;;;;;;;;;clips/clip_herz_05_sub_0.mp4;audios/silence.mp3;visual;[6.593389799818397];2;None;2;4.674.994.600.005.440;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;99;0;99;;;;None;None;;;;;;;;;;;;;99;0;99;0;15.095.057.806.996.600;;;;;;;;;;;;;;;;clips/clip_herz_14_sub_0.mp4;audios/clip_herz_14_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;100;0;100;;;;None;None;;;;;;;;;;;;;100;0;100;0;15.208.176.331.999.700;;;;;;;;;;;;;;;;clips/clip_claude_20_sub_1.mp4;audios/clip_claude_20_sub_1.mp3;audiovisual;[6.555746399797499];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;101;0;101;;;;None;None;;;;;;;;;;;;;101;0;101;0;15.337.257.893.998.100;;;;;;;;;;;;;;;;clips/clip_lied_11_nosub_1.mp4;audios/clip_lied_11_nosub_1.mp3;audiovisual;[8.092014700174332];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
