instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;102;0;102;;;;None;None;;;;;;;;;;;;;102;0;102;0;15.455.841.584.997.200;;;;;;;;;;;;;;;;clips/clip_wurst_34_sub_2.mp4;audios/clip_wurst_34_sub_2.mp3;audiovisual;[4.756855699699372];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;103;0;103;;;;None;None;;;;;;;;;;;;;103;0;103;0;15.549.241.104.996.700;;;;;;;;;;;;;;;;clips/clip_holo_22_nosub_1.mp4;audios/silence.mp3;visual;[9.164028599858284];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;104;0;104;;;;None;None;;;;;;;;;;;;;104;0;104;0;1.565.015.558.899.840;;;;;;;;;;;;;;;;clips/clip_weißt_13_nosub_0.mp4;audios/clip_weißt_13_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;105;0;105;;;;None;None;;;;;;;;;;;;;105;0;105;0;15.766.271.191.998.300;;;;;;;;;;;;;;;;clips/clip_hund_20_sub_0.mp4;audios/clip_hund_20_sub_0.mp3;audiovisual;[0.018244299571961164];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;106;0;106;;;;None;None;;;;;;;;;;;;;106;0;106;0;15.889.652.169.998.700;;;;;;;;;;;;;;;;clips/clip_claude_01_nosub_2.mp4;audios/silence.mp3;visual;[6.803817899897695, 8.758572599850595];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;107;0;107;;;;None;None;;;;;;;;;;;;;107;0;107;0;1.600.844.843.099.820;;;;;;;;;;;;;;;;clips/clip_claude_16_sub_1.mp4;audios/clip_claude_16_sub_1.mp3;audiovisual;[9.00516470009461];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;108;0;108;;;;None;None;;;;;;;;;;;;;108;0;108;0;16.127.993.734.995.800;;;;;;;;;;;;;;;;clips/clip_claude_23_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;109;0;109;;;;None;None;;;;;;;;;;;;;109;0;109;0;1.625.879.170.899.740;;;;;;;;;;;;;;;;clips/clip_herz_02_sub_0.mp4;audios/clip_herz_02_sub_0.mp3;audiovisual;[9.998512400314212];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;110;0;110;;;;None;None;;;;;;;;;;;;;110;0;110;0;16.390.770.064.997.400;;;;;;;;;;;;;;;;clips/clip_wurst_22_sub_0.mp4;audios/clip_wurst_22_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;111;0;111;;;;None;None;;;;;;;;;;;;;111;0;111;0;16.515.671.733.999.600;;;;;;;;;;;;;;;;clips/clip_wurst_06_nosub_2.mp4;audios/silence.mp3;visual;[8.319236000068486];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;112;0;112;;;;2;None;3.638.616.200.070.820;None;;;;;;;;;;;112;0;112;0;1.663.569.496.799.720;;;;;;;;;;;;;;;;clips/clip_claude_10_nosub_0.mp4;audios/clip_claude_10_nosub_0.mp3;audiovisual;[];2;None;2;3.638.616.200.070.820;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;113;0;113;;;;None;None;;;;;;;;;;;;;113;0;113;0;16.792.461.080.998.100;;;;;;;;;;;;;;;;clips/clip_holo_17_sub_0.mp4;audios/clip_holo_17_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;114;0;114;;;;None;None;;;;;;;;;;;;;114;0;114;0;16.899.092.500.996.700;;;;;;;;;;;;;;;;clips/clip_wurst_16_nosub_0.mp4;audios/clip_wurst_16_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;115;0;115;;;;None;None;;;;;;;;;;;;;115;0;115;0;17.007.812.967.998.900;;;;;;;;;;;;;;;;clips/clip_claude_18_nosub_0.mp4;audios/clip_claude_18_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;116;0;116;;;;None;None;;;;;;;;;;;;;116;0;116;0;17.106.213.416.997.300;;;;;;;;;;;;;;;;clips/clip_wurst_18_sub_0.mp4;audios/clip_wurst_18_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;117;0;117;;;;None;None;;;;;;;;;;;;;117;0;117;0;17.214.524.601.995.900;;;;;;;;;;;;;;;;clips/clip_lied_18_sub_2.mp4;audios/clip_lied_18_sub_2.mp3;audiovisual;[5.703101499937475, 7.485478799790144];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;118;0;118;;;;None;None;;;;;;;;;;;;;118;0;118;0;17.329.396.102.996.500;;;;;;;;;;;;;;;;clips/clip_wurst_33_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;119;0;119;;;;4;space;7.256.230.200.175.190;None;5.700.058.320.024.980;None;;;;;;;;;119;0;119;0;1.743.502.188.500.010;;;;;;;;;;;;;;;;clips/clip_wurst_36_nosub_0.mp4;audios/clip_wurst_36_nosub_0.mp3;audiovisual;[];4;space;4;7.256.230.200.175.190;None;5.700.058.320.024.980;None;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;120;0;120;;;;None;None;;;;;;;;;;;;;120;0;120;0;18.185.177.803.998.800;;;;;;;;;;;;;;;;clips/clip_hund_16_sub_1.mp4;audios/clip_hund_16_sub_1.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;121;0;121;;;;None;None;;;;;;;;;;;;;121;0;121;0;1.830.182.766.399.810;;;;;;;;;;;;;;;;clips/clip_holo_19_nosub_1.mp4;audios/clip_holo_19_nosub_1.mp3;audiovisual;[6.4276622999459505];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;122;0;122;;;;None;None;;;;;;;;;;;;;122;0;122;0;18.410.249.808.998.700;;;;;;;;;;;;;;;;clips/clip_lied_19_nosub_1.mp4;audios/silence.mp3;visual;[5.029815400019288];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;123;0;123;;;;None;None;;;;;;;;;;;;;123;0;123;0;18.525.832.905.997.500;;;;;;;;;;;;;;;;clips/clip_wurst_30_sub_1.mp4;audios/clip_wurst_30_sub_1.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;124;0;124;;;;1;None;39.992.889.002.896.800;None;;;;;;;;;;;124;0;124;0;18.633.714.794.996.100;;;;;;;;;;;;;;;;clips/clip_lied_12_sub_0.mp4;audios/silence.mp3;visual;[];1;None;1;39.992.889.002.896.800;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;125;0;125;;;;None;None;;;;;;;;;;;;;125;0;125;0;18.773.066.355.995.800;;;;;;;;;;;;;;;;clips/clip_claude_04_sub_2.mp4;audios/clip_claude_04_sub_2.mp3;audiovisual;[8.755427200347185];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;126;0;126;;;;4;None;4.310.941.299.889.230;None;;;;;;;;;;;126;0;126;0;18.871.370.942.997.700;;;;;;;;;;;;;;;;clips/clip_lied_22_sub_1.mp4;audios/clip_lied_22_sub_1.mp3;audiovisual;[6.07774809980765];4;None;4;4.310.941.299.889.230;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;127;0;127;;;;None;None;;;;;;;;;;;;;127;0;127;0;19.027.749.799.997.500;;;;;;;;;;;;;;;;clips/clip_claude_07_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;128;0;128;;;;None;None;;;;;;;;;;;;;128;0;128;0;19.135.785.742.998.100;;;;;;;;;;;;;;;;clips/clip_herz_17_sub_0.mp4;audios/silence.mp3;visual;[5.7112306002527475];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;129;0;129;;;;None;None;;;;;;;;;;;;;129;0;129;0;19.226.075.794.999.400;;;;;;;;;;;;;;;;clips/clip_hund_17_nosub_1.mp4;audios/silence.mp3;visual;[10.23061400000006];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;130;0;130;;;;None;None;;;;;;;;;;;;;130;0;130;0;19.357.861.082.996.200;;;;;;;;;;;;;;;;clips/clip_holo_13_sub_1.mp4;audios/clip_holo_13_sub_1.mp3;audiovisual;[4.523880599997938];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;131;0;131;;;;None;None;;;;;;;;;;;;;131;0;131;0;19.483.993.433.997.900;;;;;;;;;;;;;;;;clips/clip_weißt_19_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;132;0;132;;;;None;None;;;;;;;;;;;;;132;0;132;0;19.592.387.133.999.700;;;;;;;;;;;;;;;;clips/clip_hund_32_sub_1.mp4;audios/clip_hund_32_sub_1.mp3;audiovisual;[0.5439384998753667, 7.522297900170088];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;133;0;133;;;;None;None;;;;;;;;;;;;;133;0;133;0;1.970.060.638.200.020;;;;;;;;;;;;;;;;clips/clip_lied_21_sub_2.mp4;audios/silence.mp3;visual;[5.227009099908173, 10.732158599887043];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;134;0;134;;;;None;None;;;;;;;;;;;;;134;0;134;0;19.824.134.696.000.200;;;;;;;;;;;;;;;;clips/clip_holo_27_nosub_1.mp4;audios/silence.mp3;visual;[5.5226306999102235];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;135;0;135;;;;None;None;;;;;;;;;;;;;135;0;135;0;19.932.985.566.998.800;;;;;;;;;;;;;;;;clips/clip_weißt_25_sub_1.mp4;audios/silence.mp3;visual;[5.221875200048089];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;136;0;136;;;;None;None;;;;;;;;;;;;;136;0;136;0;2.006.160.012.499.890;;;;;;;;;;;;;;;;clips/clip_lied_03_nosub_1.mp4;audios/clip_lied_03_nosub_1.mp3;audiovisual;[4.519368600100279];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;137;0;137;;;;None;None;;;;;;;;;;;;;137;0;137;0;20.177.774.084.997.300;;;;;;;;;;;;;;;;clips/clip_holo_08_sub_2.mp4;audios/silence.mp3;visual;[4.281465500127524, 9.14869729988277];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;138;0;138;;;;None;None;;;;;;;;;;;;;138;0;138;0;20.295.528.086.000.100;;;;;;;;;;;;;;;;clips/clip_holo_02_nosub_2.mp4;audios/silence.mp3;visual;[1.647646900266409, 3.972282000351697, 8.360052899923176];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;139;0;139;;;;None;None;;;;;;;;;;;;;139;0;139;0;20.414.340.670.998.200;;;;;;;;;;;;;;;;clips/clip_claude_29_sub_0.mp4;audios/clip_claude_29_sub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;140;0;140;;;;None;None;;;;;;;;;;;;;140;0;140;0;20.522.929.892.996.300;;;;;;;;;;;;;;;;clips/clip_lied_08_sub_1.mp4;audios/silence.mp3;visual;[7.733213999774307];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;141;0;141;;;;4;None;1.030.482.989.968.730;None;;;;;;;;;;;141;0;141;0;20.621.606.641.998.500;;;;;;;;;;;;;;;;clips/clip_wurst_25_sub_1.mp4;audios/silence.mp3;visual;[];4;None;4;1.030.482.989.968.730;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;142;0;142;;;;None;None;;;;;;;;;;;;;142;0;142;0;20.845.630.877.995.800;;;;;;;;;;;;;;;;clips/clip_claude_13_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;143;0;143;;;;None;None;;;;;;;;;;;;;143;0;143;0;2.094.556.660.399.770;;;;;;;;;;;;;;;;clips/clip_wurst_27_nosub_1.mp4;audios/silence.mp3;visual;[6.07132579991594];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;144;0;144;;;;None;None;;;;;;;;;;;;;144;0;144;0;21.056.889.828.997.600;;;;;;;;;;;;;;;;clips/clip_lied_07_nosub_1.mp4;audios/clip_lied_07_nosub_1.mp3;audiovisual;[4.592397499829531];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;145;0;145;;;;2;None;944.592.810.003.087;None;;;;;;;;;;;145;0;145;0;21.155.368.332.997.800;;;;;;;;;;;;;;;;clips/clip_hund_05_nosub_0.mp4;audios/clip_hund_05_nosub_0.mp3;audiovisual;[4.1206641998142];2;None;3;944.592.810.003.087;None;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;146;0;146;;;;None;None;;;;;;;;;;;;;146;0;146;0;21.374.290.422.997.400;;;;;;;;;;;;;;;;clips/clip_wurst_20_nosub_0.mp4;audios/clip_wurst_20_nosub_0.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;147;0;147;;;;None;None;;;;;;;;;;;;;147;0;147;0;214.842.338.990.001;;;;;;;;;;;;;;;;clips/clip_holo_09_sub_2.mp4;audios/clip_holo_09_sub_2.mp3;audiovisual;[];None;None;;;;;;208;B;2026-04-05_17h54.40.576;exp_sofc_final;;02.01.2026;61.009.983.636.102.800;2026-04-05 17h54.41.743969 +0200
;148;0;148;;;;;;;;;;;;;;;;;;148;0;148;0;2.160.514.929.899.940;;;;;;;;;;;;;;;;clips/clip_claude_03_sub_1.mp4;audios/silence.mp3;visual;;;;;;;;;;;;;;;;
