instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;practice_trials.prac_attention_resp.keys;Practice_correct_key_required;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
Einverständniserklärung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;35;0;35;;;;None;None;;;;;;;;;;;;;35;0;35;0;6.530.811.646.999.790;;;;;;;;;;;;;;;;clips/clip_wurst_14_nosub_1.mp4;audios/silence.mp3;visual;[7.7643070998601615];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;36;0;36;;;;None;None;;;;;;;;;;;;;36;0;36;0;6.639.060.321.003.190;;;;;;;;;;;;;;;;clips/clip_herz_08_sub_0.mp4;audios/silence.mp3;visual;[5.351736499927938, 9.465082299895585];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;37;0;37;;;;None;None;;;;;;;;;;;;;37;0;37;0;6.767.012.791.000.300;;;;;;;;;;;;;;;;clips/clip_wurst_20_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;38;0;38;;;;None;None;;;;;;;;;;;;;38;0;38;0;6.876.857.696.003.280;;;;;;;;;;;;;;;;clips/clip_wurst_17_sub_0.mp4;audios/clip_wurst_17_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;39;0;39;;;;3;None;6.019.453.499.931.840;None;;;;;;;;;;;39;0;39;0;6.966.921.575.004.230;;;;;;;;;;;;;;;;clips/clip_claude_21_nosub_1.mp4;audios/clip_claude_21_nosub_1.mp3;audiovisual;[9.799806700088084];3;None;3;6.019.453.499.931.840;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;40;0;40;;;;1;None;5.023.384.700.063.610;None;;;;;;;;;;;40;0;40;0;7.159.754.348.001.440;;;;;;;;;;;;;;;;clips/clip_lied_04_sub_0.mp4;audios/clip_lied_04_sub_0.mp3;audiovisual;[];1;None;1;5.023.384.700.063.610;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;41;0;41;;;;None;None;;;;;;;;;;;;;41;0;41;0;732.886.465.900.112;;;;;;;;;;;;;;;;clips/clip_holo_07_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;42;0;42;;;;None;None;;;;;;;;;;;;;42;0;42;0;7.433.247.379.004.020;;;;;;;;;;;;;;;;clips/clip_dampf_06_sub_2.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;43;0;43;;;;None;None;;;;;;;;;;;;;43;0;43;0;7.529.553.169.002.750;;;;;;;;;;;;;;;;clips/clip_claude_19_sub_0.mp4;audios/clip_claude_19_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;44;0;44;;;;None;None;;;;;;;;;;;;;44;0;44;0;7.643.464.008.001.610;;;;;;;;;;;;;;;;clips/clip_hund_15_sub_1.mp4;audios/clip_hund_15_sub_1.mp3;audiovisual;[4.851884699892253];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;45;0;45;;;;None;None;;;;;;;;;;;;;45;0;45;0;7.756.173.136.001.450;;;;;;;;;;;;;;;;clips/clip_weißt_04_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;46;0;46;;;;None;None;;;;;;;;;;;;;46;0;46;0;7.866.741.706.002.500;;;;;;;;;;;;;;;;clips/clip_claude_01_nosub_2.mp4;audios/clip_claude_01_nosub_2.mp3;audiovisual;[6.732047500088811, 8.493676600046456];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;47;0;47;;;;None;None;;;;;;;;;;;;;47;0;47;0;7.984.957.376.001.400;;;;;;;;;;;;;;;;clips/clip_hund_04_nosub_0.mp4;audios/clip_hund_04_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;48;0;48;;;;None;None;;;;;;;;;;;;;48;0;48;0;8.088.635.123.004.200;;;;;;;;;;;;;;;;clips/clip_holo_05_nosub_2.mp4;audios/silence.mp3;visual;[7.101114899851382];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;49;0;49;;;;None;None;;;;;;;;;;;;;49;0;49;0;8.188.761.369.003.910;;;;;;;;;;;;;;;;clips/clip_hund_03_nosub_1.mp4;audios/silence.mp3;visual;[6.548683399800211];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;50;0;50;;;;None;None;;;;;;;;;;;;;50;0;50;0;8.315.899.987.001.900;;;;;;;;;;;;;;;;clips/clip_lied_14_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;51;0;51;;;;None;None;;;;;;;;;;;;;51;0;51;0;8.421.567.786.000.660;;;;;;;;;;;;;;;;clips/clip_wurst_36_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;52;0;52;;;;None;None;;;;;;;;;;;;;52;0;52;0;8.529.078.453.001.560;;;;;;;;;;;;;;;;clips/clip_wurst_01_nosub_0.mp4;audios/clip_wurst_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;53;0;53;;;;2;None;6.586.541.899.945.580;None;;;;;;;;;;;53;0;53;0;8.637.169.391.000.640;;;;;;;;;;;;;;;;clips/clip_claude_23_sub_0.mp4;audios/clip_claude_23_sub_0.mp3;audiovisual;[];2;None;4;6.586.541.899.945.580;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;54;0;54;;;;None;None;;;;;;;;;;;;;54;0;54;0;8.834.295.528.000.220;;;;;;;;;;;;;;;;clips/clip_weißt_03_sub_0.mp4;audios/clip_weißt_03_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;55;0;55;;;;2;None;39.377.379.999.496.000;None;;;;;;;;;;;55;0;55;0;896.254.773.600.027;;;;;;;;;;;;;;;;clips/clip_dampf_04_nosub_1.mp4;audios/silence.mp3;visual;[5.20936039974913];2;None;2;39.377.379.999.496.000;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;56;0;56;;;;None;None;;;;;;;;;;;;;56;0;56;0;9.107.438.805.000.850;;;;;;;;;;;;;;;;clips/clip_weißt_07_sub_1.mp4;audios/silence.mp3;visual;[3.9482621997594833];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;57;0;57;;;;None;None;;;;;;;;;;;;;57;0;57;0;9.212.360.734.003.590;;;;;;;;;;;;;;;;clips/clip_herz_06_nosub_2.mp4;audios/silence.mp3;visual;[4.830234999768436, 7.93855689978227];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;58;0;58;;;;None;None;;;;;;;;;;;;;58;0;58;0;9.326.669.950.000.940;;;;;;;;;;;;;;;;clips/clip_holo_23_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;59;0;59;;;;None;space;;;25.002.375.999.465.500;None;;;;;;;;;59;0;59;0;9.436.629.095.003.000;;;;;;;;;;;;;;;;clips/clip_herz_07_nosub_2.mp4;audios/clip_herz_07_nosub_2.mp3;audiovisual;[4.180731399916112, 10.751377100124955];None;space;;;;25.002.375.999.465.500;None;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;60;0;60;;;;None;None;;;;;;;;;;;;;60;0;60;0;959.157.214.100.007;;;;;;;;;;;;;;;;clips/clip_wurst_13_sub_0.mp4;audios/clip_wurst_13_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;61;0;61;;;;None;None;;;;;;;;;;;;;61;0;61;0;9.696.093.276.999.890;;;;;;;;;;;;;;;;clips/clip_weißt_01_nosub_1.mp4;audios/clip_weißt_01_nosub_1.mp3;audiovisual;[5.851400800049305];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;62;0;62;;;;2;None;3.398.964.799.940.580;None;;;;;;;;;;;62;0;62;0;9.814.990.584.002.800;;;;;;;;;;;;;;;;clips/clip_wurst_32_sub_1.mp4;audios/silence.mp3;visual;[7.382151100318879];2;None;2;3.398.964.799.940.580;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;63;0;63;;;;None;None;;;;;;;;;;;;;63;0;63;0;9.964.871.086.003.250;;;;;;;;;;;;;;;;clips/clip_holo_18_nosub_0.mp4;audios/clip_holo_18_nosub_0.mp3;audiovisual;[6.391812699846923, 8.801556999795139];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;64;0;64;;;;4;None;4.728.275.599.889.450;None;;;;;;;;;;;64;0;64;0;10.090.753.290.001.300;;;;;;;;;;;;;;;;clips/clip_holo_15_sub_0.mp4;audios/silence.mp3;visual;[6.199542000424117];4;None;4;4.728.275.599.889.450;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;65;0;65;;;;None;None;;;;;;;;;;;;;65;0;65;0;1.024.166.237.700.260;;;;;;;;;;;;;;;;clips/clip_holo_08_sub_2.mp4;audios/clip_holo_08_sub_2.mp3;audiovisual;[4.323525399900973, 9.275402800180018];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;66;0;66;;;;None;None;;;;;;;;;;;;;66;0;66;0;10.357.405.190.002.100;;;;;;;;;;;;;;;;clips/clip_holo_03_sub_1.mp4;audios/silence.mp3;visual;[7.4515903000719845];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;67;0;67;;;;None;None;;;;;;;;;;;;;67;0;67;0;10.459.942.144.001.800;;;;;;;;;;;;;;;;clips/clip_weißt_16_nosub_0.mp4;audios/clip_weißt_16_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;68;0;68;;;;None;None;;;;;;;;;;;;;68;0;68;0;1.057.380.483.300.420;;;;;;;;;;;;;;;;clips/clip_wurst_08_sub_1.mp4;audios/clip_wurst_08_sub_1.mp3;audiovisual;[5.528119100257754];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;69;0;69;;;;None;None;;;;;;;;;;;;;69;0;69;0;106.672.839.449.998;;;;;;;;;;;;;;;;clips/clip_holo_24_sub_2.mp4;audios/clip_holo_24_sub_2.mp3;audiovisual;[7.065269500017166, 9.799115699715912];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;70;0;70;;;;None;None;;;;;;;;;;;;;70;0;70;0;10.774.325.632.001.200;;;;;;;;;;;;;;;;clips/clip_holo_04_sub_2.mp4;audios/clip_holo_04_sub_2.mp3;audiovisual;[3.1426566001027822, 7.0049887001514435];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;71;0;71;;;;3;None;6.237.959.499.936.550;None;;;;;;;;;;;71;0;71;0;10.903.908.770.000.500;;;;;;;;;;;;;;;;clips/clip_wurst_21_sub_0.mp4;audios/clip_wurst_21_sub_0.mp3;audiovisual;[];3;None;3;6.237.959.499.936.550;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;72;0;72;;;;None;None;;;;;;;;;;;;;72;0;72;0;11.080.951.033.001.700;;;;;;;;;;;;;;;;clips/clip_holo_09_nosub_2.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;73;0;73;;;;None;None;;;;;;;;;;;;;73;0;73;0;11.203.343.621.999.900;;;;;;;;;;;;;;;;clips/clip_wurst_26_nosub_1.mp4;audios/silence.mp3;visual;[10.30324190016836];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;74;0;74;;;;None;None;;;;;;;;;;;;;74;0;74;0;1.133.219.086.300.110;;;;;;;;;;;;;;;;clips/clip_claude_02_sub_1.mp4;audios/silence.mp3;visual;[5.903335600160062];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;75;0;75;;;;2;None;5.990.942.499.600.350;None;;;;;;;;;;;75;0;75;0;11.438.808.977.999.700;;;;;;;;;;;;;;;;clips/clip_wurst_10_nosub_2.mp4;audios/silence.mp3;visual;[4.706356899812818, 7.1934718997217715];2;None;2;5.990.942.499.600.350;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;76;0;76;;;;None;None;;;;;;;;;;;;;76;0;76;0;1.159.659.293.900.240;;;;;;;;;;;;;;;;clips/clip_hund_20_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;77;0;77;;;;2;None;4.316.152.000.334.110;None;;;;;;;;;;;77;0;77;0;1.171.994.104.700.160;;;;;;;;;;;;;;;;clips/clip_hund_14_sub_2.mp4;audios/silence.mp3;visual;[6.127621300052851];2;None;2;4.316.152.000.334.110;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;78;0;78;;;;None;None;;;;;;;;;;;;;78;0;78;0;11.871.989.047.001.100;;;;;;;;;;;;;;;;clips/clip_weißt_28_sub_1.mp4;audios/silence.mp3;visual;[2.2454874999821186, 6.930351599585265];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;79;0;79;;;;None;None;;;;;;;;;;;;;79;0;79;0;11.980.357.346.003.800;;;;;;;;;;;;;;;;clips/clip_herz_14_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;80;0;80;;;;None;None;;;;;;;;;;;;;80;0;80;0;12.094.543.929.002.200;;;;;;;;;;;;;;;;clips/clip_hund_12_nosub_1.mp4;audios/silence.mp3;visual;[9.980677799787372];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;81;0;81;;;;None;None;;;;;;;;;;;;;81;0;81;0;12.216.270.902.003.100;;;;;;;;;;;;;;;;clips/clip_claude_05_nosub_2.mp4;audios/clip_claude_05_nosub_2.mp3;audiovisual;[4.65726329991594];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;82;0;82;;;;None;None;;;;;;;;;;;;;82;0;82;0;12.336.992.569.002.300;;;;;;;;;;;;;;;;clips/clip_claude_26_sub_0.mp4;audios/silence.mp3;visual;[4.221084100194275];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;83;0;83;;;;None;None;;;;;;;;;;;;;83;0;83;0;1.245.564.503.900.240;;;;;;;;;;;;;;;;clips/clip_herz_12_sub_0.mp4;audios/silence.mp3;visual;[5.904994599986821];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;84;0;84;;;;None;None;;;;;;;;;;;;;84;0;84;0;12.554.933.474.999.800;;;;;;;;;;;;;;;;clips/clip_dampf_03_sub_1.mp4;audios/clip_dampf_03_sub_1.mp3;audiovisual;[7.794561600312591];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;85;0;85;;;;None;None;;;;;;;;;;;;;85;0;85;0;1.264.043.429.700.190;;;;;;;;;;;;;;;;clips/clip_dampf_01_nosub_0.mp4;audios/clip_dampf_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;86;0;86;;;;None;None;;;;;;;;;;;;;86;0;86;0;12.743.832.094.999.900;;;;;;;;;;;;;;;;clips/clip_weißt_12_nosub_1.mp4;audios/clip_weißt_12_nosub_1.mp3;audiovisual;[9.15116549981758];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;87;0;87;;;;None;None;;;;;;;;;;;;;87;0;87;0;12.871.986.526.004.000;;;;;;;;;;;;;;;;clips/clip_holo_14_nosub_0.mp4;audios/clip_holo_14_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;88;0;88;;;;None;None;;;;;;;;;;;;;88;0;88;0;1.298.081.392.500.080;;;;;;;;;;;;;;;;clips/clip_holo_17_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;89;0;89;;;;None;None;;;;;;;;;;;;;89;0;89;0;1.308.826.460.200.360;;;;;;;;;;;;;;;;clips/clip_holo_20_sub_1.mp4;audios/clip_holo_20_sub_1.mp3;audiovisual;[1.8095911997370422];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;90;0;90;;;;None;None;;;;;;;;;;;;;90;0;90;0;13.192.921.404.000.300;;;;;;;;;;;;;;;;clips/clip_weißt_27_nosub_1.mp4;audios/clip_weißt_27_nosub_1.mp3;audiovisual;[7.988111600279808];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;91;0;91;;;;1;None;54.816.955.998.539.900;None;;;;;;;;;;;91;0;91;0;13.300.814.645.001.600;;;;;;;;;;;;;;;;clips/clip_herz_10_nosub_0.mp4;audios/silence.mp3;visual;[];1;None;1;54.816.955.998.539.900;None;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;92;0;92;;;;None;None;;;;;;;;;;;;;92;0;92;0;13.466.038.099.001.100;;;;;;;;;;;;;;;;clips/clip_claude_13_nosub_0.mp4;audios/clip_claude_13_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;93;0;93;;;;None;None;;;;;;;;;;;;;93;0;93;0;13.565.960.189.001.600;;;;;;;;;;;;;;;;clips/clip_hund_18_sub_1.mp4;audios/silence.mp3;visual;[6.988765299785882];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;94;0;94;;;;None;None;;;;;;;;;;;;;94;0;94;0;1.367.544.575.100.290;;;;;;;;;;;;;;;;clips/clip_hund_17_nosub_1.mp4;audios/clip_hund_17_nosub_1.mp3;audiovisual;[10.458347799722105];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;95;0;95;;;;None;None;;;;;;;;;;;;;95;0;95;0;13.807.128.981.002.600;;;;;;;;;;;;;;;;clips/clip_herz_04_sub_0.mp4;audios/silence.mp3;visual;[8.008440500125289];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;96;0;96;;;;None;None;;;;;;;;;;;;;96;0;96;0;13.925.896.713.002.500;;;;;;;;;;;;;;;;clips/clip_claude_18_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;97;0;97;;;;None;None;;;;;;;;;;;;;97;0;97;0;1.402.496.014.200.150;;;;;;;;;;;;;;;;clips/clip_weißt_23_sub_1.mp4;audios/silence.mp3;visual;[8.536630799993873];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;98;0;98;;;;None;None;;;;;;;;;;;;;98;0;98;0;1.414.835.259.300.190;;;;;;;;;;;;;;;;clips/clip_wurst_25_sub_1.mp4;audios/clip_wurst_25_sub_1.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;99;0;99;;;;None;None;;;;;;;;;;;;;99;0;99;0;14.269.147.030.999.800;;;;;;;;;;;;;;;;clips/clip_claude_14_sub_0.mp4;audios/silence.mp3;visual;[1.8736092001199722, 8.98655160004273];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;100;0;100;;;;None;None;;;;;;;;;;;;;100;0;100;0;14.388.833.513.003.700;;;;;;;;;;;;;;;;clips/clip_holo_16_sub_1.mp4;audios/clip_holo_16_sub_1.mp3;audiovisual;[10.48319899989292];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;101;0;101;;;;None;None;;;;;;;;;;;;;101;0;101;0;14.518.697.088.002.200;;;;;;;;;;;;;;;;clips/clip_wurst_19_nosub_0.mp4;audios/clip_wurst_19_nosub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;102;0;102;;;;None;None;;;;;;;;;;;;;102;0;102;0;14.637.914.760.001.000;;;;;;;;;;;;;;;;clips/clip_hund_19_sub_0.mp4;audios/clip_hund_19_sub_0.mp3;audiovisual;[];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;103;0;103;;;;None;None;;;;;;;;;;;;;103;0;103;0;14.759.876.500.000.200;;;;;;;;;;;;;;;;clips/clip_weißt_26_nosub_1.mp4;audios/silence.mp3;visual;[7.484036200214177];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
;104;0;104;;;;None;None;;;;;;;;;;;;;104;0;104;0;14.871.296.721.003.000;;;;;;;;;;;;;;;;clips/clip_hund_32_nosub_1.mp4;audios/silence.mp3;visual;[4.834796200040728, 6.718355699907988];None;None;;;;;;201;B;2026-03-28_21h19.11.611;exp_sofc_final;;02.01.2026;6.004.412.044.809.740;2026-03-28 21h19.13.703813 +0100
