instruction_text;thisN;thisTrialN;thisRepN;prac_attention_resp.keys;prac_attention_resp.rt;prac_attention_resp.duration;exp_atttention_resp.keys;exp_pause_resp.keys;exp_atttention_resp.rt;exp_atttention_resp.duration;exp_pause_resp.rt;exp_pause_resp.duration;instruction_trial.thisRepN;instruction_trial.thisTrialN;instruction_trial.thisN;instruction_trial.thisIndex;practice_trials.thisRepN;practice_trials.thisTrialN;practice_trials.thisN;practice_trials.thisIndex;experiment_trials.thisRepN;experiment_trials.thisTrialN;experiment_trials.thisN;experiment_trials.thisIndex;thisRow.t;notes;piloting;assigned_ls_group;slider_informed_consent.response;Practice_clip_name;Practice_video_used;Practice_audio_used;Practice_modality;Practice_subtitles;Practice_attention_check;Practice_all_cut_rts;Practice_correct_key_required;practice_trials.prac_attention_resp.keys;practice_trials.prac_attention_resp.rt;practice_trials.prac_attention_resp.duration;video_used;audio_used;condition_modality;all_cut_rts;experiment_trials.exp_atttention_resp.keys;experiment_trials.exp_pause_resp.keys;correct_key_required;experiment_trials.exp_atttention_resp.rt;experiment_trials.exp_atttention_resp.duration;experiment_trials.exp_pause_resp.rt;experiment_trials.exp_pause_resp.duration;participant;session;date;expName;expVersion;psychopyVersion;frameRate;expStart
;121;0;121;;;;None;None;;;;;;;;;;;;;121;0;121;0;2.130.146.642.100.060;;;;;;;;;;;;;;;;clips/clip_herz_09_sub_0.mp4;audios/clip_herz_09_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;122;0;122;;;;None;None;;;;;;;;;;;;;122;0;122;0;21.425.137.100.000.800;;;;;;;;;;;;;;;;clips/clip_wurst_36_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;123;0;123;;;;None;None;;;;;;;;;;;;;123;0;123;0;21.532.648.954.000.300;;;;;;;;;;;;;;;;clips/clip_wurst_10_nosub_2.mp4;audios/silence.mp3;visual;[4.876205100212246];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;124;0;124;;;;None;None;;;;;;;;;;;;;124;0;124;0;2.162.792.314.999.730;;;;;;;;;;;;;;;;clips/clip_wurst_12_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;125;0;125;;;;None;None;;;;;;;;;;;;;125;0;125;0;21.722.447.707.997.600;;;;;;;;;;;;;;;;clips/clip_hund_12_nosub_1.mp4;audios/silence.mp3;visual;[10.061438099946827];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;126;0;126;;;;None;None;;;;;;;;;;;;;126;0;126;0;21.843.163.936.999.600;;;;;;;;;;;;;;;;clips/clip_claude_03_sub_1.mp4;audios/clip_claude_03_sub_1.mp3;audiovisual;[5.292293100152165];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;127;0;127;;;;None;None;;;;;;;;;;;;;127;0;127;0;2.196.638.875.399.710;;;;;;;;;;;;;;;;clips/clip_hund_22_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;128;0;128;;;;None;None;;;;;;;;;;;;;128;0;128;0;22.075.057.932.999.900;;;;;;;;;;;;;;;;clips/clip_holo_18_nosub_0.mp4;audios/clip_holo_18_nosub_0.mp3;audiovisual;[6.427142600063235, 8.731934200040996];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;129;0;129;;;;None;None;;;;;;;;;;;;;129;0;129;0;22.202.152.279.997.200;;;;;;;;;;;;;;;;clips/clip_wurst_21_sub_0.mp4;audios/clip_wurst_21_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;130;0;130;;;;None;None;;;;;;;;;;;;;130;0;130;0;22.314.912.672.000.900;;;;;;;;;;;;;;;;clips/clip_wurst_14_nosub_1.mp4;audios/silence.mp3;visual;[8.15591139998287];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;131;0;131;;;;None;None;;;;;;;;;;;;;131;0;131;0;22.423.416.176.997.100;;;;;;;;;;;;;;;;clips/clip_hund_14_sub_2.mp4;audios/silence.mp3;visual;[5.874344800133258];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;132;0;132;;;;None;None;;;;;;;;;;;;;132;0;132;0;2.253.041.552.099.860;;;;;;;;;;;;;;;;clips/clip_holo_19_sub_1.mp4;audios/silence.mp3;visual;[6.57147190021351];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;133;0;133;;;;None;None;;;;;;;;;;;;;133;0;133;0;226.389.068.519.976;;;;;;;;;;;;;;;;clips/clip_lied_09_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;134;0;134;;;;None;None;;;;;;;;;;;;;134;0;134;0;2.275.129.471.299.700;;;;;;;;;;;;;;;;clips/clip_claude_04_nosub_2.mp4;audios/silence.mp3;visual;[8.63751420006156];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;135;0;135;;;;None;None;;;;;;;;;;;;;135;0;135;0;2.284.973.479.199.680;;;;;;;;;;;;;;;;clips/clip_herz_08_sub_0.mp4;audios/silence.mp3;visual;[0.14361249981448054, 5.378157400060445];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;136;0;136;;;;None;None;;;;;;;;;;;;;136;0;136;0;2.297.869.097.399.990;;;;;;;;;;;;;;;;clips/clip_wurst_07_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;137;0;137;;;;None;None;;;;;;;;;;;;;137;0;137;0;2.308.717.128.199.990;;;;;;;;;;;;;;;;clips/clip_wurst_31_nosub_1.mp4;audios/clip_wurst_31_nosub_1.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;138;0;138;;;;None;None;;;;;;;;;;;;;138;0;138;0;23.205.599.881.000.800;;;;;;;;;;;;;;;;clips/clip_dampf_01_nosub_0.mp4;audios/clip_dampf_01_nosub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;139;0;139;;;;None;None;;;;;;;;;;;;;139;0;139;0;2.330.855.275.799.980;;;;;;;;;;;;;;;;clips/clip_lied_21_sub_2.mp4;audios/clip_lied_21_sub_2.mp3;audiovisual;[5.265812600031495, 10.69842080026865];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;140;0;140;;;;3;None;29.992.856.001.481.400;None;;;;;;;;;;;140;0;140;0;23.431.741.482.997.300;;;;;;;;;;;;;;;;clips/clip_claude_26_sub_0.mp4;audios/silence.mp3;visual;[4.208388399798423, 6.255405799951404];3;None;3;29.992.856.001.481.400;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;141;0;141;;;;2;None;6.445.357.500.109.820;None;;;;;;;;;;;141;0;141;0;23.579.795.953.999.200;;;;;;;;;;;;;;;;clips/clip_wurst_11_nosub_0.mp4;audios/clip_wurst_11_nosub_0.mp3;audiovisual;[];2;None;3;6.445.357.500.109.820;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;142;0;142;;;;None;None;;;;;;;;;;;;;142;0;142;0;23.773.116.989.997.200;;;;;;;;;;;;;;;;clips/clip_lied_15_nosub_2.mp4;audios/clip_lied_15_nosub_2.mp3;audiovisual;[3.2992699998430908, 7.121005099732429];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;143;0;143;;;;None;None;;;;;;;;;;;;;143;0;143;0;23.855.076.737.999.900;;;;;;;;;;;;;;;;clips/clip_claude_06_sub_1.mp4;audios/silence.mp3;visual;[4.260227899998426];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;144;0;144;;;;None;None;;;;;;;;;;;;;144;0;144;0;23.991.207.886.999.400;;;;;;;;;;;;;;;;clips/clip_holo_22_nosub_1.mp4;audios/clip_holo_22_nosub_1.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;145;0;145;;;;1;None;3.720.980.499.871.070;None;;;;;;;;;;;145;0;145;0;2.409.648.506.799.710;;;;;;;;;;;;;;;;clips/clip_claude_09_nosub_2.mp4;audios/clip_claude_09_nosub_2.mp3;audiovisual;[4.231765499804169, 8.729501199908555];1;None;1;3.720.980.499.871.070;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;146;0;146;;;;None;None;;;;;;;;;;;;;146;0;146;0;24.240.785.276.996.900;;;;;;;;;;;;;;;;clips/clip_wurst_33_sub_0.mp4;audios/clip_wurst_33_sub_0.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;147;0;147;;;;4;None;4.371.048.599.947.240;None;;;;;;;;;;;147;0;147;0;2.434.596.998.400.050;;;;;;;;;;;;;;;;clips/clip_wurst_34_nosub_2.mp4;audios/silence.mp3;visual;[4.358804600313306, 6.536908800248057];4;None;4;4.371.048.599.947.240;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;148;0;148;;;;None;None;;;;;;;;;;;;;148;0;148;0;244.835.687.149.968;;;;;;;;;;;;;;;;clips/clip_herz_10_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;149;0;149;;;;None;None;;;;;;;;;;;;;149;0;149;0;2.459.276.181.699.700;;;;;;;;;;;;;;;;clips/clip_weißt_25_sub_1.mp4;audios/clip_weißt_25_sub_1.mp3;audiovisual;[5.589358400087804];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;150;0;150;;;;None;None;;;;;;;;;;;;;150;0;150;0;24.721.041.771.001.100;;;;;;;;;;;;;;;;clips/clip_hund_23_sub_1.mp4;audios/clip_hund_23_sub_1.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;151;0;151;;;;2;None;4.011.886.500.287.800;None;;;;;;;;;;;151;0;151;0;24.838.723.681.000.900;;;;;;;;;;;;;;;;clips/clip_claude_07_sub_0.mp4;audios/clip_claude_07_sub_0.mp3;audiovisual;[];2;None;2;4.011.886.500.287.800;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;152;0;152;;;;1;None;4.720.577.199.943.360;None;;;;;;;;;;;152;0;152;0;249.876.055.180.002;;;;;;;;;;;;;;;;clips/clip_weißt_06_nosub_0.mp4;audios/clip_weißt_06_nosub_0.mp3;audiovisual;[1.6253586001694202, 6.083267900161445];1;None;1;4.720.577.199.943.360;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;153;0;153;;;;None;None;;;;;;;;;;;;;153;0;153;0;25.146.389.484.996.900;;;;;;;;;;;;;;;;clips/clip_weißt_02_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;154;0;154;;;;None;None;;;;;;;;;;;;;154;0;154;0;25.254.882.506.998.200;;;;;;;;;;;;;;;;clips/clip_claude_12_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;155;0;155;;;;None;None;;;;;;;;;;;;;155;0;155;0;25.355.810.153.000.000;;;;;;;;;;;;;;;;clips/clip_herz_03_nosub_2.mp4;audios/clip_herz_03_nosub_2.mp3;audiovisual;[8.913600500207394, 11.365920300129801];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;156;0;156;;;;None;None;;;;;;;;;;;;;156;0;156;0;25.488.384.769.000.100;;;;;;;;;;;;;;;;clips/clip_herz_11_nosub_0.mp4;audios/clip_herz_11_nosub_0.mp3;audiovisual;[5.530803499743342];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;157;0;157;;;;1;None;5.713.527.800.049.630;None;;;;;;;;;;;157;0;157;0;2.558.949.653.599.870;;;;;;;;;;;;;;;;clips/clip_lied_19_nosub_1.mp4;audios/clip_lied_19_nosub_1.mp3;audiovisual;[5.0455205999314785];1;None;1;5.713.527.800.049.630;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;158;0;158;;;;None;None;;;;;;;;;;;;;158;0;158;0;25.761.808.738.997.200;;;;;;;;;;;;;;;;clips/clip_weißt_04_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;159;0;159;;;;None;None;;;;;;;;;;;;;159;0;159;0;25.871.341.527.998.400;;;;;;;;;;;;;;;;clips/clip_weißt_17_sub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;160;0;160;;;;None;None;;;;;;;;;;;;;160;0;160;0;25.994.871.966.000.600;;;;;;;;;;;;;;;;clips/clip_lied_02_nosub_2.mp4;audios/clip_lied_02_nosub_2.mp3;audiovisual;[4.264255099929869, 11.430623500142246];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;161;0;161;;;;None;None;;;;;;;;;;;;;161;0;161;0;26.116.778.087.001.200;;;;;;;;;;;;;;;;clips/clip_claude_24_nosub_1.mp4;audios/silence.mp3;visual;[6.229188200086355];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;162;0;162;;;;None;None;;;;;;;;;;;;;162;0;162;0;2.618.713.678.299.910;;;;;;;;;;;;;;;;clips/clip_hund_08_nosub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;163;0;163;;;;None;None;;;;;;;;;;;;;163;0;163;0;26.295.741.451.000.700;;;;;;;;;;;;;;;;clips/clip_claude_08_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;164;0;164;;;;None;None;;;;;;;;;;;;;164;0;164;0;26.400.882.468.000.000;;;;;;;;;;;;;;;;clips/clip_holo_10_nosub_1.mp4;audios/clip_holo_10_nosub_1.mp3;audiovisual;[6.06518410006538];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;165;0;165;;;;None;None;;;;;;;;;;;;;165;0;165;0;26.508.260.015.998.900;;;;;;;;;;;;;;;;clips/clip_wurst_24_sub_1.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;166;0;166;;;;None;None;;;;;;;;;;;;;166;0;166;0;2.663.018.209.000.110;;;;;;;;;;;;;;;;clips/clip_lied_14_nosub_0.mp4;audios/silence.mp3;visual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;167;0;167;;;;1;None;47.487.092.996.016.100;None;;;;;;;;;;;167;0;167;0;2.673.579.448.299.940;;;;;;;;;;;;;;;;clips/clip_weißt_12_nosub_1.mp4;audios/clip_weißt_12_nosub_1.mp3;audiovisual;[9.470449699554592];1;None;1;47.487.092.996.016.100;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;168;0;168;;;;None;None;;;;;;;;;;;;;168;0;168;0;2.691.104.813.199.950;;;;;;;;;;;;;;;;clips/clip_lied_17_sub_2.mp4;audios/clip_lied_17_sub_2.mp3;audiovisual;[7.165671500377357];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;169;0;169;;;;None;None;;;;;;;;;;;;;169;0;169;0;27.019.413.199.997.500;;;;;;;;;;;;;;;;clips/clip_holo_03_sub_1.mp4;audios/silence.mp3;visual;[7.541509300004691];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;170;0;170;;;;None;None;;;;;;;;;;;;;170;0;170;0;27.123.020.887.998.800;;;;;;;;;;;;;;;;clips/clip_holo_20_sub_1.mp4;audios/clip_holo_20_sub_1.mp3;audiovisual;[];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;171;0;171;;;;None;None;;;;;;;;;;;;;171;0;171;0;2.722.508.458.700.030;;;;;;;;;;;;;;;;clips/clip_hund_05_sub_0.mp4;audios/silence.mp3;visual;[4.278344299644232];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;172;0;172;;;;None;None;;;;;;;;;;;;;172;0;172;0;2.734.376.554.399.720;;;;;;;;;;;;;;;;clips/clip_herz_17_sub_0.mp4;audios/clip_herz_17_sub_0.mp3;audiovisual;[6.190796799957752];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;173;0;173;;;;None;None;;;;;;;;;;;;;173;0;173;0;274.337.518.480.001;;;;;;;;;;;;;;;;clips/clip_weißt_30_nosub_2.mp4;audios/silence.mp3;visual;[3.3833340001292527, 11.924240900203586];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;174;0;174;;;;None;None;;;;;;;;;;;;;174;0;174;0;2.756.242.157.700.000;;;;;;;;;;;;;;;;clips/clip_weißt_01_nosub_1.mp4;audios/clip_weißt_01_nosub_1.mp3;audiovisual;[5.895957800094038];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;175;0;175;;;;None;None;;;;;;;;;;;;;175;0;175;0;27.680.631.253.998.700;;;;;;;;;;;;;;;;clips/clip_hund_10_sub_0.mp4;audios/silence.mp3;visual;[8.075961099937558];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;176;0;176;;;;None;None;;;;;;;;;;;;;176;0;176;0;2.778.463.805.399.830;;;;;;;;;;;;;;;;clips/clip_holo_24_sub_2.mp4;audios/clip_holo_24_sub_2.mp3;audiovisual;[7.012967500369996, 10.25051030004397];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;177;0;177;;;;3;None;474.893.240.025.267;None;;;;;;;;;;;177;0;177;0;27.890.906.579.000.800;;;;;;;;;;;;;;;;clips/clip_weißt_14_sub_2.mp4;audios/clip_weißt_14_sub_2.mp3;audiovisual;[8.161144600249827];3;None;3;474.893.240.025.267;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;178;0;178;;;;None;None;;;;;;;;;;;;;178;0;178;0;28.035.623.492.999.000;;;;;;;;;;;;;;;;clips/clip_lied_18_nosub_2.mp4;audios/silence.mp3;visual;[5.841392199974507, 7.74821970006451];None;None;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;179;0;179;;;;3;None;4.656.468.899.920.580;None;;;;;;;;;;;179;0;179;0;28.150.979.442.996.900;;;;;;;;;;;;;;;;clips/clip_claude_14_sub_0.mp4;audios/silence.mp3;visual;[3.336858300026506, 9.129402900114655];3;None;3;4.656.468.899.920.580;None;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202;B;2026-03-30_11h51.24.960;exp_sofc_final;;02.01.2026;6.004.383.185.569.160;2026-03-30 11h51.26.439313 +0200
