instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_fixation_cross.started,prac_clip.started,prac_sound.started,prac_feedback.started,prac_fixation_cross.stopped,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,exp_sound.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,129,0,129,,,,,,,,,,,,,,,,,,,,,,1,None,3.479440999999497,None,,,,,,,,,129,0,129,0,2063.8962866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_33_nosub_0.mp4,audios/clip_wurst_33_nosub_0.mp3,audiovisual,2063.891926299999,2064.2538454999994,2064.4549124000005,2064.4549124000005,2064.4540342666664,2074.322257,2074.180953700001,2074.181472600001,[],2074.3167705999986,2077.8126177000013,1,2077.8127105999993,2077.8127862,None,1,2074.322257,2074.322257,2074.322257,3.479440999999497,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,130,0,130,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,130,0,130,0,2078.005395100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_17_sub_1.mp4,audios/clip_claude_17_sub_1.mp3,audiovisual,2078.0002514000007,2078.3212400999982,2078.5234119999986,2078.5234119999986,2078.5224754666674,2090.270755900001,2090.270755900001,2090.0401649000014,[10.408732700001565],2090.1527659999992,2090.152814699999,None,2090.152856500001,2090.152886,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,131,0,131,,,,,,,,,,,,,,,,,,,,,,4,None,4.9629956999997376,None,,,,,,,,,131,0,131,0,2090.270755900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_35_sub_0.mp4,audios/silence.mp3,visual,2090.2674577,2090.656642099999,2090.8589132000016,2090.8589132000016,2090.858165666665,2101.4119704000004,2092.108948000001,2101.2814603000006,[],2101.4066624000006,2106.3902232,4,2106.3903232999983,2106.3903796000013,None,4,2101.4119704000004,2101.4119704000004,2101.4119704000004,4.9629956999997376,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,132,0,132,,,,,,,,,,,,,,,,,,,,,,2,None,5.65050809999957,None,,,,,,,,,132,0,132,0,2106.5480419000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_03_sub_1.mp4,audios/silence.mp3,visual,2106.544066800001,2106.8995762999984,2107.1015855000005,2107.1015855000005,2107.1002435666674,2119.1361104999996,2108.353352599999,2118.9940500999983,[6.887039000001096],2119.1308831999995,2124.7949221000017,2,2124.7950138000015,2124.7950502999993,None,2,2119.1361104999996,2119.1361104999996,2119.1361104999996,5.65050809999957,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,133,0,133,,,,,,,,,,,,,,,,,,,,,,4,None,6.662198500001978,None,,,,,,,,,133,0,133,0,2124.9765454000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_nosub_1.mp4,audios/clip_dampf_02_nosub_1.mp3,audiovisual,2124.9699008999996,2125.2950028999985,2125.497163799999,2125.497163799999,2125.4957021666673,2134.952570199999,2134.952570199999,2134.827748200001,[5.106102800000372],2134.946938699999,2141.6216910000003,4,2141.621777100001,2141.6218131999995,None,4,2134.952570199999,2134.952570199999,2134.952570199999,6.662198500001978,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,134,0,134,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,134,0,134,0,2141.792088800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_06_nosub_1.mp4,audios/silence.mp3,visual,2141.7863972000014,2142.121650000001,2142.3225902999984,2142.3225902999984,2142.3215405666674,2155.2151058000018,2143.5747660999987,2154.9080071999997,[3.9665342000007513],2155.029533000001,2155.029582700001,None,2155.029626899999,2155.0296554999986,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,135,0,135,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,135,0,135,0,2155.2151058000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_nosub_1.mp4,audios/clip_weißt_23_nosub_1.mp3,audiovisual,2155.2108555999985,2155.5339523000002,2155.7353441999985,2155.7353441999985,2155.734395566666,2167.4498714,2167.1514709000003,2167.1517729000007,[8.416914299999917],2167.2788383000006,2167.2789134999985,None,2167.2789870000015,2167.2790222000003,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,136,0,136,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,136,0,136,0,2167.4498714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/clip_holo_01_nosub_1.mp3,audiovisual,2167.4455301999988,2167.7783205999986,2167.9801996999995,2167.9801996999995,2167.9790267666654,2177.4699814000014,,2177.1804414,[4.1880300999982865],2177.2862351000003,2177.2863289000015,None,2177.2863973999993,2177.286449200001,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,137,0,137,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,137,0,137,0,2177.4699814000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_24_sub_1.mp4,audios/clip_hund_24_sub_1.mp3,audiovisual,2177.4658461,2177.8019427,2178.005092399999,2178.005092399999,2178.0029104666687,2190.260180000001,2190.0208652,2190.0210918999983,[8.107011100000818],2190.133636999999,2190.1337112,None,2190.1337839000007,2190.133817599999,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,138,0,138,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,138,0,138,0,2190.260180000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_02_sub_2.mp4,audios/silence.mp3,visual,2190.2566965000005,2190.6449562999987,2190.8478504000013,2190.8478504000013,2190.845651166667,2202.138345700001,2192.0974983999986,2201.8624840999983,"[4.541707000000315, 10.322106300001906]",2201.9892317000013,2201.9893083999996,None,2201.9893849,2201.989433300001,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,139,0,139,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,139,0,139,0,2202.138345700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_20_sub_0.mp4,audios/silence.mp3,visual,2202.1349687,2202.4968558,2202.7009376999995,2202.7009376999995,2202.697134966668,2214.5415730999994,2203.949169700001,2214.2166948000013,[],2214.3693047000015,2214.369374500002,None,2214.369443200001,2214.3694907999998,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,140,0,140,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,140,0,140,0,2214.5415730999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_27_sub_1.mp4,audios/clip_holo_27_sub_1.mp3,audiovisual,2214.5372854999987,2214.8825515999997,2215.085303,2215.085303,2215.082722366668,2225.3849315000007,,2225.0664890000007,[5.413765799999965],2225.1906667000003,2225.1907401999997,None,2225.1908073999984,2225.1908743999993,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,141,0,141,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,141,0,141,0,2225.3849315000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_12_sub_1.mp4,audios/clip_weißt_12_sub_1.mp3,audiovisual,2225.3799966000006,2225.6998467999983,2225.901017100001,2225.901017100001,2225.899606866668,2238.069220900001,2237.8183776000005,2237.8186595000006,[9.256426699997974],2237.9290454,2237.9291381000003,None,2237.929228600002,2237.929273599999,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,142,0,142,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,142,0,142,0,2238.069220900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/silence.mp3,visual,2238.0659405000006,2238.444486299999,2238.6525378000006,2238.6525378000006,2238.6451096666683,2248.5218982000006,2239.8977864000008,2248.277571499999,[1.7663799000001745],2248.3965468999995,2248.3966253,None,2248.3967024000012,2248.3967397000015,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,143,0,143,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,143,0,143,0,2248.5218982000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_10_sub_2.mp4,audios/silence.mp3,visual,2248.5184221000018,2248.9023602999987,2249.1100343,2249.1100343,2249.1025639666664,2258.142347500001,2250.354781599999,2257.900749299999,"[5.297352400000818, 7.813335000002553]",2258.0139555999995,2258.0140328000016,None,2258.0141077000007,2258.0141618000016,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,144,0,144,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,144,0,144,0,2258.142347500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_25_nosub_1.mp4,audios/silence.mp3,visual,2258.138821100001,2258.5271162999998,2258.7270169000003,2258.7270169000003,2258.727169066668,2270.2611179000014,2259.9780194000014,2269.960917200002,[],2270.0778131000006,2270.0778828,None,2270.0779814000016,2270.0780360999997,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,145,0,145,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,145,0,145,0,2270.2611179000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_01_nosub_0.mp4,audios/clip_wurst_01_nosub_0.mp3,audiovisual,2270.2569611,2270.586652000002,2270.7885134999997,2270.7885134999997,2270.7878013666673,2281.0058787999988,2280.7352976,2280.735731500001,[],2280.8537483,2280.8538799999988,None,2280.8539555999996,2280.8539902999983,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,146,0,146,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,146,0,146,0,2281.0058787999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_19_nosub_1.mp4,audios/silence.mp3,visual,2281.0021233000007,2281.3529550999992,2281.5536729000014,2281.5536729000014,2281.5542753666673,2291.9246091999994,2282.805378500001,2291.5857343999996,[],2291.720330600001,2291.720419699999,None,2291.720517900001,2291.7205713000003,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,147,0,147,,,,,,,,,,,,,,,,,,,,,,4,None,14.395911800002068,None,,,,,,,,,147,0,147,0,2291.9246091999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_01_nosub_1.mp4,audios/clip_weißt_01_nosub_1.mp3,audiovisual,2291.9202399999995,2292.2261144000004,2292.4420181999994,2292.4420181999994,2292.427200266666,2303.6010104000015,2303.459915200001,2303.460175799999,[6.646953499999654],2303.5956167000004,2318.008935500002,4,2318.0090223000007,2318.0090567000007,None,4,2303.6010104000015,2303.6010104000015,2303.6010104000015,14.395911800002068,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,148,0,148,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,148,0,148,0,2318.1927171999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_28_nosub_1.mp4,audios/clip_wurst_28_nosub_1.mp3,audiovisual,2318.1860081000013,2318.511064999999,2318.7125416000017,2318.7125416000017,2318.714113966668,2329.2629822000017,2329.0451815999986,2329.045424,[],2329.149891000001,2329.1499403000016,None,2329.149984399999,2329.1500115000017,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,149,0,149,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,149,0,149,0,2329.2629822000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_12_nosub_0.mp4,audios/silence.mp3,visual,2329.2599980999985,2329.6623753999993,2329.863758899999,2329.863758899999,2329.8623373666674,2339.210042400002,2331.1139600999995,2338.960661199999,[5.805985800001508],2339.0683400000016,2339.068418300001,None,2339.068491400001,2339.0685402000017,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,150,0,150,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,150,0,150,0,2339.210042400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_nosub_2.mp4,audios/silence.mp3,visual,2339.2073531999995,2339.5692266000005,2339.7699619000014,2339.7699619000014,2339.769376466666,2350.619973699999,2341.020214799999,2350.3689204,"[3.8079415000029257, 6.5789275000024645]",2350.4867522999994,2350.4868481999983,None,2350.486936699999,2350.4869919999983,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,151,0,151,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,151,0,151,0,2350.619973699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/silence.mp3,visual,2350.616515400001,2350.9949030999996,2351.1964967999993,2351.1964967999993,2351.1957344666666,2361.554977,2352.4472227000006,2361.2278812000004,[6.947551199998998],2361.3814195000014,2361.3815184999985,None,2361.381607899999,2361.3816652999994,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,152,0,152,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,152,0,152,0,2361.554977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_20_nosub_1.mp4,audios/clip_holo_20_nosub_1.mp3,audiovisual,2361.549860700001,2361.8951788000013,2362.096142300001,2362.096142300001,2362.0957772666666,2371.756669300001,2371.5276409,2371.5278781000015,[],2371.6380591000016,2371.6381425,None,2371.638221000001,2371.6382771999997,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,153,0,153,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,153,0,153,0,2371.756669300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_16_nosub_1.mp4,audios/silence.mp3,visual,2371.7532761,2372.1461027000005,2372.3609905999983,2372.345393899999,2372.3450653666664,2384.6352383999983,2373.597066800001,2384.3634870999995,[10.355160099999921],2384.479181300001,2384.4792525999983,None,2384.4793247999987,2384.4793744000017,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,154,0,154,,,,,,,,,,,,,,,,,,,,,,3,None,5.339734700002737,None,,,,,,,,,154,0,154,0,2384.6352383999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_12_nosub_0.mp4,audios/clip_lied_12_nosub_0.mp3,audiovisual,2384.630784000001,2384.9837320000006,2385.1974984000008,2385.1848606999993,2385.1823388666676,2394.3755844000007,2394.2120983999994,2394.2123691999986,[],2394.3684963999985,2399.7180800999995,3,2399.718248100002,2399.7183004,None,3,2394.3755844000007,2394.3755844000007,2394.3755844000007,5.339734700002737,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,155,0,155,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,155,0,155,0,2399.8771261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_20_sub_0.mp4,audios/silence.mp3,visual,2399.8716797999987,2400.2295519,2400.4293620999997,2400.4293620999997,2400.4292052666683,2410.758443999999,2401.680994099999,2410.4617094999994,[],2410.587733200002,2410.5878159999993,None,2410.5878978,2410.5879370000002,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,156,0,156,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,156,0,156,0,2410.758443999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_34_sub_2.mp4,audios/clip_wurst_34_sub_2.mp3,audiovisual,2410.753717399999,2411.0888725000004,2411.3044612000012,2411.2920497000014,2411.287543466668,2420.066374099999,2419.8173543999983,2419.8176128000014,"[4.367970499999501, 6.663894400000572]",2419.939736799999,2419.9398232999993,None,2419.9399056,2419.9399675999994,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,157,0,157,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,157,0,157,0,2420.066374099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/silence.mp3,visual,2420.0630117,2420.4446073,2420.6482756000005,2420.6482756000005,2420.645085366665,2429.9638429000006,2421.8957278000016,2429.6746146000005,[],2429.7937770999997,2429.7938662000015,None,2429.793935900001,2429.793984,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,158,0,158,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,158,0,158,0,2429.9638429000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_22_sub_2.mp4,audios/clip_claude_22_sub_2.mp3,audiovisual,2429.9588831,2430.300109399999,2430.5073525000007,2430.5073525000007,2430.4991572666663,2441.5095573,2441.5095573,2441.248903399999,[8.09525560000111],2441.368283,2441.3683912000015,None,2441.3684648000017,2441.3685011000016,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,159,0,159,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,159,0,159,0,2441.5095573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_05_sub_2.mp4,audios/silence.mp3,visual,2441.4934595000013,2441.8794705,2442.0794013999985,2442.0794013999985,2442.0796105666673,2453.680238500001,2443.339951400001,2453.3726653999984,[4.7743351999997685],2453.498316699999,2453.4983963000013,None,2453.4984737000013,2453.4985296000013,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,160,0,160,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,160,0,160,0,2453.680238500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_23_sub_1.mp4,audios/clip_holo_23_sub_1.mp3,audiovisual,2453.6757254000004,2453.9983506999997,2454.2008614000006,2454.2008614000006,2454.199327666666,2464.517124099999,2464.230707400002,2464.2310178000007,[],2464.3636100000003,2464.3636914000017,None,2464.3637772,2464.3638334999996,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,161,0,161,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,161,0,161,0,2464.517124099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_20_nosub_1.mp4,audios/clip_weißt_20_nosub_1.mp3,audiovisual,2464.5126961999995,2464.8695116000017,2465.0688907000003,2465.0688907000003,2465.069842366666,2475.170070700002,2474.9009960000003,2474.9013013000003,[9.368864200001553],2475.0005939000002,2475.000641999999,None,2475.000690699999,2475.0007250000017,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,162,0,162,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,162,0,162,0,2475.170070700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_08_sub_1.mp4,audios/clip_wurst_08_sub_1.mp3,audiovisual,2475.1652077,2475.5020933999986,2475.702958500002,2475.702958500002,2475.7022948666677,2484.503243899999,2484.232648199999,2484.232946100001,[],2484.3428405999985,2484.3429155999984,None,2484.3429858000018,2484.3430230999984,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,163,0,163,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,163,0,163,0,2484.503243899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_12_sub_0.mp4,audios/clip_wurst_12_sub_0.mp3,audiovisual,2484.498627699999,2484.8498684000006,2485.0503658000016,2485.0503658000016,2485.049630766666,2493.9789167000017,2493.6800503999984,2493.6804467,[],2493.7981289000018,2493.7982407000018,None,2493.7983614000004,2493.798427400001,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,164,0,164,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,164,0,164,0,2493.9789167000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_29_sub_0.mp4,audios/clip_claude_29_sub_0.mp3,audiovisual,2493.9743850999985,2494.3070836000006,2494.5068060000012,2494.5068060000012,2494.507047866668,2504.815623800001,2504.538601600001,2504.5390794000014,[],2504.667103399999,2504.6672432999985,None,2504.6673623999995,2504.667426,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,165,0,165,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,165,0,165,0,2504.815623800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_04_sub_2.mp4,audios/silence.mp3,visual,2504.8123018000006,2505.174457199999,2505.3735257000008,2505.3735257000008,2505.3740883666655,2514.6972792000015,2506.6253531,2514.404035399999,[],2514.5414052999986,2514.541487900002,None,2514.5415630999996,2514.5416097999987,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
