instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_fixation_cross.started,prac_clip.started,prac_sound.started,prac_feedback.started,prac_fixation_cross.stopped,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,exp_sound.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,166,0,166,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,166,0,166,0,2514.6972792000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/silence.mp3,visual,2514.6937411,2515.047084900001,2515.2505195999984,2515.2505195999984,2515.2475393666687,2526.178666,2516.4988773000005,2525.8810927999984,[7.510018099997978],2526.0154497000003,2526.015520699999,None,2526.0156682000015,2526.0157155999987,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,167,0,167,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,167,0,167,0,2526.178666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_19_sub_1.mp4,audios/clip_holo_19_sub_1.mp3,audiovisual,2526.1738154000013,2526.522931200001,2526.7260263999997,2526.7260263999997,2526.723193166665,2537.002464100002,2536.754868799999,2536.7550902000003,[6.754209000002447],2536.8736226,2536.8736914,None,2536.8737602,2536.8738132,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,168,0,168,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,168,0,168,0,2537.002464100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_03_sub_1.mp4,audios/silence.mp3,visual,2536.9989281000016,2537.381451100002,2537.5834077,2537.5834077,2537.581956066668,2545.490256199999,2538.8336129000018,2545.2105752999996,[],2545.3405717999995,2545.340675399999,None,2545.3407732999985,2545.3408748,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,169,0,169,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,169,0,169,0,2545.490256199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_17_sub_0.mp4,audios/silence.mp3,visual,2545.4859910000014,2545.8448126000003,2546.0476290000006,2546.0476290000006,2546.0452326666677,2557.8440469999987,2547.297286500001,2557.563631000001,[0.7420262000014191],2557.6955200999982,2557.6955930000004,None,2557.6956563999993,2557.695689799999,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,170,0,170,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,170,0,170,0,2557.8440469999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_16_nosub_0.mp4,audios/silence.mp3,visual,2557.8403972999986,2558.1985730999986,2558.3990602999984,2558.3990602999984,2558.3976162666663,2569.1969718,2559.6492774,2568.9306061999996,[],2569.0649271,2569.0650008999983,None,2569.0650728,2569.065119499999,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,171,0,171,,,,,,,,,,,,,,,,,,,,,,4,None,2.042535799999314,None,,,,,,,,,171,0,171,0,2569.1969718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_sub_1.mp4,audios/silence.mp3,visual,2569.194090000001,2569.5645393000013,2569.767177900001,2569.767177900001,2569.765493166666,2579.9344176000013,2571.017227600001,2579.7979032000003,[10.018070199999784],2579.9287710999997,2581.9886148000005,4,2581.988724300001,2581.9887707000016,None,4,2579.9344176000013,2579.9344176000013,2579.9344176000013,2.042535799999314,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,172,0,172,,,,,,,,,,,,,,,,,,,,,,1,None,4.89283179999984,None,,,,,,,,,172,0,172,0,2582.1818491000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/clip_holo_24_sub_2.mp3,audiovisual,2582.1755976999993,2582.4980364000003,2582.7011114000015,2582.7011114000015,2582.6978177666683,2592.6699233,2592.5296616000014,2592.5300164,[10.491765700000542],2592.663315400001,2597.5790750999986,1,2597.5791611999994,2597.5791967000005,None,2,2592.6699233,2592.6699233,2592.6699233,4.89283179999984,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,173,0,173,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,173,0,173,0,2597.7877743999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_25_nosub_1.mp4,audios/clip_weißt_25_nosub_1.mp3,audiovisual,2597.7805071000002,2598.0891249000015,2598.2917353999983,2598.2917353999983,2598.289429066667,2610.6324117000004,2610.6324117000004,2610.3079155999985,[5.932927300000301],2610.4438517000017,2610.4439022000006,None,2610.443943099999,2610.443972699999,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,174,0,174,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,174,0,174,0,2610.6324117000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_sub_2.mp4,audios/clip_holo_02_sub_2.mp3,audiovisual,2610.628046599999,2610.9593357000012,2611.1610354000004,2611.1610354000004,2611.159021566666,2622.6672050999987,,2622.3435222000007,[8.388456699998642],2622.476799,2622.4768871999986,None,2622.4769659000012,2622.4770326,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,175,0,175,,,,,,,,,,,,,,,,,,,,,,4,None,36.386975400000665,None,,,,,,,,,175,0,175,0,2622.6672050999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_07_sub_0.mp4,audios/clip_claude_07_sub_0.mp3,audiovisual,2622.6630724999995,2622.9794621,2623.194230000001,2623.1833570000017,2623.177636566667,2633.3479106999985,2633.2097203999983,2633.210190400001,[],2633.342410000001,2669.7402392000004,4,2669.740338399999,2669.740378800001,None,1,2633.3479106999985,2633.3479106999985,2633.3479106999985,36.386975400000665,None,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,176,0,176,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,176,0,176,0,2669.9486703000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/clip_weißt_13_sub_0.mp3,audiovisual,2669.9425660000015,2670.2514367000003,2670.4672821999993,2670.4523209,2670.4503590666686,2681.5055151999986,2681.5055151999986,2681.267940900001,[],2681.3851252999993,2681.385173300001,None,2681.3852133,2681.385240200001,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,177,0,177,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,177,0,177,0,2681.5055151999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_15_nosub_0.mp4,audios/silence.mp3,visual,2681.5015926999986,2681.8902402999993,2682.0922453999992,2682.0922453999992,2682.0915112666667,2691.5807490000007,2683.3447497000016,2691.2897158999986,[0.19874089999939315],2691.4104861999986,2691.4105555999995,None,2691.4106159000003,2691.4106490000013,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,178,0,178,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,178,0,178,0,2691.5807490000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_22_nosub_1.mp4,audios/clip_lied_22_nosub_1.mp3,audiovisual,2691.5757992,2691.915406600001,2692.1159953999995,2692.1159953999995,2692.1156787666664,2702.9590013999987,2702.648415200001,2702.6488675,[],2702.7839681000005,2702.7840413000013,None,2702.784093099999,2702.7841224000003,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,179,0,179,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,179,0,179,0,2702.9590013999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/clip_claude_21_nosub_1.mp3,audiovisual,2702.954143499999,2703.294608799999,2703.4980830999993,2703.4980830999993,2703.4944505666685,2715.8989272,2715.762665800001,2715.7629815,[10.020412499998201],2715.880204000001,2715.8802748000016,None,2715.8803431000015,2715.880391400002,None,,,,,,,,,,,,,,330,001,2026-04-01_17h02.24.331,exp_sofc,,2025.2.3,59.91170213366873,2026-04-01 17h02.26.158194 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.8804997000007,2715.8989272,,,,,,,,,
