instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_sound.stopped,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,0,0,0,0,191.77507519999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/clip_wurst_35_nosub_0.mp3,audiovisual,191.77145569999993,192.1811815000001,192.3819126999988,192.3819126999988,192.38125466666705,201.9106885000001,201.68464820000008,[],201.78823369999736,201.7882737,None,201.7883026999989,201.7883269999984,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,1,0,1,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,1,0,1,0,201.9106885000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_03_sub_0.mp4,audios/clip_weißt_03_sub_0.mp3,audiovisual,201.9073662999981,202.29662339999777,202.49829549999777,202.49829549999777,202.49766936666518,214.71866129999762,214.51565800000026,[],214.6059619000007,214.60604279999825,None,214.60616110000046,214.60618160000013,None,214.71866129999762,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,2,0,2,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,2,0,2,0,214.71866129999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_09_sub_2.mp4,audios/clip_hund_09_sub_2.mp3,audiovisual,214.71521529999882,215.1083742999981,215.30872779999845,215.30872779999845,215.3083871666643,227.06593190000058,226.86027829999875,"[5.765479599998798, 10.607272099998227]",226.95386379999763,226.9539146999996,None,226.95396160000018,226.95398840000053,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,3,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,3,0,3,0,227.06593190000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_24_sub_1.mp4,audios/silence.mp3,visual,227.05995690000054,227.4718800999981,227.669672,227.65473129999737,227.6534029666657,234.08572739999727,233.8462417999981,[6.040782800002489],233.95603599999959,233.95607459999883,None,233.9561066999995,233.95612830000027,None,228.9049223999973,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,4,0,4,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,4,0,4,0,234.08572739999727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_03_nosub_1.mp4,audios/clip_holo_03_nosub_1.mp3,audiovisual,234.08192959999724,234.46981589999996,234.67115769999873,234.67115769999873,234.670733166666,244.41439569999784,244.2020756999991,[7.394264899998234],244.28817100000015,244.28824689999965,None,244.28829359999872,244.2883167,None,244.2019150999986,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,5,0,5,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,5,0,5,0,244.41439569999784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_08_nosub_2.mp4,audios/clip_holo_08_nosub_2.mp3,audiovisual,244.41086539999742,244.79890149999846,245.00005839999722,245.00005839999722,244.9997869666661,256.03850349999993,255.80601709999974,"[4.309334499997931, 9.173663300000044]",255.91379360000064,255.91384499999913,None,255.9139327999983,255.9139703999972,None,256.03850349999993,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,6,0,6,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,6,0,6,0,256.03850349999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_22_nosub_0.mp4,audios/clip_weißt_22_nosub_0.mp3,audiovisual,256.03501459999825,256.42306259999896,256.62355639999805,256.62355639999805,256.6246494666668,267.9491022999973,267.72612319999826,[],267.8233709999986,267.82341859999724,None,267.8234846999985,267.8235139999997,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,7,0,7,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,7,0,7,0,267.9491022999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_sub_0.mp4,audios/clip_holo_28_sub_0.mp3,audiovisual,267.9429719,268.3249219999998,268.52756339999905,268.52756339999905,268.52574236666646,277.2781873999993,277.0562358999996,[],277.14278719999857,277.1428252000005,None,277.142860699998,277.1428885999994,None,277.0559831999999,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,8,0,8,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,8,0,8,0,277.2781873999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_30_sub_1.mp4,audios/clip_wurst_30_sub_1.mp3,audiovisual,277.27288399999816,277.6564737999979,277.85859349999737,277.85859349999737,277.8565439666638,288.06225059999997,287.87607469999784,[],287.9612500999974,287.96133220000047,None,287.9613731999998,287.9614163999977,None,287.8758397999991,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,9,0,9,0,288.06225059999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_15_nosub_1.mp4,audios/silence.mp3,visual,288.0575790999974,288.46323389999816,288.6647739999971,288.6647739999971,288.66377596666666,299.2893546999985,299.1134158999994,[4.71249330000137],299.2022840999998,299.202319,None,299.2023556999993,299.2023816000001,None,289.91636899999867,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,10,0,10,0,299.2893546999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_07_nosub_2.mp4,audios/silence.mp3,visual,299.28545069999745,299.7141241999998,299.9148346999973,299.9148346999973,299.9145229666649,312.13172359999953,311.93342389999816,"[4.275071200001548, 10.70873980000033]",312.0278456999986,312.02787929999977,None,312.02791419999994,312.0279303999996,None,301.1663297999985,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,11,0,11,0,312.13172359999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_20_nosub_1.mp4,audios/silence.mp3,visual,312.1268915999972,312.5423551999993,312.7438551999985,312.7438551999985,312.7432775666641,324.9704243999986,324.76126830000067,[6.47173919999841],324.8635876999979,324.86362069999814,None,324.86365079999814,324.8636710999999,None,313.99463189999733,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,12,0,12,0,324.9704243999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_10_nosub_0.mp4,audios/clip_hund_10_nosub_0.mp3,audiovisual,324.9670695999994,325.37209280000025,325.57208759999776,325.57208759999776,325.57206986666665,335.32313489999797,335.104000299998,[8.055652499999269],335.19217859999844,335.19221280000056,None,335.19226979999803,335.1923035,None,335.1038697999975,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,13,0,13,0,335.32313489999797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_29_sub_1.mp4,audios/clip_weißt_29_sub_1.mp3,audiovisual,335.31885129999864,335.7042965999972,335.9051545000002,335.9051545000002,335.9046470666656,347.71313109999755,347.49026909999884,[7.016530000000785],347.57481129999724,347.57484900000054,None,347.5748926999986,347.57494459999725,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,2,None,6.749686900002416,None,,,,,,,,,,,14,0,14,0,347.71313109999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_15_sub_0.mp4,audios/clip_herz_15_sub_0.mp3,audiovisual,347.70913839999776,348.07399499999883,348.27414449999924,348.29087309999886,348.2908111666659,360.4232978,360.30965149999975,"[6.40896900000007, 7.995139500002551]",360.41906480000034,367.1849908000004,2,367.1850419000002,367.18505989999903,None,360.30944330000057,2,360.4232978,360.4232978,360.4232978,6.749686900002416,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,15,0,15,0,367.30347679999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_21_sub_2.mp4,audios/silence.mp3,visual,367.29661439999836,367.68556510000053,367.8875539999972,367.8875539999972,367.8860327666664,379.62705509999796,379.4040750999993,"[5.283854900000733, 10.621286800000235]",379.4992564999993,379.49929019999763,None,379.49931899999865,379.4993350000004,None,369.1388614999996,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,4,None,3.5193798999971477,None,,,,,,,,,,,16,0,16,0,379.62705509999796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_32_sub_1.mp4,audios/clip_wurst_32_sub_1.mp3,audiovisual,379.62332089999836,380.00532380000004,380.20526849999806,380.20526849999806,380.2049910666649,390.94112529999984,390.8382447999975,[7.422805700000026],390.93766010000036,394.4688915000006,4,394.46894269999757,394.4689603000006,None,390.838090199999,4,390.94112529999984,390.94112529999984,390.94112529999984,3.5193798999971477,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,17,0,17,0,394.581139599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_19_nosub_1.mp4,audios/silence.mp3,visual,394.5758391999989,394.98158539999713,395.1827487999981,395.1827487999981,395.1819993666652,405.4097339999971,405.2151174999999,[6.466583699999319],405.3173734999982,405.3174059999983,None,405.31743189999906,405.3174469000005,None,396.4339996999988,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,18,0,18,0,405.4097339999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_11_nosub_0.mp4,audios/silence.mp3,visual,405.40609810000024,405.82368519999727,406.02398229999744,406.02398229999744,406.0238736666654,418.25164869999935,418.0438895999978,[],418.13257169999997,418.13261319999947,None,418.1326819999995,418.1327218999977,None,407.2759060999997,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,19,0,19,0,418.25164869999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_20_nosub_2.mp4,audios/clip_lied_20_nosub_2.mp3,audiovisual,418.24823040000047,418.6362472999972,418.836753399999,418.836753399999,418.8367340666666,429.75084229999993,429.54157829999895,"[3.849416899996868, 8.547099999999773]",429.6280465999989,429.62808399999994,None,429.6281199999976,429.6281756999997,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,20,0,20,0,429.75084229999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_14_nosub_0.mp4,audios/silence.mp3,visual,429.74568139999974,430.1348853999989,430.33562840000013,430.33562840000013,430.3355726666671,441.63497519999873,441.43680329999916,"[3.1028516999977, 8.661003699999128]",441.5302140999993,441.53025290000005,None,441.5303383999999,441.5303657999975,None,431.5871748999998,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,21,0,21,0,441.63497519999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_13_sub_0.mp4,audios/silence.mp3,visual,441.630373699998,442.04522559999896,442.2464598000006,442.2464598000006,442.2460574666659,453.6550869999992,453.44688979999773,[7.801211000001786],453.53673349999735,453.5367735,None,453.53681139999753,453.5368278999995,None,443.4971657999995,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,22,0,22,0,453.6550869999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_01_nosub_0.mp4,audios/clip_hund_01_nosub_0.mp3,audiovisual,453.65106580000065,454.0393413999991,454.2400792999979,454.2400792999979,454.23966006666546,465.25061619999906,465.04358610000054,[],465.1434869000004,465.1435326999999,None,465.14356860000044,465.14359329999934,None,465.25061619999906,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,4,None,3.068749199999729,None,,,,,,,,,,,23,0,23,0,465.25061619999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_14_sub_0.mp4,audios/silence.mp3,visual,465.246159899998,465.65151440000045,465.85214070000075,465.85214070000075,465.8518266666654,475.9851130999996,475.8845970000002,[],475.98139829999855,479.064182099999,4,479.0642345999986,479.0642544000002,None,467.1037249000001,4,475.9851130999996,475.9851130999996,475.9851130999996,3.068749199999729,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,24,0,24,0,479.1635924000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/silence.mp3,visual,479.16080879999936,479.5740704999989,479.77377200000046,479.77377200000046,479.7736998666662,489.1686039999986,488.9713045999997,[],489.0630170999975,489.0630493999997,None,489.06307670000024,489.0630908999992,None,481.0257461000001,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,25,0,25,0,489.1686039999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_22_nosub_0.mp4,audios/silence.mp3,visual,489.16553609999755,489.56389729999864,489.7653107999977,489.7653107999977,489.7642923666647,501.6646084999993,501.46575929999744,[],501.55283919999783,501.55300999999963,None,501.5531252999972,501.5531473999981,None,491.0160547999985,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,26,0,26,0,501.6646084999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_sub_2.mp4,audios/clip_holo_02_sub_2.mp3,audiovisual,501.6606073999974,502.05933019999793,502.2588455999976,502.2588455999976,502.2586142666662,513.6435521999992,513.4597014999999,"[3.9481039000020246, 8.283965900001931]",513.5466230999991,513.5466572000005,None,513.546688399998,513.5467126999974,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,27,0,27,0,513.6435521999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_nosub_1.mp4,audios/silence.mp3,visual,513.6394464000005,514.052253599999,514.2528225999995,514.2528225999995,514.2524339666672,523.7860873999998,523.5835659000004,[4.819676499999332],523.6780743999989,523.6781257000002,None,523.6782032999981,523.6782233999984,None,515.5042713000003,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,28,0,28,0,523.7860873999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_13_sub_0.mp4,audios/silence.mp3,visual,523.7823819000005,524.1927983999994,524.3936174999981,524.3936174999981,524.3927778666659,534.2168199000007,534.0249767999994,[],534.1211322999989,534.1211708999981,None,534.1212599999999,534.1213016999973,None,525.6455031000005,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,29,0,29,0,534.2168199000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_24_sub_1.mp4,audios/silence.mp3,visual,534.2111044999983,534.6331198999978,534.8340993999991,534.8340993999991,534.8339665666647,546.362820899998,546.1516697000006,[],546.2502556,546.2502948000001,None,546.250328099999,546.2503467999995,None,536.0854953999988,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,30,0,30,0,546.362820899998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_19_nosub_0.mp4,audios/clip_wurst_19_nosub_0.mp3,audiovisual,546.3586058000001,546.7635114999975,546.9655791999976,546.9655791999976,546.963589166666,558.1823621999974,557.9808051,[],558.0728574999994,558.0729073000002,None,558.0729425999998,558.0729601999992,None,557.9806131000005,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,31,0,31,0,558.1823621999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_18_sub_2.mp4,audios/clip_lied_18_sub_2.mp3,audiovisual,558.1788452000001,558.5732988999989,558.7739188999985,558.7739188999985,558.7735620666647,569.6803331999981,569.4577226000001,"[5.520213799998601, 7.618065299997397]",569.5644188999977,569.5644687999993,None,569.5644992999987,569.5645181999971,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,32,0,32,0,569.6803331999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_01_sub_0.mp4,audios/silence.mp3,visual,569.676067299999,570.0746431000007,570.2754174999973,570.2754174999973,570.2753786666656,580.4191668999993,580.207913899998,[],580.3179151000004,580.3179600000003,None,580.3179963999974,580.3180159000003,None,571.5269652999996,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,33,0,33,0,580.4191668999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_22_nosub_2.mp4,audios/silence.mp3,visual,580.4149856999975,580.820240099998,581.0208043999992,581.0208043999992,581.0205044666657,591.9698690000005,591.7721029999993,[8.03832329999932],591.8652559000002,591.8653322999999,None,591.8653811999975,591.8653981999996,None,582.2727946999985,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,2,None,6.0344277000003785,None,,,,,,,,,,,34,0,34,0,591.9698690000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_23_sub_1.mp4,audios/silence.mp3,visual,591.9649419999987,592.3802582999997,592.5805766999983,592.5805766999983,592.581592566665,603.6242767000003,603.5153565,[],603.6204249000002,609.6680941999984,2,609.6681742000001,609.6682008999996,None,593.8338272000001,1,603.6242767000003,603.6242767000003,603.6242767000003,6.0344277000003785,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,35,0,35,0,609.7789095999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_04_sub_2.mp4,audios/clip_claude_04_sub_2.mp3,audiovisual,609.7747978999978,610.1804512999988,610.3812733999985,610.3812733999985,610.3806162666663,619.6014871000007,619.4128982999973,[8.50525479999851],619.5061146999979,619.5061547999976,None,619.5061834000007,619.5061978999984,None,619.4127608999988,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,36,0,36,0,619.6014871000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_11_sub_1.mp4,audios/silence.mp3,visual,619.5979100000004,620.0199656000004,620.2208599000005,620.2208599000005,620.220354866666,630.1359436999992,629.9516364999981,[8.447145699999965],630.0411401999991,630.0411825999981,None,630.0412236999982,630.0412445999973,None,621.4548696999991,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
