instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_sound.stopped,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,37,0,37,0,630.1359436999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_28_nosub_1.mp4,audios/silence.mp3,visual,630.1328036999985,630.5539299999982,630.7546331999984,630.7546331999984,630.7539680666671,641.2838635999979,641.0879437000003,[],641.1905225999981,641.1905623999992,None,641.1905986999991,641.1906187999994,None,632.0061499999974,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,38,0,38,0,641.2838635999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_12_nosub_0.mp4,audios/silence.mp3,visual,641.2799591999974,641.6966314999991,641.8968309999982,641.8968309999982,641.8967840666667,651.1807216999987,650.9949018000007,[5.785586399997555],651.0847872999984,651.0848408999991,None,651.0849366999973,651.0849858000001,None,643.1497679999993,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,39,0,39,0,651.1807216999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_13_sub_1.mp4,audios/silence.mp3,visual,651.1767002999986,651.5985690999987,651.7991619999993,651.7991619999993,651.7987930666643,663.7951659999999,663.6176567999973,[4.333946899998409],663.7004273999992,663.7004687999979,None,663.7005179999978,663.7005710999983,None,653.0514401,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,40,0,40,0,663.7951659999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_22_nosub_1.mp4,audios/clip_lied_22_nosub_1.mp3,audiovisual,663.7915092999974,664.2019221999981,664.403285299999,664.403285299999,664.4028372666655,675.1079083000004,674.9362144000006,[6.021232700000837],675.0265742999982,675.0266334000007,None,675.0266716999977,675.0267017999977,None,674.9359853999995,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,41,0,41,0,675.1079083000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/silence.mp3,visual,675.1046796999981,675.5358531999991,675.7364751999994,675.7364751999994,675.7362128666648,686.5199671999981,686.320128899999,[3.8026938999973936],686.4210684999998,686.4211055999986,None,686.4211811999994,686.4212215999978,None,676.9881462999983,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,42,0,42,0,686.5199671999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_11_sub_0.mp4,audios/silence.mp3,visual,686.5160632999978,686.9292057999992,687.1291467999981,687.1291467999981,687.1288615666638,696.6495154999975,696.4267710999993,[5.072139399999287],696.5157669999971,696.5158023999975,None,696.5158532999994,696.5158699999993,None,688.3817675999999,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,43,0,43,0,696.6495154999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/clip_hund_12_sub_1.mp3,audiovisual,696.6458338999983,697.0281634999992,697.2281967999988,697.2281967999988,697.2279195666672,708.6123139999982,708.4461536999988,[9.925166400000307],708.5209826999999,708.5210193999992,None,708.5210554999976,708.5210755999979,None,708.6123139999982,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,1,None,3.5091122000012547,None,,,,,,,,,,,44,0,44,0,708.6123139999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_sub_1.mp4,audios/silence.mp3,visual,708.6095244999997,709.0308697,709.2305908999988,709.2305908999988,709.2303827666658,719.361327999999,719.2640331999974,[7.984963700000662],719.3574766999991,722.8771135999996,1,722.8771822999988,722.8772100999995,None,710.4821066000004,1,719.361327999999,719.361327999999,719.361327999999,3.5091122000012547,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,45,0,45,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,45,0,45,0,723.0058843000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_10_sub_0.mp4,audios/clip_claude_10_sub_0.mp3,audiovisual,723.001967199998,723.3775367999988,723.5779054999985,723.5779054999985,723.5774336666657,735.0035155000005,734.7950219999984,[],734.8930677999997,734.8930991999987,None,734.8931267000007,734.8931424999973,None,734.7948471999989,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,46,0,46,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,46,0,46,0,735.0035155000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_17_sub_0.mp4,audios/clip_holo_17_sub_0.mp3,audiovisual,734.9998916999975,735.4046272999985,735.6058032999972,735.6058032999972,735.6053818666662,745.6273744999999,745.4372766999986,[],745.5204028999979,745.5204440999987,None,745.520485099998,745.5205160999976,None,745.4371054999974,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,47,0,47,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,47,0,47,0,745.6273744999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_08_sub_1.mp4,audios/clip_wurst_08_sub_1.mp3,audiovisual,745.6244250999989,746.0288961000006,746.229327099998,746.229327099998,746.2290935666645,754.9333702000004,754.7598223999994,[5.615559199999552],754.8401804999994,754.8402877999979,None,754.8403435,754.8403607999971,None,754.7596014999981,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,48,0,48,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,48,0,48,0,754.9333702000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/silence.mp3,visual,754.9290280999994,755.3435346999977,755.5446257000003,755.5446257000003,755.5444179666667,765.5679156999977,765.3760177999975,"[7.208537699996668, 9.910079099998256]",765.4660989000004,765.4661354999989,None,765.4661903999986,765.4662585999977,None,756.7974042999995,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,49,0,49,,,,,,,,,,,,,,,,,,,,,,4,None,7.249272900000506,None,,,,,,,,,,,49,0,49,0,765.5679156999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_35_nosub_0.mp4,audios/silence.mp3,visual,765.5620753000003,765.9673021999988,766.167852999999,766.167852999999,766.1676938666644,776.6816390999993,776.5840223999985,[],776.6778510999975,783.9371121999975,4,783.9371601999992,783.9371778999994,None,767.4197578999992,4,776.6816390999993,776.6816390999993,776.6816390999993,7.249272900000506,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,50,0,50,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,50,0,50,0,784.0463189999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_21_sub_1.mp4,audios/clip_holo_21_sub_1.mp3,audiovisual,784.0422225000002,784.4475768999982,784.6485183999976,784.6485183999976,784.6485757666671,795.0583050999994,794.8487853000006,[4.354246500002773],794.9565266999998,794.9565685999987,None,794.9566049999994,794.9566276000005,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,51,0,51,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,51,0,51,0,795.0583050999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_05_nosub_0.mp4,audios/clip_wurst_05_nosub_0.mp3,audiovisual,795.0542365000001,795.4593042999986,795.6596714000007,795.6596714000007,795.6593546666666,804.5852477999979,804.3669200000004,[],804.4628620000003,804.4628950999977,None,804.4629316999999,804.4629530999991,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,52,0,52,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,52,0,52,0,804.5852477999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_07_nosub_1.mp4,audios/clip_lied_07_nosub_1.mp3,audiovisual,804.5812587,804.9740211999997,805.1753669999998,805.1753669999998,805.1748234666668,814.4118815999973,814.1883976999998,[4.448113700000249],814.2847151999995,814.2847757999989,None,814.2848083999997,814.2848262999978,None,814.1882272999974,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,53,0,53,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,53,0,53,0,814.4118815999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_12_nosub_1.mp4,audios/clip_holo_12_nosub_1.mp3,audiovisual,814.4084389999989,814.7892541000001,814.9902187999978,814.9902187999978,814.9901348666647,825.2414417999971,825.0219418999986,[8.371790799999872],825.1206507999996,825.1206988999984,None,825.1207402,825.1207603000003,None,825.0218112999974,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,54,0,54,,,,,,,,,,,,,,,,,,,,,,4,None,6.433346600002551,None,,,,,,,,,,,54,0,54,0,825.2414417999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_17_sub_1.mp4,audios/clip_hund_17_sub_1.mp3,audiovisual,825.2377854000006,825.6230480999984,825.8233604999987,825.8233604999987,825.8232940666642,838.2190606000004,838.1285623999975,[10.357096699997783],838.2151379999996,844.6633206000006,4,844.663383799998,844.6634087999992,None,,4,838.2190606000004,838.2190606000004,838.2190606000004,6.433346600002551,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,55,0,55,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,55,0,55,0,844.7725981999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/silence.mp3,visual,844.7675562999975,845.1732869000007,845.3739433999981,845.3739433999981,845.3737284666643,854.7847602000002,854.5713409999989,[4.418920899999648],854.6719854999974,854.6720170999979,None,854.672045299998,854.6720609999975,None,846.6257822000007,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,56,0,56,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,56,0,56,0,854.7847602000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_25_nosub_1.mp4,audios/clip_weißt_25_nosub_1.mp3,audiovisual,854.7811075999998,855.1863775999991,855.3866920999972,855.3866920999972,855.3861754666652,867.6191736999972,867.4134897999975,[5.211468700003024],867.5181928999991,867.5182375999975,None,867.5182759999989,867.5182996999974,None,867.4133199999997,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,57,0,57,,,,,,,,,,,,,,,,,,,,,,3,None,4.312350899999728,None,,,,,,,,,,,57,0,57,0,867.6191736999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_16_nosub_1.mp4,audios/silence.mp3,visual,867.6134233999983,868.0224821999982,868.2235930999996,868.2235930999996,868.2231272666652,879.1997897999972,879.0899704999974,[],879.1964516000007,883.5247784999992,3,883.5248436999973,883.5248742999975,None,869.4751854999995,3,879.1997897999972,879.1997897999972,879.1997897999972,4.312350899999728,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,58,0,58,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,58,0,58,0,883.6179679999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/silence.mp3,visual,883.6150162999984,884.0333181999995,884.2338686999974,884.2338686999974,884.233787866666,896.4514820000004,896.2526340999975,[8.342774500000814],896.3502410999972,896.3502846999982,None,896.3503119999987,896.3503277999989,None,885.4858824000003,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,59,0,59,,,,,,,,,,,,,,,,,,,,,,3,None,8.619398499999079,None,,,,,,,,,,,59,0,59,0,896.4514820000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_05_sub_0.mp4,audios/silence.mp3,visual,896.4468345999994,896.8619727999976,897.0624194999982,897.0624194999982,897.061858866666,908.1800360999987,908.079386999998,[4.14332529999956],908.1764050999991,916.8017278999978,3,916.8017861999979,1036.8050397000006,None,898.3140258999993,4,908.1800360999987,908.1800360999987,908.1800360999987,8.619398499999079,None,916.8176950999987,916.8176950999987,916.8176950999987,1036.9161765999997,1036.9161765999997,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,60,0,60,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,60,0,60,0,1036.9161765999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_sub_1.mp4,audios/silence.mp3,visual,1036.9117049999986,1037.3170709999977,1037.5185542,1037.5185542,1037.5180062666661,1049.1364259000002,1048.9367633000002,[8.471426000000065],1049.0330964999994,1049.0331308999994,None,1049.0331597000004,1049.0331759999972,None,1038.7694023999975,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,61,0,61,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,61,0,61,0,1049.1364259000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_19_nosub_0.mp4,audios/clip_hund_19_nosub_0.mp3,audiovisual,1049.1329372999971,1049.5443994999987,1049.745630999998,1049.745630999998,1049.7446894666648,1061.323169299998,1061.1128480000007,[],1061.2048871999978,1061.2049350999987,None,1061.2049719999995,1061.2049896999997,None,1061.323169299998,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,62,0,62,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,62,0,62,0,1061.323169299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/clip_wurst_06_nosub_2.mp3,audiovisual,1061.3191258000006,1061.7073089999976,1061.9078711000002,1061.9078711000002,1061.907742466665,1073.2007615999973,1073.008548599999,"[2.4505403000002843, 8.253506400000333]",1073.084797399999,1073.0848434,None,1073.0848733999992,1073.0848895999989,None,1073.0083751999991,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,63,0,63,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,63,0,63,0,1073.2007615999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_10_sub_2.mp4,audios/clip_wurst_10_sub_2.mp3,audiovisual,1073.1968071999981,1073.5843851999998,1073.7852767999975,1073.7852767999975,1073.7846465666664,1082.7785689999982,1082.5883785999977,[4.905846699999529],1082.6793698000001,1082.6794091999982,None,1082.6794852999992,1082.679523499999,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,64,0,64,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,64,0,64,0,1082.7785689999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_27_sub_1.mp4,audios/silence.mp3,visual,1082.7751327999977,1083.1909143999983,1083.3913356999983,1083.3913356999983,1083.3911281666662,1093.6905206999982,1093.4911590999982,[8.053115399998205],1093.5774008999979,1093.5774375,None,1093.5774882999976,1093.577548199999,None,1084.6430957999983,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,65,0,65,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,65,0,65,0,1093.6905206999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_08_nosub_1.mp4,audios/clip_lied_08_nosub_1.mp3,audiovisual,1093.6870997999977,1094.0831289999987,1094.2836480000005,1094.2836480000005,1094.2835842666648,1103.5891566999999,1103.3855140999985,[7.471980199999962],1103.479542099998,1103.4795816999977,None,1103.4796561999974,1103.4796892999984,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,66,0,66,,,,,,,,,,,,,,,,,,,,,,2,None,7.2210279000028095,None,,,,,,,,,,,66,0,66,0,1103.5891566999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_13_nosub_0.mp4,audios/clip_weißt_13_nosub_0.mp3,audiovisual,1103.5858090999973,1103.9907643000006,1104.1909687000007,1104.1909687000007,1104.1911915666644,1115.1097902000001,1115.007829899998,[],1115.106093399998,1122.344928399998,2,1122.3449886999988,1122.3450138999979,None,1115.0076377999976,2,1115.1097902000001,1115.1097902000001,1115.1097902000001,7.2210279000028095,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,67,0,67,,,,,,,,,,,,,,,,,,,,,,4,None,20.398881000000983,None,,,,,,,,,,,67,0,67,0,1122.4729487999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_sub_1.mp4,audios/clip_hund_13_sub_1.mp3,audiovisual,1122.4688247999984,1122.8446607999977,1123.0454995,1123.0454995,1123.0448821666653,1134.8986963999996,1134.7967833999974,[5.8871237999992445],1134.8929245,1155.3037251999995,4,1155.3037865000006,1155.3038134999988,None,1134.8986963999996,3,1134.8986963999996,1134.8986963999996,1134.8986963999996,20.398881000000983,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,68,0,68,,,,,,,,,,,,,,,,,,,,,,1,None,5.547740500001964,None,,,,,,,,,,,68,0,68,0,1155.4073865999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/silence.mp3,visual,1155.4040137999982,1155.8126214000004,1156.0131445000006,1156.0131445000006,1156.012912466664,1164.8200856999974,1164.7111600999997,"[5.633883300000889, 8.816620900000999]",1164.8165335999984,1170.3798003999982,1,1170.3798552999979,1170.379873599999,None,1157.2650675999976,1,1164.8200856999974,1164.8200856999974,1164.8200856999974,5.547740500001964,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,69,0,69,,,,,,,,,,,,,,,,,,,,,,2,None,4.560361299998476,None,,,,,,,,,,,69,0,69,0,1170.4786773999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/silence.mp3,visual,1170.4735454999973,1170.8886566999972,1171.090152599998,1171.090152599998,1171.090102866667,1181.232822599999,1181.1221303999992,[],1181.2289213999975,1185.8073965999974,2,1185.8074583999987,1185.8074839999972,None,1172.3411312999997,2,1181.232822599999,1181.232822599999,1181.232822599999,4.560361299998476,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,70,0,70,,,,,,,,,,,,,,,,,,,,,,4,None,4.167637699996703,None,,,,,,,,,,,70,0,70,0,1185.9224813999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/clip_hund_32_nosub_1.mp3,audiovisual,1185.9185264999978,1186.307449699998,1186.5077321999997,1186.5077321999997,1186.507179366665,1196.6328675999976,1196.539944799999,"[4.797288800000388, 6.693935600000259]",1196.6291913999994,1200.8048073999998,4,1200.8048548999977,1200.8048727999994,None,1196.539755599999,4,1196.6328675999976,1196.6328675999976,1196.6328675999976,4.167637699996703,None,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,71,0,71,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,71,0,71,0,1200.9018746000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_20_sub_0.mp4,audios/silence.mp3,visual,1200.8967163999987,1201.3142367999972,1201.5152243999983,1201.5152243999983,1201.5143217666666,1211.7655481999973,1211.5474260999981,[],1211.6406212999973,1211.6406540999997,None,1211.6406831999993,1211.6407002999986,None,1202.7660772999989,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
,72,0,72,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,72,0,72,0,1211.7655481999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_16_sub_1.mp4,audios/clip_claude_16_sub_1.mp3,audiovisual,1211.7614003999988,1212.1470630000003,1212.3477843999972,1212.3477843999972,1212.3474586666673,1223.7511882,1223.5328050999997,[9.1662630000028],1223.6130575999996,1223.6130940000003,None,1223.6131394000004,1223.6131916999984,None,,,,,,,,,,,,,,,,,335,001,2026-04-01_17h59.32.359,exp_sofc,,2025.2.3,59.925811845544914,2026-04-01 17h59.32.848560 +0200,
